C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,time
-3.9333334209808375,-3.672074253629517,-3.9752816732433747,-3.885635800350359,-4.1886990263520625,-3.9128508435581706,-3.8818848461846778,-4.032877578924016,-3.7518759451738433,-3.900427052465007,-3.8596624350949975,-3.9550550696724702,-4.088931843428419,-4.141324494407593,-4.091729941689376,-4.306696176778836,-3.9035337195424233,-3.9856383152212036,-3.9614976102516324,-4.193312086725416,-3.617060716817574,-4.144851371730862,-4.4568766924696765,10
-3.9330714443767474,-3.6732548249067962,-3.9757246507025696,-3.885864905519401,-4.189700935252429,-3.9132820332887004,-3.881211597486038,-4.033156077208242,-3.7532444680933668,-3.899531292560451,-3.86058898353814,-3.956284192421864,-4.0880000098391065,-4.139899707702193,-4.091916022634349,-4.308616964416741,-3.9030445681155803,-3.9876151346863633,-3.9628313098341983,-4.205287013217307,-3.6161705350842825,-4.143445073864415,-4.452605684417903,11
-3.9323603650227876,-3.6764592326594125,-3.976927018091813,-3.886486762406801,-4.192420402267708,-3.9144524054144245,-3.8793842081611576,-4.033912001122573,-3.756959030303503,-3.897099944248085,-3.8631039007409544,-3.9596203827416465,-4.085470747239543,-4.136032429501821,-4.092421099484989,-4.313830530862485,-3.901716871385578,-3.992980787520368,-3.9664513515583053,-4.237790385123867,-3.61375432752249,-4.139627979655489,-4.441012948277375,12
-3.931312458606425,-3.68118151776853,-3.9786989279285914,-3.887403183082968,-4.196428037869173,-3.9161771643365433,-3.8766912133665965,-4.035025994259478,-3.762433121981598,-3.8935169046298603,-3.866810094513523,-3.9645368737392213,-4.081743412882291,-4.130333282680219,-4.093165423264878,-4.321513681414107,-3.899760265678205,-4.000888065381006,-3.9717861498885676,-4.28569009109143,-3.610193600589321,-4.134002788189702,-4.423928916070278,13
-3.9300400008151284,-3.6869157211153163,-3.980850532730395,-3.8885159796183144,-4.201294452528095,-3.9182715144562597,-3.873421148258916,-4.036378700211436,-3.769080233304999,-3.889166070807731,-3.871310472665928,-3.97050689852199,-4.077217364019916,-4.123412890111132,-4.094069244997602,-4.330843221369648,-3.8973843873192537,-4.010489759926067,-3.9782641192896007,-4.3438540197663285,-3.6058698607419033,-4.127172198552675,-4.403184019818807,14
-3.928655267336364,-3.6931558835809364,-3.9831919850147104,-3.88972696408325,-4.206590256715744,-3.920550660174775,-3.869862547994675,-4.037850762570919,-3.776313854451053,-3.884431339883649,-3.8762079430082514,-3.977003690197356,-4.0722919579049766,-4.115881874668302,-4.095052815706743,-4.3409959560271485,-3.894798872634511,-4.020938662813338,-3.9853136742260196,-4.407150059794894,-3.6011646144373595,-4.119738909830027,-4.380608691545145,15
-3.9272705338576,-3.699396046046557,-3.9855334372990256,-3.8909379485481863,-4.211886060903394,-3.92282980589329,-3.866303947730434,-4.0393228249304025,-3.783547475597107,-3.8796966089595672,-3.881105413350575,-3.9835004818727224,-4.067366551790037,-4.108350859225473,-4.096036386415883,-4.351148690684649,-3.8922133579497693,-4.03138756570061,-3.9923632291624385,-4.47044609982346,-3.596459368132816,-4.11230562110738,-4.358033363271484,16
-3.925998076066304,-3.705130249393343,-3.9876850421008294,-3.892050745083533,-4.216752475562316,-3.924924156013006,-3.8630338826227533,-4.0406755308823605,-3.7901945869205087,-3.875345775137438,-3.8856057915029796,-3.9894705066554916,-4.062840502927661,-4.101430466656386,-4.096940208148608,-4.360478230640191,-3.8898374795908173,-4.040989260245671,-3.998841198563472,-4.528610028498358,-3.5921356282853982,-4.105475031470353,-4.337288467020011,17
-3.9249501696499416,-3.709852534502461,-3.9894569519376084,-3.8929671657597007,-4.220760111163781,-3.9266489149351256,-3.860340887828193,-4.041789524019267,-3.795668678598604,-3.8717627355192135,-3.889311985275549,-3.9943869976530664,-4.059113168570409,-4.095731319834785,-4.097684531928498,-4.368161381191813,-3.8878808738834456,-4.048896538106309,-4.004175996893735,-4.576509734465921,-3.58857490135223,-4.099849840004566,-4.320204434812917,18
-3.9242390902959814,-3.7130569422550765,-3.990659319326851,-3.8935890226470997,-4.22347957817906,-3.9278192870608493,-3.8585134985033123,-4.042545447933596,-3.79938324080874,-3.869331387206847,-3.8918269024783636,-3.997723187972849,-4.056583905970846,-4.0918640416344125,-4.098189608779138,-4.373374947637557,-3.8865531771534423,-4.054262190940313,-4.007796038617841,-4.6090131063724815,-3.5861586937904377,-4.09603274579564,-4.3086116986723875,19
-3.923977113691891,-3.714237513532356,-3.991102296786046,-3.8938181278161417,-4.2244814870794265,-3.928250476791379,-3.857840249804672,-4.042823946217823,-3.8007517637282633,-3.868435627302291,-3.8927534509215054,-3.998952310722242,-4.055652072381533,-4.090439254929012,-4.09837568972411,-4.375295735275462,-3.8860640257265993,-4.056239010405473,-4.009129738200407,-4.620988032864372,-3.5852685120571453,-4.094626447929192,-4.304340690620614,20
-3.9266075392735553,-3.7122332576848596,-3.983330161231228,-3.8912075660707215,-4.276320466038476,-3.9209112839038145,-3.8554727694384794,-4.073360634475791,-3.856769848585399,-3.8661938082694927,-3.8910822622048262,-3.9953693914951147,-4.053658945182415,-4.1220805975963515,-4.092647979886519,-4.432253956903828,-3.8815049094035783,-4.10265161106558,-4.005302573283064,-4.597589493737418,-3.585465366094441,-4.087220676216468,-4.362503103854632,21
-3.9337472658523573,-3.7067931346702263,-3.9622343647252936,-3.8841217556188674,-4.41702626607018,-3.90099061749471,-3.8490467513016697,-4.156245931175992,-4.008818936054768,-3.8601088708947535,-3.886546178545267,-3.985644325021482,-4.048249028499096,-4.207964241979132,-4.07710133889877,-4.58685484418082,-3.869130165098235,-4.228628670000159,-3.9949145542217046,-4.534079173249972,-3.5859996841956714,-4.067119295853357,-4.5203725112041075,22
-3.9442689681790144,-3.698776111280241,-3.9311458225060223,-3.8736795086371876,-4.624382181906376,-3.8716338459444515,-3.839576829836898,-4.278392684207866,-4.23289127548331,-3.85114159476356,-3.8798614236785496,-3.971312648112972,-4.040276519702625,-4.334529612648492,-4.0541904995484055,-4.814687730694283,-3.8508936998061496,-4.414279072640589,-3.9796058945523334,-4.440485016742157,-3.5867871003448544,-4.037496209002458,-4.7530221641401775,23
-3.95704532100424,-3.689041154306687,-3.8933954498111922,-3.860999637302291,-4.876171508278901,-3.8359863376334227,-3.8280776394868177,-4.4267137414608575,-4.504979116217971,-3.8402527594613955,-3.8717442213403923,-3.953909897581209,-4.030595616164053,-4.4882161341755715,-4.026370194622961,-5.09134195003206,-3.828749420522904,-4.639711704418256,-3.961016807810953,-4.326834969554094,-3.587743248526005,-4.001525317826365,-5.035525314133979,24
-3.9709489990787503,-3.678447230541349,-3.852314161878583,-3.847200953790785,-5.1501775399195875,-3.797193460942009,-3.815563814694084,-4.588121950824405,-4.801074707605688,-3.8284031445737465,-3.862910795266515,-3.9349716102378194,-4.020060515254431,-4.655463231131511,-3.9960951569099787,-5.3924068357819905,-3.8046512342440773,-4.885035450764539,-3.940787507533569,-4.203156977025909,-3.5887837627231383,-3.9623805244876773,-5.3429552126566415,25
-3.984852677153261,-3.667853306776011,-3.8112328739459738,-3.8334022702792794,-5.424183571560276,-3.7584005842505954,-3.80304998990135,-4.749530160187954,-5.097170298993405,-3.816553529686097,-3.8540773691926375,-3.9160333228944304,-4.009525414344809,-4.82271032808745,-3.9658201191969953,-5.693471721531924,-3.7805530479652507,-5.130359197110823,-3.9205582072561844,-4.079478984497723,-3.589824276920272,-3.9232357311489885,-5.650385111179306,26
-3.997629029978487,-3.658118349802457,-3.773482501251144,-3.820722398944383,-5.6759728979328,-3.722753075939567,-3.7915507995512696,-4.8978512174409445,-5.369258139728065,-3.805664694383933,-3.8459601668544807,-3.8986305723626677,-3.9998445108062373,-4.976396849614531,-3.937999814271552,-5.9701259408697,-3.7584087686820045,-5.35579182888849,-3.901969120514805,-3.9658289373096616,-3.590780425101422,-3.8872648399728966,-5.932888261173106,27
-4.008150732305143,-3.650101326412471,-3.742393959031872,-3.810280151962703,-5.883328813768995,-3.693396304389308,-3.782080878086498,-5.019997970472818,-5.593330479156607,-3.796697418252739,-3.8392754119877623,-3.8842988954541564,-3.9918720020097664,-5.10296222028389,-3.9150889749211863,-6.197958827383161,-3.7401723033899192,-5.54144223152892,-3.886660460845433,-3.8722347808018456,-3.5915678412506042,-3.8576417531219978,-6.165537914109175,28
-4.015290458883946,-3.6446612033978383,-3.721298162525938,-3.803194341510849,-6.0240346138006995,-3.6734756379802036,-3.775654859949688,-5.102883267173019,-5.745379566625976,-3.7906124808780004,-3.834739328328204,-3.8745738289805245,-3.9864620853264467,-5.18884586466667,-3.8995423339334385,-6.3525597146601545,-3.7277975590845758,-5.667419290463498,-3.876272441784074,-3.808724460314399,-3.592102159351836,-3.837540372758887,-6.323407321458652,29
-4.01792088446561,-3.642656947550342,-3.71352602697112,-3.8005837797654287,-6.0758735927597485,-3.666136445092639,-3.7732873795834956,-5.133419955430988,-5.801397651483112,-3.7883706618452018,-3.8330681396115245,-3.870990909753397,-3.984468958127329,-5.22048720733401,-3.8938146240958473,-6.40951793628852,-3.723238442761555,-5.713831891123606,-3.872445276866731,-3.7853259211874453,-3.5922990133891313,-3.8301346010461623,-6.381569734692669,30
-4.016978834426629,-3.6365006672515228,-3.7685571422599704,-3.8472947051992272,-6.006321119807205,-3.7233024959514722,-3.769638006962915,-5.098981684344634,-5.73883104116999,-3.8464260679063123,-3.8270158675829054,-3.862180758461778,-4.041760120823616,-5.1750036069619245,-3.8861934223900896,-6.409758447665755,-3.7758850816153062,-5.651982041639217,-3.866964351734813,-3.7802574332318706,-3.5921546769381414,-3.883642958800937,-6.307838304077635,31
-4.014421841463681,-3.6197907635832984,-3.917927312329707,-3.9740815028052507,-5.8175358360788705,-3.878467491139734,-3.759732566992769,-5.005506377110245,-5.5690073846058015,-4.004005027215039,-3.8105882720766537,-3.838267490670241,-4.197264705284964,-5.05154812023769,-3.8655073034744603,-6.410411264261108,-3.9187831013612016,-5.484103878753018,-3.852087554948179,-3.766500108781023,-3.5917629065711694,-4.028879929849611,-6.107710135265398,32
