ID,rank,mean,variable,value,average,cluster
3272,1,3.509898687315815e-4,1,0,0.005423993138826509,1
5790,2,9.05511509570324e-5,1,0,0.005423993138826509,1
8232,3,1.954275774577419e-4,1,0,0.005423993138826509,1
8243,4,6.849171884264508e-4,1,0,0.005423993138826509,1
9032,5,6.371221154237008e-5,1,0,0.005423993138826509,1
10536,6,1.3460716028831162e-4,1,0,0.005423993138826509,1
44132,620,3.1499378212364825e-4,15,3.7644511086828216e-4,0.005423993138826509,1
11662,8,5.041684378381572e-4,1,0,0.005423993138826509,1
14541,9,1.0336779963224012e-4,1,0,0.005423993138826509,1
14705,10,6.763706583424431e-5,1,0,0.005423993138826509,1
14987,11,5.0590911815915925e-5,1,0,0.005423993138826509,1
15620,12,7.219124990837599e-5,1,0,0.005423993138826509,1
15752,13,6.3327088709202e-4,1,0,0.005423993138826509,1
15837,14,5.867455812343034e-5,1,0,0.005423993138826509,1
16255,15,7.236204997696778e-5,1,0,0.005423993138826509,1
16409,16,1.3128993116078138e-4,1,0,0.005423993138826509,1
16444,17,0.00592876357861052,1,0,0.005423993138826509,1
16910,18,4.162199020709409e-4,1,0,0.005423993138826509,1
41936,187,1.0841220957139776e-4,17,1.0434916948676696e-4,0.005423993138826509,1
18181,20,6.874902869864219e-5,1,0,0.005423993138826509,1
20416,21,6.931415063079795e-5,1,0,0.005423993138826509,1
20743,22,5.846230922503865e-5,1,0,0.005423993138826509,1
38066,106,2.2266169109901588e-4,10,1.0601811227513696e-4,0.005423993138826509,1
21763,24,5.42390435678338e-5,1,0,0.005423993138826509,1
44229,674,4.009652412377497e-4,5,4.05754202962486e-4,0.005423993138826509,1
44383,759,0.3342068034099488,12,0.5714322506327395,0.005423993138826509,1
23129,27,1.3085260867659522e-4,1,0,0.005423993138826509,1
23352,28,1.3430775620363033e-4,1,0,0.005423993138826509,1
23545,29,9.358536960328468e-5,1,0,0.005423993138826509,1
38841,113,5.011092816182747e-5,10,1.271434925808838e-5,0.005423993138826509,1
24206,31,1.7773986544087107e-4,1,0,0.005423993138826509,1
24550,32,8.686173401956202e-5,1,0,0.005423993138826509,1
24749,33,2.914423288635804e-4,1,0,0.005423993138826509,1
24818,34,0.0020439229102155,1,0,0.005423993138826509,1
24947,35,5.1498883650653653e-5,1,0,0.005423993138826509,1
25414,36,0.00443663465167159,1,0,0.005423993138826509,1
25822,37,1.8810030009690207e-4,1,0,0.005423993138826509,1
25898,38,9.163288260369588e-5,1,0,0.005423993138826509,1
26347,39,0.00112474471992624,1,0,0.005423993138826509,1
42707,245,8.704941189388631e-5,7,7.041428384730127e-5,0.005423993138826509,1
27159,41,9.265865357069552e-4,1,0,0.005423993138826509,1
27224,42,5.639977248531847e-5,1,0,0.005423993138826509,1
27394,43,1.425243221186205e-4,1,0,0.005423993138826509,1
27418,44,8.563351544066007e-4,1,0,0.005423993138826509,1
27439,45,5.167162311418749e-5,1,0,0.005423993138826509,1
43458,371,1.2708439428218532e-4,2,1.2917963134570566e-4,0.005423993138826509,1
28644,47,3.092616604266663e-4,1,0,0.005423993138826509,1
28761,48,3.6799014064716823e-4,1,0,0.005423993138826509,1
30069,49,4.905203840447096e-4,1,0,0.005423993138826509,1
30172,50,7.809951254029953e-5,1,0,0.005423993138826509,1
15837,14,5.867455812343034e-5,13,1.4888244434020008e-4,0.005423993138826509,1
31030,52,6.275655199055257e-5,1,0,0.005423993138826509,1
31202,53,5.7909217870737114e-5,1,0,0.005423993138826509,1
31415,54,2.6869430275997875e-4,1,0,0.005423993138826509,1
31719,55,3.3492728616596023e-4,1,0,0.005423993138826509,1
32545,56,5.7581253532630874e-5,1,0,0.005423993138826509,1
32582,57,5.084477629484462e-5,1,0,0.005423993138826509,1
32777,58,8.41489547173537e-5,1,0,0.005423993138826509,1
32839,59,7.806756987081939e-4,1,0,0.005423993138826509,1
32895,60,1.538572159571582e-4,1,0,0.005423993138826509,1
33035,61,5.2823641428705424e-5,1,0,0.005423993138826509,1
33096,62,9.5886721794637e-5,1,0,0.005423993138826509,1
33101,63,8.602606167892189e-5,1,0,0.005423993138826509,1
23129,27,1.3085260867659522e-4,13,3.455031834249153e-4,0.005423993138826509,1
43799,474,2.748285747892346e-4,11,2.536644791134515e-4,0.005423993138826509,1
33641,66,5.739483365139567e-5,1,0,0.005423993138826509,1
33743,67,5.314180510674338e-4,1,0,0.005423993138826509,1
33773,68,9.740663155366564e-5,1,0,0.005423993138826509,1
34140,69,2.8592384132676926e-4,1,0,0.005423993138826509,1
24749,33,2.914423288635804e-4,13,7.36782813865119e-4,0.005423993138826509,1
34383,71,6.740948212388985e-5,1,0,0.005423993138826509,1
34418,72,6.667241045575558e-5,1,0,0.005423993138826509,1
34523,73,5.431983274978316e-5,1,0,0.005423993138826509,1
34660,74,3.953391324584537e-4,1,0,0.005423993138826509,1
34706,75,6.964113185599691e-5,1,0,0.005423993138826509,1
26347,39,0.00112474471992624,13,0.00283922963035301,0.005423993138826509,1
35171,77,1.0981581898474676e-4,1,0,0.005423993138826509,1
35185,78,1.0033113113570046e-4,1,0,0.005423993138826509,1
35201,79,2.3089997066028293e-4,1,0,0.005423993138826509,1
35266,80,7.691061878912916e-5,1,0,0.005423993138826509,1
27418,44,8.563351544066007e-4,13,0.00187639836146477,0.005423993138826509,1
35632,82,1.0712037587579646e-4,1,0,0.005423993138826509,1
35693,83,0.00113577835706305,1,0,0.005423993138826509,1
35732,84,1.9108335848678508e-4,1,0,0.005423993138826509,1
35831,85,5.541045171191186e-5,1,0,0.005423993138826509,1
35833,86,5.130457295195821e-5,1,0,0.005423993138826509,1
35917,87,1.6526721360749148e-4,1,0,0.005423993138826509,1
36108,88,9.27087022595484e-5,1,0,0.005423993138826509,1
36109,89,2.842809222160899e-4,1,0,0.005423993138826509,1
36332,90,1.6871246994686385e-4,1,0,0.005423993138826509,1
36483,91,1.0157287964368764e-4,1,0,0.005423993138826509,1
36600,92,1.1791109104720716e-4,1,0,0.005423993138826509,1
36611,93,6.497869670869452e-5,1,0,0.005423993138826509,1
36677,94,3.259141658968344e-4,1,0,0.005423993138826509,1
36919,95,6.119447753625134e-5,1,0,0.005423993138826509,1
36954,96,7.503460877171687e-5,1,0,0.005423993138826509,1
37101,97,4.303614428436123e-4,1,0,0.005423993138826509,1
33035,61,5.2823641428705424e-5,13,8.239760462751923e-5,0.005423993138826509,1
37228,99,7.227406035091932e-5,1,0,0.005423993138826509,1
33101,63,8.602606167892189e-5,13,1.7569436330629762e-4,0.005423993138826509,1
37675,101,7.549748615871702e-5,1,0,0.005423993138826509,1
37752,102,1.7506490605109835e-4,1,0,0.005423993138826509,1
37764,103,8.148377117407515e-5,1,0,0.005423993138826509,1
37990,104,7.805110598436366e-5,1,0,0.005423993138826509,1
38060,105,7.660697288340778e-5,1,0,0.005423993138826509,1
38066,106,2.2266169109901588e-4,1,0,0.005423993138826509,1
38236,107,8.479733468317926e-5,1,0,0.005423993138826509,1
38674,108,6.968992885051972e-5,1,0,0.005423993138826509,1
38680,109,1.0041837480541212e-4,1,0,0.005423993138826509,1
34523,73,5.431983274978316e-5,13,7.476819679163782e-5,0.005423993138826509,1
38749,111,1.3749379153375088e-4,1,0,0.005423993138826509,1
34706,75,6.964113185599691e-5,13,1.395091718561172e-4,0.005423993138826509,1
38841,113,5.011092816182747e-5,1,0,0.005423993138826509,1
35171,77,1.0981581898474676e-4,13,2.6877313890405084e-4,0.005423993138826509,1
39007,115,3.53392915224488e-4,1,0,0.005423993138826509,1
39068,116,1.559749413840352e-4,1,0,0.005423993138826509,1
39125,117,7.710372207845607e-5,1,0,0.005423993138826509,1
39185,118,5.575090000556045e-5,1,0,0.005423993138826509,1
39285,119,0.07782438672252633,1,7.948380040663912e-7,0.005423993138826509,1
35693,83,0.00113577835706305,13,0.00272980212367836,0.005423993138826509,1
39331,121,5.390074479608495e-5,1,0,0.005423993138826509,1
43962,531,3.695634644621383e-4,11,3.9395606554800175e-4,0.005423993138826509,1
35833,86,5.130457295195821e-5,13,1.0005423419055906e-4,0.005423993138826509,1
39374,124,1.8676718121280736e-4,1,0,0.005423993138826509,1
39431,125,0.00513775707512471,1,0,0.005423993138826509,1
36109,89,2.842809222160899e-4,13,6.020692697915558e-4,0.005423993138826509,1
39532,127,1.823614192340935e-4,1,0,0.005423993138826509,1
36483,91,1.0157287964368764e-4,13,2.020703161103448e-4,0.005423993138826509,1
39606,129,7.232300924639448e-5,1,0,0.005423993138826509,1
39764,131,1.2204052248154551e-4,1,0,0.005423993138826509,1
36677,94,3.259141658968344e-4,13,5.362383793219506e-4,0.005423993138826509,1
39787,133,1.128093255279847e-4,1,0,0.005423993138826509,1
39942,134,1.2422023717691114e-4,1,0,0.005423993138826509,1
40011,135,1.3947648307112572e-4,1,0,0.005423993138826509,1
40054,136,7.573152890950552e-5,1,0,0.005423993138826509,1
37228,99,7.227406035091932e-5,13,1.2141657613102702e-4,0.005423993138826509,1
40109,138,1.9755421867167437e-4,1,0,0.005423993138826509,1
40161,139,8.358518134161999e-5,1,0,0.005423993138826509,1
37752,102,1.7506490605109835e-4,13,3.4593914958696567e-4,0.005423993138826509,1
37764,103,8.148377117407515e-5,13,1.6152546303966071e-4,0.005423993138826509,1
37990,104,7.805110598436366e-5,13,1.3754732412689057e-4,0.005423993138826509,1
40193,143,6.863592427536731e-5,1,0,0.005423993138826509,1
40339,144,1.56321158650486e-4,1,0,0.005423993138826509,1
40433,145,6.763904546676678e-5,1,0,0.005423993138826509,1
40546,146,1.4668812210467407e-4,1,0,0.005423993138826509,1
40551,147,1.1250450490392754e-4,1,0,0.005423993138826509,1
40568,148,8.052185440029221e-5,1,0,0.005423993138826509,1
38749,111,1.3749379153375088e-4,13,2.1820106410620833e-4,0.005423993138826509,1
44392,762,0.0018431926495347,15,8.317493716123329e-4,0.005423993138826509,1
40690,151,1.0835587562177904e-4,1,0,0.005423993138826509,1
43393,356,2.0484566676606732e-4,7,1.3125222509136958e-4,0.005423993138826509,1
40883,153,2.486319259776216e-4,1,0,0.005423993138826509,1
48492,766,8.427366591671005e-5,15,1.940974491211611e-4,0.005423993138826509,1
53235,767,2.8122814862793137e-4,15,6.082774540560718e-4,0.005423993138826509,1
40994,156,7.615223696312661e-5,1,0,0.005423993138826509,1
40997,157,1.896260576863152e-4,1,0,0.005423993138826509,1
41072,158,5.535558322319187e-5,1,0,0.005423993138826509,1
41083,159,2.1514780475258315e-4,1,0,0.005423993138826509,1
41085,160,6.255647962692048e-5,1,0,0.005423993138826509,1
41184,161,2.0198726483901597e-4,1,0,0.005423993138826509,1
8243,4,6.849171884264508e-4,16,4.213333597239396e-4,0.005423993138826509,1
41222,163,7.686032938657102e-5,1,0,0.005423993138826509,1
41375,164,6.970876457180705e-5,1,0,0.005423993138826509,1
41428,165,7.783175967822043e-5,1,0,0.005423993138826509,1
11662,8,5.041684378381572e-4,16,7.574470533880132e-4,0.005423993138826509,1
41497,167,8.730498006363043e-5,1,0,0.005423993138826509,1
41512,168,1.4447130502789513e-4,1,0,0.005423993138826509,1
41519,169,1.1518029356931772e-4,1,0,0.005423993138826509,1
41527,170,8.503063209620723e-5,1,0,0.005423993138826509,1
41553,171,8.650194571588193e-5,1,0,0.005423993138826509,1
15837,14,5.867455812343034e-5,16,1.0079745447941138e-4,0.005423993138826509,1
16255,15,7.236204997696778e-5,16,8.66858108522938e-5,0.005423993138826509,1
41740,174,7.474110814352405e-5,1,0,0.005423993138826509,1
16444,17,0.00592876357861052,16,0.00795530164371325,0.005423993138826509,1
16910,18,4.162199020709409e-4,16,5.072860981800195e-4,0.005423993138826509,1
31719,55,3.3492728616596023e-4,6,4.458751323491795e-5,0.005423993138826509,1
41769,178,1.2730669307955934e-4,1,0,0.005423993138826509,1
20416,21,6.931415063079795e-5,16,3.26217216315186e-5,0.005423993138826509,1
20743,22,5.846230922503865e-5,16,9.383326671537932e-5,0.005423993138826509,1
40339,144,1.56321158650486e-4,13,3.021245503009038e-4,0.005423993138826509,1
21763,24,5.42390435678338e-5,16,3.48209388201603e-5,0.005423993138826509,1
41820,183,4.565345661956588e-4,1,0,0.005423993138826509,1
40551,147,1.1250450490392754e-4,13,2.469748308015325e-4,0.005423993138826509,1
23129,27,1.3085260867659522e-4,16,1.4698101544088714e-4,0.005423993138826509,1
41930,186,1.6480789260316507e-4,1,0,0.005423993138826509,1
41936,187,1.0841220957139776e-4,1,0,0.005423993138826509,1
40690,151,1.0835587562177904e-4,13,1.889913312488338e-4,0.005423993138826509,1
24206,31,1.7773986544087107e-4,16,1.970132064824859e-4,0.005423993138826509,1
42113,190,4.5430677452259257e-4,1,0,0.005423993138826509,1
24749,33,2.914423288635804e-4,16,3.124721088861753e-4,0.005423993138826509,1
43569,396,2.540763004142073e-4,7,1.765990238890316e-4,0.005423993138826509,1
24947,35,5.1498883650653653e-5,16,5.094853153686612e-5,0.005423993138826509,1
25414,36,0.00443663465167159,16,0.00575828367226019,0.005423993138826509,1
25822,37,1.8810030009690207e-4,16,1.8784980152981216e-4,0.005423993138826509,1
25898,38,9.163288260369588e-5,16,9.346673051727238e-5,0.005423993138826509,1
26347,39,0.00112474471992624,16,0.00164996269577843,0.005423993138826509,1
