C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,time
-3.6731042062414794,-3.7364402239836556,-3.8621793760268917,-3.913766922599945,-3.742634853266561,-3.96063398065814,-3.631663722591732,-3.903015984860978,-3.458979405914176,-4.054378587095729,-3.839506567921158,-4.153038287774983,10
-3.671659449728241,-3.740402192514804,-3.8622910353310984,-3.9142732300368404,-3.743555713773788,-3.9597595698267196,-3.633254550280973,-3.9030668167884492,-3.459420111293367,-4.056461249000689,-3.8400257122629213,-4.152427339395034,11
-3.667737967763736,-3.751156107099349,-3.862594110585373,-3.9156474930798413,-3.7460551922934027,-3.9573861689985783,-3.637572511151771,-3.903204789163014,-3.4606163116083133,-4.062114188457009,-3.841434818333421,-4.150769050935173,12
-3.6619589417107816,-3.7670039812239415,-3.863040747802199,-3.9176727228274206,-3.749738634322308,-3.9538885256728955,-3.643935821908736,-3.903408116872898,-3.4623791331250766,-4.070444836076848,-3.8435113957004727,-4.148325257415377,13
-3.654941552932194,-3.7862478283752323,-3.8635830929940598,-3.9201319303780533,-3.754211385357408,-3.9496413873488536,-3.6516626992564793,-3.903655014806329,-3.4645197021097176,-4.080560622472367,-3.8460329539318927,-4.145357793855625,14
-3.6473049827907893,-3.807189662039873,-3.8641732921734366,-3.922808126830213,-3.7590787908956043,-3.9450195015256306,-3.660071359899612,-3.9039236978515337,-3.4668491448282976,-4.091568978255728,-3.8487770025954973,-4.142128495275896,15
-3.6396684126493852,-3.828131495704513,-3.8647634913528144,-3.925484323282372,-3.7639461964338015,-3.940397615702408,-3.668480020542745,-3.904192380896738,-3.4691785875468772,-4.102577334039086,-3.851521051259101,-4.138899196696166,16
-3.6326510238707974,-3.8473753428558046,-3.8653058365446746,-3.927943530833005,-3.768418947468901,-3.9361504773783653,-3.6762068978904883,-3.904439278830169,-3.4713191565315187,-4.112693120434606,-3.854042609490522,-4.135931733136415,17
-3.626871997817843,-3.8632232169803973,-3.8657524737615003,-3.9299687605805853,-3.7721023894978067,-3.932652834052684,-3.6825702086474537,-3.9046426065400537,-3.473081978048282,-4.121023768054446,-3.8561191868575735,-4.13348793961662,18
-3.6229505158533377,-3.873977131564942,-3.8660555490157753,-3.931343023623586,-3.774601868017421,-3.9302794332245417,-3.686888169518251,-3.9047805789146177,-3.4742781783632286,-4.126676707510765,-3.857528292928073,-4.131829651156758,19
-3.621505759340099,-3.87793910009609,-3.8661672083199816,-3.9318493310604805,-3.7755227285246473,-3.929405022393121,-3.6884789972074925,-3.904831410842089,-3.474718883742419,-4.128759369415725,-3.858047437269836,-4.131218702776809,20
-3.6245542158607584,-3.8741109827800146,-3.8690790717640517,-3.937409276108313,-3.772624004896247,-3.9274193643742135,-3.6864411392715772,-3.936066905419806,-3.482145882350021,-4.128257114856396,-3.853419234672977,-4.170638528135763,21
-3.6328285978454042,-3.8637203786363803,-3.876982701112242,-3.9525005555238577,-3.7647560407620153,-3.9220297211800355,-3.680909810588379,-4.020848962130753,-3.502304878570654,-4.126893852481074,-3.8408569704815028,-4.27763519696721,22
-3.645022423928041,-3.8484079093720784,-3.888630154888523,-3.974740335715187,-3.7531611462484133,-3.914087089104405,-3.6727583788447182,-4.145790940441621,-3.5320128730010616,-4.124884834243758,-3.822344160094069,-4.4353144984030255,23
-3.6598292127426713,-3.829814196693997,-3.9027734916168635,-4.001745783090373,-3.739081631481895,-3.9044424644411393,-3.6628602117274154,-4.2975061998191055,-3.5680868662379845,-4.122445312098447,-3.799864318909326,-4.6267822215750884,24
-3.6759424829232974,-3.8095798623090253,-3.9181647698212343,-4.031134064057485,-3.7237598065889195,-3.8939468434840556,-3.652088676923292,-4.462608099729897,-3.6073438588781652,-4.119790537999135,-3.7754009623259295,-4.835144155615273,25
-3.692055753103924,-3.789345527924054,-3.933556048025605,-4.060522345024599,-3.708437981695944,-3.8834512225269724,-3.641317142119169,-4.627709999640688,-3.646600851518346,-4.1171357638998245,-3.750937605742533,-5.043506089655459,26
-3.7068625419185546,-3.7707518152459727,-3.947699384753946,-4.087527792399785,-3.694358466929426,-3.8738065978637066,-3.6314189750018664,-4.779425259018171,-3.682674844755269,-4.114696241754513,-3.728457764557791,-5.234973812827521,27
-3.7190563680011905,-3.75543934598167,-3.959346838530226,-4.109767572591114,-3.6827635724158223,-3.8658639657880753,-3.6232675432582053,-4.90436723732904,-3.712382839185676,-4.112687223517196,-3.7099449541703557,-5.392653114263336,28
-3.7273307499858364,-3.7450487418380365,-3.967250467878417,-4.124858852006659,-3.674895608281592,-3.8604743225938978,-3.617736214575007,-4.989149294039986,-3.7325418354063093,-4.111323961141875,-3.697382689978882,-5.4996497830947835,29
-3.7303792065064956,-3.7412206245219606,-3.970162331322487,-4.1304187970544906,-3.671996884653191,-3.85848866457499,-3.6156983566390917,-5.0203847886177035,-3.739968834013911,-4.110821706582546,-3.6927544873820235,-5.539069608453737,30
-3.720869989107318,-3.729245699457012,-3.982427274945489,-4.1252742531426465,-3.6705818014759317,-3.91366382356179,-3.6180849187930333,-4.991468558923256,-3.733203133290308,-4.129455296046344,-3.708000390678129,-5.4832871105313465,31
-3.6950592561666915,-3.696742331423579,-4.015717836207923,-4.111310491096212,-3.666740861423369,-4.063424969383104,-3.6245627303537318,-4.912981649752616,-3.7148390884691014,-4.180032181733794,-3.74938212819613,-5.331877473313431,32
-3.6570223865699787,-3.648842631163784,-4.064777610699931,-4.090732315448835,-3.6610805287143293,-4.284125605330304,-3.634108978969498,-4.7973167309748295,-3.6877762855746905,-4.254566539588985,-3.810365741380552,-5.108747481623871,33
-3.610834759202543,-3.5906787094197474,-4.124350194011655,-4.065744530734165,-3.6542072675676396,-4.552119234694761,-3.645700852288643,-4.6568664724589475,-3.6549143106314785,-4.345072545556002,-3.8844172716759235,-4.837803920286549,34
-3.5605717529497447,-3.5273826769335894,-4.189179181733237,-4.038551941485846,-3.6467275422021235,-4.843759360767844,-3.658315537959477,-4.504023544074015,-3.619152749663865,-4.443564375578932,-3.9650027605267666,-4.542953574125346,35
-3.5103087466969463,-3.464086644447432,-4.254008169454819,-4.011359352237526,-3.639247816836607,-5.13539948684093,-3.670930223630311,-4.351180615689083,-3.583391188696251,-4.542056205601862,-4.0455882493776105,-4.248103227964142,36
-3.4641211193295103,-3.405922722703395,-4.313580752766542,-3.9863715675228546,-3.632374555689917,-5.403393116205387,-3.682522096949455,-4.210730357173201,-3.550529213753039,-4.632562211568879,-4.119639779672981,-3.97715966662682,37
