C1,C2,C3,C4,C5,C6,C7,C8,time
-6.2764456850626935,-5.705442374565793,-2.8669602003129153,-5.0795028288674855,-6.14818976056367,-6.247661553560969,-5.971506268165094,-3.5100437969602325,10
-6.2464882146176315,-5.620247729927093,-2.885047385718118,-4.991913935305682,-5.943515998060886,-6.0698049382840935,-5.91849459546681,-3.4836199397859384,11
-6.2186870206659615,-5.540170339118754,-2.907628172400693,-4.909432403302507,-5.7519670498187,-5.903991932185616,-5.8671706169373525,-3.4587315706688733,12
-6.193042103207681,-5.465210202140778,-2.9347025603606403,-4.832058232857959,-5.573542915837111,-5.750222535265536,-5.817534332576722,-3.4353786896090375,13
-6.169553462242793,-5.395367318993165,-2.9662705495979607,-4.759791423972041,-5.408243596116121,-5.608496747523853,-5.769585742384922,-3.413561296606432,14
-6.148221097771295,-5.330641689675919,-3.0023321401126526,-4.692631976644751,-5.256069090655729,-5.47881456896057,-5.7233248463619475,-3.3932793916610557,15
-6.129045009793189,-5.271033314189041,-3.042887331904718,-4.630579890876089,-5.117019399455936,-5.361175999575683,-5.678751644507801,-3.3745329747729085,16
-6.112025198308473,-5.216542192532533,-3.0879361249741555,-4.573635166666057,-4.9910945225167405,-5.255581039369195,-5.635866136822481,-3.357322045941991,17
-6.097161663317147,-5.167168324706398,-3.1374785193209656,-4.521797804014652,-4.878294459838143,-5.1620296883411045,-5.594668323305991,-3.341646605168302,18
-6.084454404819209,-5.1229117107106354,-3.191514514945148,-4.475067802921875,-4.778619211420144,-5.0805219464914115,-5.555158203958328,-3.3275066524518424,19
-6.073903422814663,-5.083772350545248,-3.250044111846704,-4.433445163387728,-4.692068777262743,-5.011057813820116,-5.517335778779492,-3.3149021877926126,20
-6.0676574415210265,-5.053620566542616,-3.324746792639897,-4.398207712246528,-4.618610875868491,-4.959666424476293,-5.479876367859289,-3.3038411853083223,21
-6.066910196614701,-5.0346065377762805,-3.4221111587770965,-4.37006535329512,-4.558227573072139,-4.929697297431646,-5.442044037914281,-3.294328075064367,22
-6.070229205284007,-5.024150049357987,-3.5343508885154593,-4.348166201977292,-4.510940389871985,-4.917131009920131,-5.404721908884594,-3.2863575409822725,23
-6.076181984717263,-5.01967088639948,-3.653679660112143,-4.331658373736828,-4.4767708472663275,-4.917948139175696,-5.368793100710358,-3.2799242669835658,24
