ID,1,2,5,6,7,8,9,10,11,12,13,14,15,16,17,mean,points
789,0,7.064193925340129e-6,3.0999448448274917e-6,9.329970500965769e-7,6.1050921164475874e-6,6.612072984061598e-7,1.0017224489083023e-5,9.771648782513634e-6,3.7542615008764544e-5,1.8785567628617947e-4,8.72534746364027e-5,1.8875191135142555e-4,2.2088809636917344e-4,1.7124875180327888e-4,1.6768651986117335e-4,7.849138241593661e-5,14
945,0,2.5066494573787554e-6,1.335360856233381e-4,2.4934346163831017e-4,1.77752105082724e-4,1.4171876429172026e-4,1.6669688957474056e-4,1.0473986038756802e-4,6.984030586189287e-5,4.0788235523910524e-5,2.6066289592636025e-5,1.3346094742019989e-5,5.45048549482376e-6,3.838334092142458e-6,4.708825830734977e-6,8.145231337099574e-5,14
2006,0,7.519948372136267e-6,3.6245508954906055e-5,5.2481084067932447e-5,6.527752339893959e-5,9.499344853768496e-5,1.1609706330937247e-4,1.142061451456281e-4,1.283626174932023e-4,7.870406009543298e-5,7.07905548936852e-5,5.552928705161888e-5,4.1595810355233956e-5,3.631654564104018e-5,2.0666513368225732e-5,6.562757933464565e-5,14
2050,0,2.278772233980687e-7,2.384572957559609e-7,4.009554822790039e-4,2.3199350042500834e-4,1.7345671461521593e-4,1.7851207743365901e-4,9.649503172732213e-5,1.0158589943548053e-4,5.9458906714432945e-5,4.4175501309625264e-5,2.5262250761680693e-5,1.004036801678061e-5,1.8896413992085947e-5,8.109644486265794e-6,9.638629469397965e-5,14
2695,0,7.747825595534336e-6,1.6692010702917263e-6,3.4987389378621632e-6,1.8784898819838732e-6,7.2732802824677576e-6,1.7722781788377658e-5,1.984866158948082e-5,5.879836027107976e-5,2.6684697747685125e-4,9.082044058065815e-5,1.9232675815732377e-4,2.5932836249056206e-4,2.270522243736577e-4,1.6193128829027504e-4,9.405309934188615e-5,14
3118,0,7.747825595534336e-6,4.5569189218964127e-4,7.19807224149509e-4,5.229246208972607e-4,4.1788301259269297e-4,4.2997009730064053e-4,2.6688815737240364e-4,1.9461429103808091e-4,1.1633264357171663e-4,8.450965467928312e-5,4.623468535628353e-5,3.270291296894256e-5,1.3581797556811773e-5,2.8776157854491525e-6,2.3655474507530358e-4,14
3796,0,7.975702818932405e-6,1.4545895041113614e-5,1.1312589232420995e-4,1.5474060402842154e-4,1.1527047235547385e-4,8.244946310245258e-5,9.283066343387953e-5,5.797021435176878e-5,3.619237800008962e-5,2.963325553689148e-5,1.7159264668311413e-5,1.635145648447128e-5,4.1335905607688e-6,1.8312100452858243e-6,5.3157861625147904e-5,14
4529,0,8.203580042330472e-6,1.2161322083554005e-5,1.1195964601158923e-5,8.45320446892743e-6,4.187646223239012e-6,9.760372579106535e-6,2.4734485980737637e-5,3.00893017349657e-5,9.27788737621345e-5,4.829123124530464e-5,1.1630168275188847e-4,3.4854420401109833e-4,2.105178621305825e-4,1.4571199931774347e-4,7.649512363805512e-5,14
4721,0,8.203580042330472e-6,3.1237905744030876e-5,3.3354644540952626e-5,1.972414376083067e-5,1.873420678817453e-5,1.8236485608330633e-5,2.87042182986338e-5,6.266304122786435e-5,2.0681358857194067e-4,1.0865527030193544e-4,2.0519620665855734e-4,2.0166796330847912e-4,2.3295735374618455e-4,1.548680495441726e-4,9.507261843874412e-5,14
