C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,time
-4.105057111068948,-4.129094209882078,-4.326951459068393,-3.8600211259265986,-4.296061618639056,-3.791775216138554,-3.872002683086037,-3.778761936900041,-3.8605712965237684,-3.9734251037057526,-4.335506557363637,-3.8743472480123025,-6.484079682647593,10
-4.112667060847121,-4.1458205748911565,-4.33965002877041,-3.8607201401261193,-4.338780591265813,-3.807005903464218,-3.8784605189990464,-3.789322175730741,-3.860153402124861,-3.980200684240058,-4.297415882502679,-3.8752145254511077,-6.324943122922963,11
-4.1231307417921075,-4.168819326778638,-4.357110562110683,-3.8616812846504605,-4.397519178627605,-3.8279480985370062,-3.887340043379435,-3.803842504122953,-3.859578797326369,-3.989517107474727,-4.245041204568864,-3.8764070319294643,-6.106130353301596,12
-4.135734721112204,-4.196522368824923,-4.378142568179648,-3.862839026918416,-4.468272477040672,-3.8531739244201373,-3.898035834110357,-3.8213328996862987,-3.8588866597281863,-4.000739162734669,-4.181953524330403,-3.877843460187485,-5.842560426257676,13
-4.1497655660157085,-4.227361604310411,-4.401555556067742,-3.864127834348782,-4.547035582821255,-3.8812555041768304,-3.9099424690749682,-3.8408033400304014,-3.8581161669302118,-4.013231639344793,-4.111723842555512,-3.8794425029652815,-5.5491523942653895,14
-4.164509843710918,-4.259768936515499,-4.4261590348654,-3.8654821743603534,-4.629803592285597,-3.9107649608703046,-3.9224545261564243,-3.8612638027648813,-3.857306496532341,-4.0263593266300095,-4.037923160012408,-3.8811228530029664,-5.240825309798918,15
-4.179254121406126,-4.292176268720588,-4.450762513663057,-3.866836514371924,-4.712571601749939,-3.9402744175637787,-3.9349665832378804,-3.881724265499362,-3.856496826134471,-4.039487013915225,-3.964122477469303,-3.882803203040651,-4.932498225332446,16
-4.193284966309632,-4.323015504206077,-4.4741755015511515,-3.868125321802291,-4.791334707530523,-3.9683559973204727,-3.9468732182024917,-3.9011947058434644,-3.8557263333364977,-4.05197949052535,-3.893892795694413,-3.8844022458184475,-4.6390901933401585,17
-4.205888945629728,-4.350718546252361,-4.4952075076201155,-3.869283064070247,-4.86208800594359,-3.9935818232036033,-3.9575690089334143,-3.918685101406811,-3.8550341957383187,-4.063201545785292,-3.830805115455953,-3.885838674076468,-4.37552026629624,18
-4.216352626574714,-4.373717298139843,-4.512668040960389,-3.8702442085945874,-4.920826593305381,-4.014524018276392,-3.966448533313802,-3.9332054297990227,-3.85445959093983,-4.072517969019961,-3.7784304375221365,-3.887031180554825,-4.156707496674873,19
-4.223962576352887,-4.390443663148921,-4.525366610662406,-3.870943222794108,-4.9635455659321375,-4.0297547056020555,-3.972906369226812,-3.943765668629722,-3.8540416965409277,-4.079293549554266,-3.740339762661179,-3.88789845799363,-3.9975709369502423,20
-4.23096599392419,-4.403341807023156,-4.535310533743602,-3.871133576629998,-4.989161028275074,-4.039257010968102,-3.977041370824809,-3.9510527826939774,-3.852948325821216,-4.084208955097555,-3.713137205684017,-3.8884240300372475,-3.880499501046161,21
-4.239961405249788,-4.415886921574069,-4.5452708401063635,-3.870645308717487,-4.999926066379551,-4.044173142910174,-3.979434194153604,-3.9564875996611177,-3.8503960134517135,-4.088396293246757,-3.690846134110711,-3.888662649796886,-3.777471502391777,22
-4.250762368039801,-4.428057449184,-4.555202608168553,-3.869527739456431,-4.996841248953029,-4.044813848613686,-3.9802021199365187,-3.9601808914521612,-3.846497019119443,-4.091897513158149,-3.6731664277731633,-3.888639854212927,-3.68779009271928,23
-4.263182440004354,-4.439831832235294,-4.565060916348035,-3.8678301892466886,-4.980907144702969,-4.041489875264059,-3.979462428896877,-3.962243429988126,-3.8413636025114273,-4.094754563988013,-3.6597979665032754,-3.8883811802257515,-3.61075842376086,24
-4.277035178853571,-4.4511885131102895,-4.574800843062669,-3.8656019784881135,-4.9531243223368335,-4.034511970046712,-3.977332401758,-3.9627859871900277,-3.8351080233146866,-4.097009394892622,-3.6504406301329504,-3.887912164775739,-3.5456796472487064,25
-4.292134142297572,-4.462105934191326,-4.584377466730319,-3.8628924275805625,-4.914493350562081,-4.024190880147059,-3.973929319243208,-3.961919334978884,-3.827842541216242,-4.098703955028257,-3.644794298494088,-3.887258344803269,-3.491856914915008,26
