ID,1,2,5,6,7,8,9,10,11,12,13,14,15,16,17,mean,points
3272,0,5.524663478935839e-6,6.403836609666592e-6,3.840072910184321e-6,2.816571353892051e-6,3.0990410613405116e-6,2.013150367282671e-5,5.105300240555488e-5,4.3443234958934256e-4,7.885537951492703e-4,8.479541851879625e-4,8.01075316572447e-4,8.663208613859507e-4,5.234136908967253e-4,5.592392719680412e-4,3.509898687315815e-4,14
5790,0,6.012133785900767e-6,1.2985557569601699e-5,1.4080267337342512e-5,1.1266285415568204e-6,4.7677554789854025e-6,3.3226753634762532e-6,9.584663286866626e-6,9.804692105159743e-5,1.873049394653849e-4,2.0032645146214332e-4,1.9851299103303805e-4,2.469714923043412e-4,1.1527563430463593e-4,1.6939800241358273e-4,9.05511509570324e-5,14
8232,0,6.4996040928656935e-6,5.336530508055493e-6,3.4133981423860633e-6,4.224857030838077e-6,6.674857670579564e-6,1.13361865342131e-5,2.7971568367794436e-5,2.3401579753998508e-4,4.4859533001959676e-4,5.490993811024363e-4,4.147909323562335e-4,4.758663886486208e-4,1.7593737509133623e-4,3.722238773034458e-4,1.954275774577419e-4,14
8243,0,5.6871535812574815e-6,3.557687005370329e-7,5.546771981377353e-6,8.28071978044263e-5,6.298204987739717e-4,0.0012927161678842317,0.0015973134775623032,0.0014541989232522497,9.339492544092753e-4,0.0010522043321085591,8.57055566905385e-4,6.629591568352581e-4,4.213333597239396e-4,5.928930084475396e-4,6.849171884264508e-4,14
9032,0,6.662094195187335e-6,1.636536022470351e-5,7.253471052570385e-6,6.4781141139517175e-6,5.959694348731754e-6,5.0817387911989754e-6,1.1345111645678863e-5,6.287578103509254e-5,1.5148286979263002e-4,1.6065353071555998e-4,1.1691816121196623e-4,1.2766595896793482e-4,8.44865936636521e-5,1.2874248183432287e-4,6.371221154237008e-5,14
10536,0,7.149564502152263e-6,1.3163441919870216e-5,7.680145820368642e-6,3.9431998954488715e-6,1.2872939793260587e-5,3.0294981255224663e-5,2.3081434037760443e-5,7.879121310960035e-5,3.3761715338635626e-4,3.1498555208138966e-4,2.8279322031657557e-4,3.5995021705472597e-4,1.6530782534623467e-4,2.468693555173946e-4,1.3460716028831162e-4,14
11386,0,7.312054604473905e-6,2.7038421240814495e-5,3.690736741454931e-5,6.956931244113366e-5,6.507986228815075e-5,1.2215718248074462e-4,1.2049290989203757e-4,1.4638267772232484e-4,5.548908831662027e-5,4.882821014964102e-5,5.1642297355108755e-5,1.762468106106003e-5,6.597651565925109e-6,1.6262208231703942e-5,5.652742319744916e-5,14
11662,0,7.474544706795547e-6,1.3519210620407248e-5,2.0053714086518123e-5,8.449714061676153e-6,1.787908304619526e-5,4.2022070773376145e-5,7.648170092173164e-5,4.676386214485008e-4,0.0011432625242618428,0.0012819584995091022,0.0010915115968975788,0.0012969957601344177,7.574470533880132e-4,8.336640358780451e-4,5.041684378381572e-4,14
14541,0,8.28699521840376e-6,5.870183558861042e-6,3.6267355262851925e-6,1.9152685206465947e-5,9.535510957970805e-6,5.277190283168167e-6,3.794744240106378e-5,1.3754077101426495e-4,2.4115510956168303e-4,2.2190677648363643e-4,1.5492689206532626e-4,2.1985659836424882e-4,2.1808903787363555e-4,1.639772663363481e-4,1.0336779963224013e-4,14
