C1,C2,time
-3.987728176070248,-4.103837647236086,10
-3.988982517376383,-4.103284101077404,11
-3.992387158064464,-4.101781618646696,12
-3.9974045232890036,-4.099567434011968,13
-4.003497038204517,-4.096878781241228,14
-4.010127127965516,-4.093952894402481,15
-4.016757217726516,-4.091027007563734,16
-4.02284973264203,-4.088338354792994,17
-4.02786709786657,-4.086124170158267,18
-4.031271738554651,-4.084621687727559,19
-4.032526079860785,-4.084068141568877,20
-4.024490839318297,-4.144105198053019,21
-4.0026809007029716,-4.307062922795691,22
-3.970539938533019,-4.547211148732258,23
-3.931511627326647,-4.838819708798093,24
-3.889039641602066,-5.156158435928557,25
-3.846567655877485,-5.473497163059022,26
-3.8075393446711137,-5.765105723124856,27
-3.77539838250116,-6.005253949061423,28
-3.753588443885835,-6.168211673804095,29
-3.7455532033433467,-6.228248730288237,30
-3.81468576218516,-6.2236817489155225,31
-4.002331279041511,-6.211285656618154,32
-4.2788615144087645,-6.193017731127294,33
-4.614648228783288,-6.17083525017411,34
-4.980063182661443,-6.14669549148976,35
-5.345478136539599,-6.122555732805411,36
-5.681264850914122,-6.100373251852227,37
-5.957795086281376,-6.0821053263613685,38
-6.145440603137725,-6.069709234064,39
-6.214573161979539,-6.065142252691285,40
-6.207141741339618,-6.074865030543484,41
-6.186970742459835,-6.101255427570881,42
-6.157245059900152,-6.140146538979677,43
-6.121149588220541,-6.187371459976075,44
-6.081869221980963,-6.23876328576627,45
-6.042588855741384,-6.290155111556465,46
-6.006493384061771,-6.337380032552861,47
-5.976767701502089,-6.376271143961658,48
-5.956596702622306,-6.402661540989055,49
-5.949165281982386,-6.412384318841254,50
-5.931496666119535,-6.371984630804694,51
-5.883538994491794,-6.262328334705462,52
-5.81286453104039,-6.100729582559224,53
-5.7270455397065385,-5.904502526381648,54
-5.633654284431467,-5.690961318188405,55
-5.540263029156394,-5.477420109995162,56
-5.454444037822545,-5.281193053817588,57
-5.383769574371138,-5.1195943016713485,58
-5.335811902743399,-5.009938005572116,59
-5.318143286880548,-4.969538317535557,60
-5.317025337792312,-4.944083058701752,61
-5.31399090455281,-4.874990213295709,62
-5.309519108199861,-4.773169177960486,63
-5.3040890697712815,-4.649529349339147,64
-5.298179910304885,-4.514980124074747,65
-5.2922707508384885,-4.3804308988103475,66
-5.286840712409909,-4.256791070189007,67
-5.28236891605696,-4.154970034853785,68
-5.279334482817458,-4.085877189447743,69
-5.278216533729221,-4.060421930613938,70
-5.274679410924865,-4.071924274470479,71
-5.2645559215192925,-4.104844775852994,72
-5.248577884023749,-4.15680363948082,73
-5.227477116949483,-4.225421070073291,74
-5.201985438807741,-4.308317272349744,75
-5.172834668109766,-4.403112451029518,76
-5.140756623366807,-4.507426810831944,77
-5.1064831230901095,-4.618880556476364,78
-5.07074598579092,-4.7350938926821105,79
-5.034277029980483,-4.85368702416852,80
-4.997808074170045,-4.972280155654931,81
-4.962070936870857,-5.088493491860676,82
-4.927797436594159,-5.1999472375050955,83
-4.8957193918512,-5.304261597307524,84
-4.866568621153226,-5.399056775987296,85
-4.841076943011483,-5.481952978263751,86
-4.819976175937217,-5.5505704088562196,87
-4.803998138441675,-5.6025292724840465,88
-4.793874649036102,-5.6354497738665605,89
-4.790337526231745,-5.646952117723102,90
