C1,C2,C3,C4,C5,time
-6.957500274846926,-6.7689382644129115,-7.000000000000002,-7.000000000000003,-6.716159402888645,10
-6.8037517114501025,-6.619028976482911,-6.810503813900029,-6.802116908374824,-6.524574930232169,11
-6.5923474367794705,-6.412903705579159,-6.54994655801257,-6.530027657390205,-6.261146280329515,12
-6.337701378653479,-6.164616447445093,-6.236093499784488,-6.202283786886003,-5.943834497492229,13
-6.054227464890587,-5.888221197824154,-5.886709906662666,-5.837436836702083,-5.590600626031854,14
-5.756339623309241,-5.597771952459775,-5.519561046093969,-5.454038346678301,-5.219405710259935,15
-5.458451781727895,-5.3073227070953966,-5.152412185525273,-5.070639856654518,-4.848210794488016,16
-5.1749778679650005,-5.030927457474457,-4.803028592403449,-4.705792906470596,-4.494976923027641,17
-4.920331809839011,-4.782640199340392,-4.489175534175371,-4.378049035966396,-4.1776651401903555,18
-4.708927535168378,-4.576514928436641,-4.228618278287909,-4.105959784981777,-3.9142364902877027,19
-4.555178971771552,-4.426605640506639,-4.039122092187937,-3.9080766933565982,-3.7226520176312263,20
-4.4427416190325815,-4.317074915408897,-3.900827808939622,-3.763377025701226,-3.5826477205784846,21
-4.34514686491374,-4.222176339346902,-3.7813667008671246,-3.6378070218883245,-3.4613326137252898,22
-4.261622470100818,-4.141100417581565,-3.6797396943073113,-3.530371684651208,-3.3577272657405683,23
-4.191396195279605,-4.073037655373794,-3.594947715597046,-3.4400760167231894,-3.270852245293249,24
-4.133695801135894,-4.017178557984498,-3.525991691073195,-3.365925020837584,-3.1997281210522592,25
-4.087749048355472,-3.972713630674586,-3.4718725470726186,-3.3069236997277027,-3.1433754616865253,26
-4.052783697624135,-3.938833378704967,-3.4315912099321872,-3.2620770561268615,-3.1008148358649765,27
-4.02802750962767,-3.914728307336551,-3.4041486059887625,-3.230390092768372,-3.07106681225654,28
-4.0127082450518685,-3.8995889218302455,-3.3885456615792102,-3.2108678123855485,-3.053151959530142,29
-4.006053664582522,-3.89260572744696,-3.383783303040394,-3.2025152177117047,-3.046090846354711,30
-4.00729152890542,-3.892969229447605,-3.38886245670918,-3.2043373114801543,-3.0489040413991746,31
-4.0156495987063545,-3.899869933093086,-3.402784048922432,-3.21533909642421,-3.0606121133324606,32
-4.030355634671117,-3.9124983436443177,-3.424549006017015,-3.2345255752771873,-3.080235630823497,33
-4.050637397485495,-3.9300449663622032,-3.4531582543297943,-3.260901750772397,-3.10679516254121,34
-4.075722647835281,-3.9517003065076537,-3.487612720197635,-3.293472625643155,-3.139311277154527,35
-4.104839146406269,-3.9766548693415795,-3.5269133299573996,-3.3312432026227734,-3.1768045433323766,36
-4.137214653884245,-4.0040991601248885,-3.5700610099459564,-3.3732184844445667,-3.218295529743687,37
-4.172076930955002,-4.03322368411849,-3.616056686500167,-3.418403473841848,-3.2628048050573835,38
-4.20865373830433,-4.063218946583293,-3.6639012859568973,-3.4658031735479304,-3.309352937942396,39
-4.24617283661802,-4.0932754527802055,-3.712595734653013,-3.514422586296128,-3.35696049706765,40
-4.283861986581863,-4.122583707970138,-3.761140958925377,-3.5632667148197537,-3.4046480511020745,41
-4.32094894888165,-4.150334217414,-3.8085378851108582,-3.6113405618521233,-3.4514361687145976,42
-4.356661484203172,-4.175717486372697,-3.8537874395463154,-3.657649130126547,-3.496345418574145,43
-4.390227353232218,-4.197924020107142,-3.8958905485686177,-3.7011974223763406,-3.5383963693496447,44
-4.420874316654581,-4.216144323878243,-3.933848138514629,-3.740990441334817,-3.576609589710025,45
-4.44783013515605,-4.229568902946907,-3.966661135721212,-3.77603318973529,-3.610005648324213,46
-4.470322569422416,-4.237388262574046,-3.993330466525234,-3.8053306703110725,-3.637605113861136,47
-4.48757938013947,-4.238792908020566,-4.012857057263559,-3.8278878857954792,-3.6584285549897224,48
-4.498828327993004,-4.2329733445473785,-4.0242418342730515,-3.8427098389218224,-3.6714965403788993,49
-4.503297173668808,-4.219120077415392,-4.026485723890577,-3.848801532423417,-3.6758296386975937,50
-4.504422466299425,-4.194268345174106,-4.02284210116359,-3.850712542592528,-3.675335312109737,51
-4.506057015449005,-4.15816984359735,-4.017549539684245,-3.8534883894805048,-3.6746172756792026,52
-4.508052972450754,-4.114089763782516,-4.011086763606451,-3.8568779914592923,-3.6737404774248326,53
-4.510262488637874,-4.065293296827001,-4.003932497084119,-3.8606302669008308,-3.6727698653654692,54
-4.51253771534357,-4.015045633828199,-3.9965654642711597,-3.8644941341770607,-3.671770387519953,55
-4.514730803901047,-3.966611965883505,-3.9894643893214847,-3.8682185116599257,-3.670806991907128,56
-4.516693905643506,-3.9232574840903154,-3.983107996389004,-3.8715523177213664,-3.6699446265458358,57
-4.518279171904154,-3.888247379546023,-3.977975009627628,-3.874244470733325,-3.6692482394549164,58
-4.519338754016192,-3.8648468433480248,-3.974544153191268,-3.876043889067743,-3.668782778653215,59
-4.519724803312827,-3.8563210665937153,-3.9732941512338344,-3.8766994910965615,-3.668613192159572,60
-4.5207297145053085,-3.8514811811865397,-3.9755912296880767,-3.880351844515074,-3.6698067316580776,61
-4.523457330599186,-3.838344349367062,-3.9818261569210187,-3.890265375222464,-3.6730463388683066,62
-4.527476975369111,-3.8189848077383584,-3.9910144707379867,-3.904874788896513,-3.6778204968623287,63
-4.532357972589735,-3.795476792903505,-4.002171708944305,-3.922614791215002,-3.683617688712213,64
-4.537669646035708,-3.7698945414655753,-4.014313409345299,-3.941920087855709,-3.6899263974900274,65
-4.54298131948168,-3.744312290027646,-4.0264551097462915,-3.961225384496417,-3.6962351062678422,66
-4.547862316702304,-3.720804275192792,-4.03761234795261,-3.9789653868149055,-3.702032298117726,67
-4.551881961472229,-3.701444733564088,-4.046800661769577,-3.9935748004889544,-3.706806456111748,68
-4.554609577566106,-3.6883079017446114,-4.05303558900252,-4.003488331196345,-3.710046063321977,69
-4.555614488758588,-3.6834680163374354,-4.055332667456762,-4.007140684614857,-3.711239602820483,70
-4.554539155451238,-3.678865169472359,-4.056535207473064,-4.004414194248208,-3.7123367408566565,71
-4.551620393617002,-3.6663717279814367,-4.0597992446601685,-3.997013720395876,-3.7153146869548404,72
-4.547319060387601,-3.6479603405211303,-4.064609404725377,-3.986107758929281,-3.719703239099533,73
-4.542096012894758,-3.625603655747902,-4.070450313375987,-3.972864805719845,-3.725032195275232,74
-4.536412108270193,-3.6012743223182118,-4.0768065963192965,-3.9584533566389877,-3.7308313534664324,75
-4.530728203645628,-3.5769449888885214,-4.083162879262607,-3.9440419075581303,-3.7366305116576335,76
-4.525505156152786,-3.554588304115293,-4.089003787913216,-3.9307989543486936,-3.7419594678333326,77
-4.521203822923384,-3.536176916654987,-4.093813947978424,-3.919892992882099,-3.746348019978025,78
-4.518285061089149,-3.5236834751640647,-4.097077985165529,-3.912492519029767,-3.7493259660762095,79
-4.517209727781799,-3.519080628298988,-4.098280525181831,-3.9097660286631184,-3.7504231041123823,80
-4.515973007967784,-3.513827795904608,-4.101360317458701,-3.9123591165154528,-3.75154534099526,81
-4.512616197044028,-3.499570107977006,-4.1097197536387755,-3.9193974978289328,-3.754591412534501,82
-4.507669317787966,-3.478558778399485,-4.1220389227462535,-3.929769849238271,-3.7590803600660134,83
-4.501662392977035,-3.4530450210553543,-4.1369979138053345,-3.9423648473781823,-3.7645312249257072,84
-4.495125445388668,-3.4252800498279177,-4.153276815840217,-3.956071168883379,-3.770463048449492,85
-4.4885884978003014,-3.39751507860048,-4.169555717875099,-3.969777490388576,-3.7763948719732765,86
-4.482581572989369,-3.3720013212563495,-4.184514708934179,-3.982372488528487,-3.7818457368329694,87
-4.477634693733308,-3.3509899916788295,-4.196833878041658,-3.992744839937825,-3.7863346843644825,88
-4.474277882809552,-3.336732303751227,-4.205193314221733,-3.999783221251305,-3.789380755903723,89
-4.473041162995537,-3.331479471356847,-4.208273106498602,-4.0023763091036395,-3.790502992786601,90
-4.469192949741993,-3.3315367310531196,-4.210200832603225,-4.007514148541739,-3.7958174266811944,91
-4.458747799482372,-3.3316921502287173,-4.215433232030061,-4.021459712730867,-3.8102423186808045,92
-4.443354946468192,-3.3319211890138076,-4.223144136448554,-4.042011070483266,-3.8315000542591773,93
-4.424663624950976,-3.3321993075385614,-4.2325073775281545,-4.0669662906111785,-3.8573130188900597,94
-4.40432306918224,-3.3325019659331456,-4.242696786938307,-4.094123441926849,-3.885403598047195,95
-4.383982513413503,-3.3328046243277294,-4.252886196348459,-4.121280593242519,-3.9134941772043303,96
-4.3652911918962864,-3.3330827428524827,-4.26224943742806,-4.146235813370431,-3.9393071418352124,97
-4.349898338882108,-3.3333117816375735,-4.269960341846553,-4.166787171122829,-3.960564877413585,98
-4.339453188622486,-3.333467200813171,-4.275192741273389,-4.180732735311958,-3.9749897694131953,99
-4.335604975368942,-3.3335244605094436,-4.277120467378012,-4.185870574750057,-3.9803042033077887,100
-4.317910091674921,-3.33657684863042,-4.268419426603843,-4.180492513329341,-3.985416532317649,101
-4.269881121648292,-3.344861902101643,-4.244802315931097,-4.165894918044538,-3.9992928539158417,102
-4.199101586872208,-3.3570714545855487,-4.2099981528344195,-4.144382672361671,-4.019742169955283,103
-4.113155008929822,-3.3718973397445784,-4.167735954788456,-4.1182606597467615,-4.044573482288891,104
-4.019624909404283,-3.388031391241169,-4.121744739267847,-4.08983376366583,-4.071595792769582,105
