C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,time
-4.125877694896188,-4.129164901720542,-4.098687823140853,-4.6807040135435924,-6.473078323427788,-4.121004186267095,-4.326951459068395,-4.348941462884511,-4.30769107621604,-3.985089897802003,-4.166363070956085,-3.866083757498071,10
-4.134265843180687,-4.141129200619256,-4.123795287379562,-4.723712029069808,-6.338564657722564,-4.125411238125038,-4.339650028770412,-4.329690007061829,-4.356081477471474,-3.996091721205662,-4.17145760509609,-3.865703684519344,11
-4.145799547071874,-4.157580111604987,-4.158318050707786,-4.7828480504183535,-6.153608367377881,-4.131470934429707,-4.357110562110685,-4.303219255305642,-4.422618279197694,-4.011219228385695,-4.178462589538596,-3.8651810841735967,12
-4.159692417668077,-4.17739598165598,-4.199902288353148,-4.854080076133648,-5.930820108553603,-4.138770114069422,-4.3781425681796495,-4.2713340315993245,-4.502764881277006,-4.029440998398005,-4.18690041170798,-3.8645515883025845,13
-4.175158066067624,-4.199455157750483,-4.246194175543267,-4.933376104760107,-5.682810537409597,-4.146895615932502,-4.401555556067743,-4.235839159926255,-4.59198468359171,-4.049725610298503,-4.196293459028614,-3.8638508287480624,14
-4.191410103368842,-4.222635986866741,-4.294839887505765,-5.016704134842149,-5.4221903101057265,-4.155434278907264,-4.4261590348654,-4.198539464269808,-4.685741086024113,-4.071041643143094,-4.206164118924875,-3.8631144373517845,15
-4.20766214067006,-4.245816815982998,-4.343485599468264,-5.100032164924191,-5.161570082801854,-4.163972941882026,-4.450762513663057,-4.1612397686133615,-4.779497488456515,-4.092357675987683,-4.216034778821133,-3.8623780459555066,16
-4.223127789069607,-4.2678759920775,-4.389777486658383,-5.17932819355065,-4.913560511657847,-4.1720984437451065,-4.4741755015511515,-4.125744896940291,-4.8687172907712215,-4.112642287888181,-4.225427826141768,-3.8616772864009827,17
-4.237020659665809,-4.2876918621284945,-4.431361724303744,-5.250560219265944,-4.690772252833571,-4.179397623384823,-4.4952075076201155,-4.0938596732339745,-4.948863892850533,-4.130864057900492,-4.233865648311151,-3.8610477905299683,18
-4.2485543635569964,-4.304142773114226,-4.4658844876319685,-5.309696240614491,-4.505815962488888,-4.18545731968949,-4.5126680409603885,-4.067388921477787,-5.015400694576754,-4.145991565080523,-4.240870632753658,-3.860525190184218,19
-4.256942511841496,-4.316107072012939,-4.490991951870678,-5.352704256140705,-4.371302296783664,-4.189864371547433,-4.525366610662405,-4.048137465655104,-5.063791095832187,-4.156993388484183,-4.245965166893663,-3.8601451172054873,20
-4.264185429696312,-4.325200395313419,-4.509320631336326,-5.378773493297065,-4.2702528228204955,-4.194224423114409,-4.535310533743601,-4.032580754080318,-5.0933832738457925,-4.164393350122699,-4.248882531758169,-3.8591215340086626,21
-4.272720822211434,-4.333789902504548,-4.52513949849603,-5.390361960830619,-4.177068170931156,-4.200270653193853,-4.545270840106363,-4.016071113556582,-5.107253680013742,-4.1694999141594105,-4.249771141727683,-3.85671538063924,22
-4.282418370354669,-4.3418812250647205,-4.538543415803397,-5.388340829227647,-4.0914275921192775,-4.207781202645591,-4.555202608168552,-3.998728685800429,-5.106458125469153,-4.172458622878384,-4.248776084256842,-3.8530327553848864,23
-4.293147755093829,-4.349479994472333,-4.549627245712041,-5.373581268974428,-4.013010337388493,-4.2165342123294485,-4.565060916348034,-3.980673612528388,-5.092052421345143,-4.1734150185636905,-4.246042446800279,-3.8481797565332707,24
-4.304778657396719,-4.356591842205777,-4.558485850675568,-5.346954450557243,-3.9414956577424363,-4.226307823105249,-4.574800843062668,-3.9620260354569865,-5.065092378774832,-4.172514643499398,-4.241715316812629,-3.84226248237206,25
