C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,time
-3.914245726447894,-4.348083811003057,-4.108480949979887,-3.8818848461846773,-3.9133878777202313,-3.959046613357031,-4.133014938688322,-3.8868556135531938,-3.8363840877610413,-3.8674485026081244,-3.941523944275449,-4.12544752887716,-4.1751468213621,-4.12789167889085,-4.0094681693773015,-4.060825040758178,-3.6170607168175746,-4.242882091198993,10
-3.9134123129686813,-4.348409190881665,-4.108679130999027,-3.8812115974860375,-3.9148167226373287,-3.959155059609255,-4.1342093683207155,-3.885939176864864,-3.837280981680369,-3.8683585562754375,-3.943293648932561,-4.12567254995809,-4.17503859546897,-4.126776712956298,-4.008730376161243,-4.059511196144301,-3.616170535084283,-4.241367931204548,11
-3.911150190667961,-4.349292364837889,-4.109217050908122,-3.879384208161157,-3.9186950159837357,-3.9594494137224343,-4.137451391608639,-3.883451705853683,-3.8397154080328275,-3.870828701943858,-3.9480971330018644,-4.126283321463471,-4.17474483947333,-4.123750376848226,-4.006727794574801,-4.055945046478066,-3.61375432752249,-4.237258068362482,12
-3.9078165367511097,-4.350593884352323,-4.1100097749846825,-3.8766912133665965,-3.9244103956521244,-3.95988319873133,-4.142229110138211,-3.8797859591003627,-3.8433029837101356,-3.874468916613109,-3.9551759516303107,-4.127183405787189,-4.174311935900809,-4.119290513110014,-4.003776621710569,-4.050689668022561,-3.610193600589322,-4.231201428384699,13
-3.9037685284235053,-4.352174300905564,-4.1109723685062205,-3.873421148258916,-3.931350499535168,-3.960409937670704,-4.148030625495549,-3.875334695185618,-3.8476593256040097,-3.878889177282915,-3.963771659964853,-4.128276365323133,-4.173786267277034,-4.113874964285044,-4.000193054661145,-4.044308137040876,-3.6058698607419037,-4.223846936983106,14
-3.899363342890523,-4.353894165978209,-4.1120198967502475,-3.869862547994675,-3.938902965525539,-3.9609831535753166,-4.154344039266769,-3.87049067269016,-3.8524000506061666,-3.883699460952997,-3.9731258131524436,-4.12946576246519,-4.173214216127631,-4.107981572916693,-3.996293290519125,-4.037363529796101,-3.6011646144373604,-4.215843519869608,15
-3.894958157357541,-4.355614031050855,-4.113067424994274,-3.866303947730434,-3.9464554315159104,-3.9615563694799296,-4.160657453037989,-3.8656466501947016,-3.8571407756083236,-3.8885097446230796,-3.9824799663400343,-4.130655159607247,-4.172642164978228,-4.102088181548343,-3.9923935263771044,-4.030418922551327,-3.596459368132817,-4.207840102756111,16
-3.8909101490299367,-4.357194447604097,-4.114030018515812,-3.8630338826227537,-3.953395535398954,-3.9620831084193036,-4.166458968395327,-3.861195386279957,-3.861497117502198,-3.892930005292885,-3.991075674674577,-4.131748119143191,-4.1721164963544535,-4.096672632723372,-3.9888099593276807,-4.024037391569642,-3.5921356282853987,-4.200485611354519,17
-3.887576495113086,-4.3584959671185315,-4.114822742592373,-3.860340887828193,-3.9591109150673427,-3.9625168934282,-4.1712366869249,-3.8575296395266374,-3.865084693179506,-3.8965702199621366,-3.9981544933030237,-4.1326482034669105,-4.171683592781932,-4.092212768985162,-3.9858587864634494,-4.018782013114138,-3.5885749013522306,-4.194428971376737,18
-3.885314372812365,-4.359379141074755,-4.115360662501468,-3.8585134985033127,-3.9629892084137492,-3.962811247541379,-4.174478710212823,-3.8550421685154563,-3.8675191195319654,-3.8990403656305572,-4.0029579773723265,-4.133258974972291,-4.171389836786292,-4.0891864328770895,-3.983856204877006,-4.015215863447902,-3.586158693790438,-4.19031910853467,19
-3.8844809593331524,-4.359704520953363,-4.115558843520607,-3.8578402498046724,-3.9644180533308466,-3.962919693793603,-4.175673139845216,-3.8541257318271263,-3.868416013451292,-3.89995041929787,-4.004727682029438,-4.13348399605322,-4.171281610893162,-4.088071466942536,-3.983118411660948,-4.013902018834026,-3.5852685120571457,-4.188804948540224,20
-3.8889053093963657,-4.411715279305397,-4.156995511509098,-3.85547276943848,-3.9568487292981693,-3.9579676936167396,-4.237478720581048,-3.8521545773888084,-3.8676616959777808,-3.898799860847295,-4.068445712380859,-4.12663038128986,-4.159853754704427,-4.086076011151066,-3.9782014593510984,-4.00727125845048,-3.5854653660944416,-4.180494996943457,21
-3.900914259567944,-4.552887337689486,-4.269466467477858,-3.84904675130167,-3.936303421209473,-3.944526550279538,-4.405236725435447,-3.8468043010562307,-3.8656142628353924,-3.895676916481449,-4.241394651906142,-4.10802771264645,-4.128835287906432,-4.080659774002787,-3.9648554459386496,-3.989273480266571,-3.585999684195672,-4.157939414037944,22
-3.918611659820797,-4.7609303710976185,-4.43521313943182,-3.8395768298368984,-3.906026125078764,-3.924718549572084,-4.6524590483787716,-3.838919683302959,-3.8625969929413473,-3.8910746826791494,-4.496266773311823,-4.080613253593006,-4.083123863151493,-4.072677950836904,-3.945187636699252,-3.9627504387323893,-3.586787100344855,-4.124699607650875,23
-3.940101360127833,-5.01355405452178,-4.636476955375918,-3.8280776394868186,-3.8692608369200454,-3.9006659772844614,-4.952657583381383,-3.829345504602557,-3.8589331652128633,-3.885486255919214,-4.805754349304436,-4.047324267599536,-4.027617133091923,-4.0629857369926174,-3.921305296908555,-3.9305438882980255,-3.5877432485260043,-4.084336985609433,24
-3.9634872104619596,-5.288468062953955,-4.855499343315081,-3.815563814694084,-3.829251552747322,-3.8744911192067537,-5.279344224413633,-3.81892654542859,-3.85494605856716,-3.8794047326804613,-5.142549652590514,-4.011098018136055,-3.967212750380037,-4.052438327809128,-3.8953156918422076,-3.8954955834135703,-3.5887837627231383,-4.040412955740804,25
