C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,time
-5.2898620568955455,-5.371784495501299,-5.592409979298011,-5.164548150262895,-3.647459318695747,-4.91643562269399,-3.558730682856016,-4.2650426225191715,-4.310590905057961,-5.148423947853258,-5.361230624737665,-4.480567161907559,-4.803561699123704,-4.661519212684759,-4.846747914480144,-3.6848413418084873,-4.839012521240711,-4.09008000579997,-5.09981812389499,-4.529414279205567,20
-5.349576886578084,-5.246426268501301,-5.688881401191862,-4.794426670353615,-3.548854739747467,-5.122483095443363,-3.440113601086486,-4.096264876495794,-4.208935058995418,-4.876181219639845,-4.998274084999066,-4.313712691528595,-4.524537277640123,-4.517485888667382,-4.606230007967816,-3.656661618118752,-4.5402259509459,-3.958133389684824,-4.837533089066203,-4.468953229779824,21
-5.402778838399538,-5.135258701977284,-5.771297734630437,-4.462363065951939,-3.4592981477809492,-5.303193218922459,-3.3325976716901033,-3.946041040977738,-4.118991520625558,-4.63067267446566,-4.676255827384451,-4.164747435265136,-4.275172619423843,-4.388321346662515,-4.393082924311488,-3.6311892747584436,-4.273185052417247,-3.839483659223637,-4.605634108471406,-4.415955034796275,22
-5.44946791235991,-5.038281795929251,-5.839658979613737,-4.168357337057868,-3.378789542796196,-5.458565993131275,-3.236182894666867,-3.8143711159650042,-4.040760289948384,-4.411898312330709,-4.395175851893826,-4.033671393117184,-4.055467724474864,-4.274025586670159,-4.207306663511162,-3.608424311727563,-4.037889825654755,-3.7341308144164107,-4.404121182110599,-4.370419694254922,23
-5.489644108459197,-4.9554955503572,-5.89396513614176,-3.9124094836713983,-3.3073289247932034,-5.588601418069812,-3.1508692700167784,-3.7012551014575896,-3.974241366963895,-4.219858133234985,-4.155034158527185,-3.920484565084735,-3.8654225927931853,-4.174598608690311,-4.048901225566835,-3.5883667290261085,-3.8343402706584206,-3.6420748552631435,-4.232994309983779,-4.3323472081557615,24
-5.523307426697401,-4.886899965261132,-5.934216204214509,-3.6945195057925337,-3.244916293771975,-5.6932994937380705,-3.076656797739836,-3.6066929974554984,-3.919434751672092,-4.054552137178492,-3.955830747284531,-3.825186951167791,-3.7050372243788083,-4.090040412722974,-3.9178666104785087,-3.571016526654081,-3.662536387428245,-3.5633157817638357,-4.092253492090949,-4.3017375764987955,25
-5.550457867074522,-4.832495040641046,-5.960412183831979,-3.5146874034212727,-3.191551649732509,-5.772660220136052,-3.01354547783604,-3.530684803958728,-3.8763404440729734,-3.915980324161229,-3.797565618165863,-3.747778551366353,-3.574311619231732,-4.020350998768146,-3.8142028182461822,-3.5563737046114814,-3.522478175964228,-3.497853593918488,-3.981898728432106,-4.278590799284024,26
-5.571095429590558,-4.792280776496945,-5.972553074994175,-3.3729131765576166,-3.147234992674807,-5.826683597263753,-2.9615353103053916,-3.4732305209672782,-3.84495844416654,-3.8041426941831973,-3.6802387711711817,-3.6882593656804206,-3.473245777351956,-3.9655303668258286,-3.7379098488698563,-3.544438262898308,-3.41416563626637,-3.4456882917271,-3.9019300190072532,-4.262906876511447,27
-5.585220114245511,-4.766257172828826,-5.970638877701095,-3.2691968252015653,-3.1119663225988665,-5.855369625121176,-2.9206262951478896,-3.4343301484811506,-3.825288751952792,-3.7190392472443956,-3.603850206300487,-3.646629394109993,-3.4018396987394817,-3.9255785168960213,-3.688987702349531,-3.535210201514562,-3.3375987683346704,-3.406819875189672,-3.8523473638163885,-4.254685808181064,28
-5.592831921039381,-4.75442422963669,-5.954669591952738,-3.2035383493531184,-3.08574563950469,-5.85871830370832,-2.8908184323635355,-3.413983686500345,-3.8173313674317297,-3.660669983344824,-3.568399923553778,-3.622888636655072,-3.3600933833943087,-3.900495448978724,-3.6674363786852067,-3.5286895204602433,-3.2927775721691295,-3.3812483443062034,-3.833150762859513,-4.253927594292875,29
-5.593930849972167,-4.756781946920538,-5.924645217749106,-3.1759377490122764,-3.068572943392276,-5.836729633025186,-2.872111721952327,-3.41219113502486,-3.8210862906033523,-3.6290349024844826,-3.5738879229310565,-3.617037093315655,-3.348006831316437,-3.8902811630739365,-3.6732558778768825,-3.5248762197353516,-3.2797020477697467,-3.3689736990766947,-3.8443402161366262,-4.260632234846881,30
-5.587560620880628,-4.792096221015329,-5.873686624749017,-3.2224332386427927,-3.0662996972357983,-5.772684377056532,-2.8721062627803597,-3.4484722212468237,-3.850194338519395,-3.6482603226370878,-3.661857540830749,-3.6478103357688485,-3.394667072199096,-3.9104932857372514,-3.735162179100846,-3.5276559419867173,-3.3293399511719297,-3.3833149401225024,-3.9177074366476172,-4.284593033086672,31
