C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,time
-3.9333334209808375,-3.6720742536295155,-3.9752816732433733,-3.885635800350358,-4.188699026352063,-3.9128508435581706,-3.8818848461846773,-4.032877578924016,-3.7518759451738433,-3.900427052465007,-3.8596624350949984,-3.955055069672471,-4.088931843428419,-4.141324494407593,-4.125447528877159,-4.306696176778836,-3.9035337195424233,-3.985638315221202,-4.004478364877138,-4.193312086725416,-3.6170607168175737,-4.144851371730862,-4.456876692469677,10
-3.9330714443767474,-3.673254824906795,-3.9757246507025683,-3.8858649055194,-4.18970093525243,-3.9132820332887004,-3.881211597486037,-4.033156077208242,-3.7532444680933668,-3.899531292560451,-3.8605889835381406,-3.956284192421865,-4.0880000098391065,-4.139899707702193,-4.1256725499580895,-4.308616964416741,-3.9030445681155803,-3.9876151346863615,-4.006297563457294,-4.205287013217307,-3.616170535084282,-4.143445073864415,-4.452605684417904,11
-3.932360365022787,-3.676459232659411,-3.9769270180918115,-3.8864867624068,-4.19242040226771,-3.9144524054144245,-3.879384208161157,-4.033912001122573,-3.756959030303503,-3.897099944248085,-3.8631039007409553,-3.9596203827416474,-4.085470747239544,-4.136032429501821,-4.12628332146347,-4.313830530862485,-3.901716871385578,-3.9929807875203664,-4.011235388174862,-4.237790385123867,-3.6137543275224897,-4.139627979655489,-4.4410129482773755,12
-3.931312458606425,-3.681181517768529,-3.978698927928591,-3.887403183082967,-4.1964280378691745,-3.9161771643365433,-3.876691213366596,-4.035025994259478,-3.762433121981598,-3.8935169046298608,-3.866810094513524,-3.9645368737392213,-4.081743412882291,-4.130333282680219,-4.127183405787188,-4.321513681414107,-3.899760265678205,-4.000888065381004,-4.018512182495487,-4.28569009109143,-3.610193600589321,-4.134002788189702,-4.42392891607028,13
-3.9300400008151284,-3.686915721115316,-3.9808505327303942,-3.8885159796183144,-4.201294452528096,-3.9182715144562597,-3.873421148258915,-4.036378700211436,-3.769080233304998,-3.8891660708077316,-3.871310472665929,-3.97050689852199,-4.077217364019916,-4.123412890111132,-4.128276365323133,-4.330843221369648,-3.8973843873192533,-4.010489759926066,-4.027348289884818,-4.343854019766328,-3.605869860741903,-4.127172198552675,-4.4031840198188075,14
-3.9286552673363637,-3.6931558835809364,-3.9831919850147104,-3.88972696408325,-4.206590256715746,-3.9205506601747744,-3.8698625479946744,-4.037850762570919,-3.7763138544510526,-3.8844313398836494,-3.876207943008252,-3.977003690197356,-4.0722919579049766,-4.115881874668302,-4.129465762465189,-4.3409959560271485,-3.894798872634511,-4.020938662813338,-4.036964053808502,-4.407150059794893,-3.6011646144373595,-4.119738909830028,-4.380608691545147,15
-3.9272705338575995,-3.6993960460465565,-3.9855334372990256,-3.890937948548186,-4.211886060903396,-3.922829805893289,-3.866303947730433,-4.0393228249304025,-3.783547475597106,-3.8796966089595672,-3.881105413350575,-3.9835004818727224,-4.0673665517900375,-4.108350859225472,-4.1306551596072465,-4.351148690684649,-3.8922133579497693,-4.0313875657006095,-4.0465798177321854,-4.470446099823459,-3.596459368132816,-4.112305621107381,-4.358033363271486,16
-3.9259980760663034,-3.705130249393343,-3.98768504210083,-3.8920507450835324,-4.216752475562317,-3.9249241560130055,-3.863033882622753,-4.0406755308823605,-3.790194586920508,-3.8753457751374385,-3.8856057915029805,-3.989470506655491,-4.062840502927662,-4.101430466656385,-4.131748119143191,-4.36047823064019,-3.8898374795908173,-4.040989260245671,-4.055415925121516,-4.528610028498357,-3.5921356282853987,-4.105475031470354,-4.337288467020013,17
-3.924950169649941,-3.7098525345024616,-3.9894569519376093,-3.8929671657597007,-4.2207601111637825,-3.926648914935125,-3.8603408878281926,-4.041789524019267,-3.795668678598603,-3.8717627355192143,-3.8893119852755493,-3.994386997653066,-4.059113168570411,-4.095731319834784,-4.1326482034669105,-4.368161381191813,-3.887880873883445,-4.04889653810631,-4.062692719442142,-4.57650973446592,-3.5885749013522306,-4.099849840004567,-4.3202044348129185,18
-3.924239090295981,-3.7130569422550774,-3.990659319326852,-3.8935890226470997,-4.223479578179062,-3.9278192870608484,-3.858513498503312,-4.042545447933596,-3.7993832408087385,-3.8693313872068478,-3.8918269024783636,-3.997723187972848,-4.056583905970847,-4.091864041634412,-4.133258974972291,-4.373374947637556,-3.886553177153442,-4.054262190940314,-4.067630544159709,-4.60901310637248,-3.586158693790438,-4.0960327457956405,-4.308611698672389,19
