C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,time
-5.910395962748248,-3.988148853828491,-5.255860195120393,-5.596565180311678,-4.704843969269608,-4.2821754693472185,-4.3669914089049895,-4.426619834622608,-4.966958296834274,-3.316353915869548,-3.6587903881171524,-5.2972851567086385,-3.8317698141079584,-3.7154530569796007,10
-5.906779084331697,-3.9947290785906335,-5.2337760598529,-5.565408091296443,-4.737284527208944,-4.254769677086963,-4.36206986946632,-4.405234807965085,-4.953215180667453,-3.3153397623353626,-3.659423547370372,-5.32391787882143,-3.8187974365633317,-3.7321986388663624,11
-5.90348131047069,-3.997096676592352,-5.21360465084054,-5.5376435535419315,-4.768312221676284,-4.230058938364814,-4.359217305436331,-4.386164852622522,-4.94002523500237,-3.31463017062275,-3.6600992902248235,-5.346525391876795,-3.8070189072176235,-3.747623362460923,12
-5.900502641165228,-3.995251647833647,-5.19534596808331,-5.513271567048141,-4.797927052671629,-4.208043253180772,-4.358433716815021,-4.369409968594916,-4.927388459839026,-3.3142251407317103,-3.660817616680505,-5.365107695874735,-3.7964342260708324,-3.7617272277632834,13
-5.89784307641531,-3.989193992314518,-5.179000011581214,-5.4922921318150735,-4.826129020194978,-4.188722621534836,-4.3597191036023935,-4.3549701558822695,-4.91530485517742,-3.3141246726622438,-3.6615785267374177,-5.37966479081525,-3.78704339312296,-3.7745102347734436,14
-5.895502616220934,-3.978923710034965,-5.164566781334253,-5.474705247842728,-4.852918124246332,-4.172097043427008,-4.363073465798446,-4.342845414484581,-4.903774421017553,-3.3143287664143504,-3.662382020395562,-5.39019667669834,-3.778846408374006,-3.7859723834914027,15
-5.893481260582104,-3.9644408009949887,-5.152046277342428,-5.460510915131104,-4.87829436482569,-4.158166518857285,-4.36849680340318,-4.333035744401851,-4.892797157359424,-3.3148374219880306,-3.6632280976549367,-5.396703353524004,-3.77184327182397,-3.7961136739171613,16
-5.891779009498818,-3.945745265194588,-5.141438499605742,-5.449709133680202,-4.9022577419330515,-4.146931047825669,-4.375989116416593,-4.325541145634078,-4.8823730642030325,-3.3156506393832834,-3.6641167585155427,-5.399184821292244,-3.7660339834728527,-3.8049341060507196,17
-5.890395862971075,-3.9228371026337636,-5.132743448124195,-5.4422999034900235,-4.924808255568418,-4.13839063033216,-4.385550404838688,-4.3203616181812645,-4.87250214154838,-3.31676841860011,-3.6650480029773784,-5.3976410800030585,-3.7614185433206533,-3.8124336798920773,18
-5.889331820998875,-3.8957163133125143,-5.125961122897791,-5.438283224560567,-4.945945905731788,-4.132545266376758,-4.3971806686694634,-4.3174971620434075,-4.863184389395466,-3.3181907596385085,-3.6660218310404455,-5.392072129656446,-3.757996951367371,-3.8186123954412343,19
-5.888586883582221,-3.8643828972308416,-5.121091523926528,-5.4376590968918315,-4.965670692423163,-4.129394955959462,-4.410879907908919,-4.316947777220507,-4.854419807744289,-3.3199176624984816,-3.6670382427047423,-5.382477970252411,-3.7557692076130076,-3.8234702526981907,20
-5.889905588745987,-3.827566452432957,-5.121912845765888,-5.442106833348552,-4.979359367242241,-4.129524301428094,-4.429591969635816,-4.320133432254339,-4.846649251548132,-3.321353880081561,-3.6671581657259305,-5.359635898046568,-3.7544292841453393,-3.8247511904789335,21
-5.894257124281771,-3.7845612000545343,-5.130524085391131,-5.452559385522243,-4.984443458855522,-4.133258081864776,-4.454952324449463,-4.327842998556996,-4.840117640225479,-3.322168719555266,-3.665859893301598,-5.318422188736482,-3.753807165457576,-3.821201841459012,22
-5.900478464839657,-3.7362140747327666,-5.144406446431942,-5.467897211503088,-4.9840051328632065,-4.1402065623709605,-4.48499840763069,-4.339129830433967,-4.834531070474148,-3.3227590123185746,-3.663769473594639,-5.264985311485078,-3.754106870157867,-3.814326246427768,23
-5.907406585069726,-3.6833720111048436,-5.161041132517995,-5.487000769381261,-4.9811265548654955,-4.149980008048101,-4.517767654460322,-4.353047282190733,-4.829595638991949,-3.323521589770463,-3.661512954767946,-5.205473735455274,-3.7555324168543587,-3.805628446174542,24
-5.913878459622059,-3.626881943807957,-5.177909347278971,-5.508750517246942,-4.978889890462589,-4.162188683997651,-4.551297500219184,-4.368648708132781,-4.825017442476699,-3.32485328330991,-3.6597163849844128,-5.146035929809991,-3.7582878241552007,-3.796612481488677,25
-5.9187310631467405,-3.5675908074793012,-5.192492294344549,-5.532026913190308,-4.980377305254686,-4.176442855321061,-4.583625380188106,-4.3849874625655945,-4.820502577626209,-3.327150924335892,-3.6590058124069325,-5.0928203637121525,-3.7625771106685426,-3.7887823931595137,26
