C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,time
-3.933333420980837,-3.650340790273403,-3.779496936881005,-3.6619556844988357,-3.6604438710362857,-3.8445886582307605,-3.888556248806217,-3.8856358003503586,-4.153635348353107,-3.8818848461846773,-3.297503242040963,-3.9802643756965694,-3.955055069672472,-3.926928379035396,-3.8312476824095674,-3.9054919813789057,-4.0225697176715975,-4.05493196374012,-3.820505112156112,-3.567409188254655,-3.9856383152212023,-3.9614976102516346,-4.193312086725416,-4.144851371730862,-4.456876692469677,10
-3.933071444376747,-3.6520210113217484,-3.7796268384725686,-3.6613934152334355,-3.6616908115098528,-3.845075319153644,-3.8891955762876647,-3.8858649055194006,-4.154488608687858,-3.881211597486037,-3.2979430936259195,-3.9793533375255286,-3.9562841924218652,-3.9276402992182,-3.836332829057207,-3.9034053902559016,-4.0220425911137205,-4.055813175379514,-3.8199588061002716,-3.5664145101104787,-3.987615134686362,-3.9628313098342005,-4.205287013217307,-4.143445073864415,-4.452605684417904,11
-3.932360365022787,-3.656581611310115,-3.7799794285068113,-3.6598672557987775,-3.66507536422382,-3.8463962559443283,-3.890930893737309,-3.8864867624068005,-4.156804601025041,-3.879384208161157,-3.299136976499372,-3.9768805196327026,-3.9596203827416483,-3.929572654000094,-3.850135369957942,-3.897741785779175,-4.020611819028054,-4.058205035543583,-3.818475975377276,-3.5637146694334287,-3.992980787520367,-3.9664513515583075,-4.237790385123867,-4.139627979655489,-4.4410129482773755,12
-3.9313124586064245,-3.6633024955034963,-3.7804990348730643,-3.657618178737176,-3.6700631261180874,-3.8483428996358624,-3.8934882036630993,-3.887403183082968,-4.160217642364045,-3.8766912133665965,-3.300896382839197,-3.9732363669485373,-3.964536873739222,-3.9324203347313067,-3.8704759565484985,-3.8893954212871567,-4.018503312796545,-4.061729882101157,-3.8162907511539133,-3.559735956856723,-4.000888065381005,-3.9717861498885694,-4.28569009109143,-4.134002788189702,-4.42392891607028,13
-3.9300400008151275,-3.671463569166889,-3.781129985460657,-3.654887156590946,-3.6761196941325553,-3.850706681261298,-3.8965935085729884,-3.8885159796183144,-4.164362049704266,-3.8734211482589154,-3.30303280482327,-3.9688113244034806,-3.970506898521991,-3.9358782327620654,-3.895175240265604,-3.879260550118278,-4.015942983801142,-4.066010052921069,-3.8136372645969736,-3.55490466301358,-4.010489759926066,-3.978264119289603,-4.343854019766328,-4.127172198552675,-4.4031840198188075,14
-3.9286552673363637,-3.6803447375652865,-3.7818166081589197,-3.6519151619024015,-3.6827106652071233,-3.853279031853682,-3.8999728109749263,-3.8897269640832506,-4.168872140045094,-3.869862547994675,-3.3053577346294674,-3.9639958369279773,-3.977003690197357,-3.9396412394425964,-3.9220538725459826,-3.8682314256109684,-4.013156743423791,-4.070667885872149,-3.8107496468732447,-3.5496470785372196,-4.020938662813339,-3.9853136742260213,-4.407150059794893,-4.119738909830028,-4.380608691545147,15
-3.9272705338575995,-3.689225905963684,-3.7825032308571824,-3.648943167213857,-3.6893016362816913,-3.855851382446067,-3.9033521133768643,-3.8909379485481868,-4.173382230385922,-3.866303947730434,-3.3076826644356645,-3.959180349452474,-3.9835004818727224,-3.9434042461231282,-3.9489325048263613,-3.8572023011036594,-4.010370503046441,-4.07532571882323,-3.8078620291495158,-3.5443894940608587,-4.03138756570061,-3.9923632291624402,-4.470446099823459,-4.112305621107382,-4.358033363271486,16
-3.9259980760663034,-3.697386979627076,-3.7831341814447756,-3.646212145067627,-3.6953582042961597,-3.858215164071502,-3.9064574182867533,-3.8920507450835333,-4.177526637726143,-3.8630338826227533,-3.309819086419738,-3.9547553069074173,-3.9894705066554916,-3.9468621441538865,-3.9736317885434667,-3.8470674299347807,-4.007810174051038,-4.079605889643142,-3.805208542592576,-3.539558200217716,-4.040989260245672,-3.998841198563473,-4.528610028498357,-4.1054750314703545,-4.337288467020013,17
-3.924950169649941,-3.7041078638204583,-3.783653787811028,-3.643963068006026,-3.7003459661904268,-3.8601618077630366,-3.909014728212544,-3.8929671657597016,-4.1809396790651485,-3.860340887828193,-3.311578492759563,-3.951111154223253,-3.994386997653066,-3.9497098248850997,-3.9939723751340237,-3.838721065442763,-4.00570166781953,-4.083130736200717,-3.8030233183692137,-3.5355794876410105,-4.048896538106311,-4.004175996893736,-4.57650973446592,-4.099849840004568,-4.3202044348129185,18
-3.924239090295981,-3.7086684638088245,-3.7840063778452713,-3.642436908571368,-3.703730518904394,-3.8614827445537205,-3.9107500456621875,-3.8935890226471006,-4.18325567140233,-3.8585134985033123,-3.3127723756330156,-3.948638336330427,-3.997723187972848,-3.951642179666994,-4.007774916034759,-3.833057460966036,-4.004270895733862,-4.085522596364784,-3.8015404876462178,-3.5328796469639605,-4.054262190940315,-4.007796038617842,-4.60901310637248,-4.096032745795641,-4.308611698672389,19
