C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,time
-5.127684405359283,-5.195359026251151,-3.6196643087938365,-5.1770306857622685,-4.27815737554186,-4.409611938564519,-5.044530267206096,-4.318222938530062,-3.4795906449492473,-4.520484093211843,-4.3502578539475545,-5.060835854924615,-5.151805220106862,-3.358731958224284,-4.252013701790809,-5.24178100703922,-5.447622824677325,-4.33121242514743,-4.1383063085666,-4.596870863272048,-3.6345353957204938,20
-5.106045047490251,-5.0349748969086505,-3.5085062788039743,-5.3175765644184,-4.504897493742349,-4.345983331670979,-4.7199205227791525,-4.443995133539188,-3.570643215289863,-4.367088616750185,-4.269456120325166,-5.270749448537427,-5.380496723029988,-3.374442106370955,-4.194058523026624,-4.990242543581082,-5.114219736594748,-4.289810602959058,-4.031570203920156,-4.482663347093345,-3.702402152243377,21
-5.087291281319088,-4.890329981601359,-3.40760908200441,-5.440742706023059,-4.707875246530733,-4.287922700329513,-4.42956724960678,-4.555630296144595,-3.6525618448104633,-4.229916709249571,-4.19791976535302,-5.462539730299845,-5.585170122967695,-3.388402053129658,-4.1428408684858296,-4.764422800070241,-4.816628640256848,-4.25344089065741,-3.936574240251407,-4.380626891556297,-3.7632180702967304,22
-5.071423106845793,-4.7614242803292806,-3.316972718395144,-5.546529110576243,-4.887090633907011,-4.235430044540122,-4.173470447688981,-4.653128426346284,-3.7253465335110505,-4.108968370710003,-4.135648789031116,-5.636206700211869,-5.765825419919983,-3.4006117985003934,-4.09836073816843,-4.564321776506697,-4.5548495356636245,-4.222103288242493,-3.8533184175603545,-4.290761496660902,-3.816983149880554,23
-5.058440524070367,-4.64825779309241,-3.236597187976175,-5.634935778077952,-5.042543655871185,-4.188505364302806,-3.95163011702575,-4.736489524144256,-3.7889972813916217,-4.004243601131478,-4.082643191359452,-5.791750358273501,-5.922462613886851,-3.4110713424831607,-4.060618132074422,-4.3899394728904495,-4.328882422815076,-4.1957977957143,-3.7818027358469966,-4.213067162407161,-3.863697390994848,24
-5.048343532992811,-4.550830519890749,-3.1664824907475033,-5.7059627085281885,-5.174234312423255,-4.147148659617565,-3.764046257617091,-4.805713589538509,-3.8435140884521806,-3.915742400513996,-4.038902972338029,-5.929170704484739,-6.0550817048683,-3.41978068507796,-4.029613050203808,-4.241275889221498,-4.138727301711205,-4.1745244130728345,-3.7220271951113344,-4.1475438887950755,-3.9033607936396115,25
-5.041132133613124,-4.469142460724298,-3.1066286267091296,-5.759609901926951,-5.282162603563218,-4.111359930484399,-3.6107188694630032,-4.8608006225290445,-3.888896954692724,-3.8434647688575594,-4.004428131966848,-6.048467738845584,-6.163682692864331,-3.4267398262847912,-4.005345492556588,-4.118331025499844,-3.9843841723520086,-4.158283140318096,-3.673991795353368,-4.094191675824643,-3.935973357814846,26
-5.036806325931306,-4.403193615593058,-3.057035595861054,-5.7958773582742396,-5.366328529291078,-4.081139176903307,-3.4916479525634854,-4.901750623115863,-3.9251458801132535,-3.7874107061621665,-3.979218670245908,-6.149641461356037,-6.248265577874942,-3.4319487661036554,-3.9878154591327593,-4.021104881725487,-3.8658530347374898,-4.147073977450085,-3.6376965365730975,-4.053010523495866,-3.96153508352055,27
-5.035366109947357,-4.352983984497028,-3.017703398203275,-5.814765077570052,-5.426732089606831,-4.0564863988742905,-3.4068335069185367,-4.9285635912989605,-3.9522608647137676,-3.7475802124278177,-3.963274587175209,-6.232691872016093,-6.308830359900133,-3.4354075045345507,-3.977022949932324,-3.9495974578984274,-3.7831338888676456,-4.140896924468801,-3.6131414187705215,-4.024000431808742,-3.980045970756725,28
-5.036811485661278,-4.318513567436208,-2.988632033735794,-5.8162730598143915,-5.463373284510481,-4.037401596397348,-3.3562755325281577,-4.941239527078344,-3.9702419084942684,-3.723973287654514,-3.956595882754752,-6.297618970825758,-6.3453770389399065,-3.4371160415774793,-3.9729679649552825,-3.903808754018664,-3.736226734742479,-4.139751981374244,-3.600326441945642,-4.007161400763272,-3.9915060195233703,29
