C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,time
-5.127684405359275,-3.6196643087938365,-5.012437876101195,-5.027635088590009,-4.318222938530065,-5.015219158287043,-3.5317262509462917,-4.637585937123041,-5.060835854924612,-3.3674295696051466,-4.389202194207105,-5.125630372418492,-3.4053110077238444,-3.8086508279101086,-4.252013701790806,-5.365286097622086,-4.331212425147427,-4.596870863272049,-3.634535395720495,-5.11887351645956,20
-5.106045047490242,-3.5085062788039743,-5.172641037134555,-4.732907915139911,-4.4439951335391905,-5.2304232962964425,-3.628928986771787,-4.745099792112954,-5.270749448537424,-3.4391229010144095,-4.260328308947803,-5.330202801095276,-3.4206706369358226,-3.9262130426076487,-4.19405852302662,-5.064628859389284,-4.289810602959054,-4.482663347093347,-3.7024021522433785,-4.886955593352018,21
-5.08729128131908,-3.40760908200441,-5.313949962130776,-4.469119604143923,-4.555630296144597,-5.420578027738692,-3.7162161894503343,-4.8395201453022665,-5.462539730299843,-3.5030453898707625,-4.145324575193261,-5.513832633699985,-3.4343388140030786,-4.03123364174299,-4.142840868485828,-4.795746304182207,-4.253440890657408,-4.380626891556298,-3.7632180702967317,-4.680497539317363,22
-5.071423106845787,-3.316972718395144,-5.4363646510898596,-4.23627015560205,-4.653128426346286,-5.5856833526137954,-3.793587858981933,-4.92084699669098,-5.636206700211868,-3.559197036174206,-4.04419099294348,-5.676519870232619,-3.4463155389256137,-4.123712625316132,-4.098360738168428,-4.558638432000855,-4.22210328824249,-4.290761496660904,-3.816983149880555,-4.4994993543556,23
-5.058440524070361,-3.236597187976175,-5.5398851040118045,-4.034359569514283,-4.736489524144257,-5.725739270921749,-3.861043995366584,-4.989080346279092,-5.791750358273499,-3.60757783992474,-3.9569275621984596,-5.818264510693178,-3.4566008117034253,-4.203649993327075,-4.060618132074422,-4.353305242845226,-4.195797795714298,-4.213067162407163,-3.863697390994849,-4.343961038466723,24
-5.048343532992806,-3.1664824907475033,-5.624511320896611,-3.863387845880628,-4.8057135895385095,-5.840745782662556,-3.918584598604287,-5.044220194066605,-5.929170704484738,-3.6481878011223645,-3.8835342829582005,-5.939066555081662,-3.4651946323365155,-4.271045745775821,-4.0296130502038086,-4.179746736715322,-4.174524413072833,-4.147543888795077,-3.9033607936396124,-4.213882591650735,25
-5.041132133613121,-3.106628626709129,-5.690243301744277,-3.723354984701082,-4.860800622529044,-5.930702887836214,-3.9662096686950417,-5.0862665400535185,-6.048467738845583,-3.681026919767079,-3.8240111552227023,-6.038926003398069,-3.472097000824884,-4.325899882662367,-4.005345492556589,-4.037962913611143,-4.158283140318095,-4.094191675824645,-3.9359733578148464,-4.109264013907637,26
-5.036806325931304,-3.0570355958610533,-5.737081046554807,-3.6142609859756454,-4.901750623115861,-5.995610586442724,-4.003919205638849,-5.115219384239832,-6.149641461356036,-3.706095195858884,-3.7783581789919642,-6.117842855642404,-3.4773079171685306,-4.368212403986715,-3.9878154591327615,-3.927953773532688,-4.147073977450084,-4.053010523495867,-3.9615350835205505,-4.030105305237428,27
-5.035366109947355,-3.0177033982032744,-5.765024555328197,-3.536105849704317,-4.9285635912989605,-6.035468878482084,-4.031713209435707,-5.131078726625545,-6.232691872016093,-3.7233926293977793,-3.7465753542659876,-6.175817111814661,-3.4808273813674546,-4.397983309748864,-3.977022949932327,-3.8497193164799577,-4.140896924468801,-4.024000431808743,-3.9800459707567253,-3.976406465640108,28
-5.036811485661277,-2.9886320337357932,-5.77407382806445,-3.4888895758870984,-4.941239527078342,-6.050277763954299,-4.049591680085618,-5.133844567210659,-6.297618970825758,-3.7329192203837653,-3.7286626810447734,-6.212848771914845,-3.4826553934216578,-4.4152125999488145,-3.9729679649552856,-3.8032595424529525,-4.139751981374244,-4.007161400763273,-3.9915060195233703,-3.948167495115677,29
-5.041142453073066,-2.9698215024586094,-5.764228864763563,-3.472612164523987,-4.939778430454005,-6.0400372428593645,-4.057554617588581,-5.123516905995173,-6.344422757785031,-3.734674968816841,-3.7246201593283192,-6.228937835942953,-3.4827919533311387,-4.419900274586567,-3.9756505042016377,-3.7885744514516713,-4.1436391481664145,-4.002493430359459,-3.9959152298204854,-3.9453883936641354,30
