C1,C2,C3,C4,C5,C6,C7,time
-4.371711851525388,-4.164839660660455,-3.8046198216234393,-3.9997323777299103,-3.939443235726609,-4.124255349697058,-4.076962585462983,10
-4.371676269554451,-4.163736510551406,-3.806659975695719,-4.000727029653637,-3.9396433008057112,-4.123599946828439,-4.07663336072223,11
-4.371579689919049,-4.1607422459697005,-3.81219753674905,-4.003426799160897,-3.9401863345918455,-4.121820996185044,-4.075739750711616,12
-4.371437362035297,-4.156329645533503,-3.820358153038169,-4.007405406855805,-3.940986594908253,-4.1191993847105675,-4.074422851748604,13
-4.371264535319314,-4.150971487860978,-3.830267472817814,-4.01223657334248,-3.9419583395781768,-4.116015999348703,-4.072823760150662,14
-4.371076459187215,-4.145140551570288,-3.841051144342721,-4.017494019225037,-3.943015826424859,-4.1125517270431455,-4.071083572235255,15
-4.3708883830551155,-4.139309615279598,-3.8518348158676288,-4.022751465107595,-3.9440733132715406,-4.109087454737588,-4.069343384319848,16
-4.370715556339133,-4.133951457607073,-3.8617441356472737,-4.02758263159427,-3.9450450579414653,-4.105904069375724,-4.0677442927219065,17
-4.370573228455382,-4.129538857170876,-3.8699047519363927,-4.031561239289178,-3.945845318257873,-4.103282457901248,-4.066427393758896,18
-4.370476648819979,-4.12654459258917,-3.8754423129897235,-4.034261008796437,-3.946388352044007,-4.101503507257853,-4.065533783748281,19
-4.370441066849041,-4.1254414424801205,-3.877482467062003,-4.035255660720164,-3.9465884171231087,-4.100848104389233,-4.065204559007528,20
-4.421683382999502,-4.172440434207769,-3.853804986157579,-4.0121847319642585,-3.9095812003436645,-4.161346528878158,-4.126959387374024,21
-4.5607696696936095,-4.300009126039959,-3.789537537988428,-3.9495636396267986,-3.809133040513744,-4.325556538205239,-4.294579635797369,22
-4.7657389342954515,-4.488005092950554,-3.694827614370733,-3.8572799246031755,-3.661104173395968,-4.567550236160937,-4.541598949263351,23
-5.014630184169119,-4.71628590991342,-3.579822707120673,-3.745221127788774,-3.481354834752952,-4.861399726535714,-4.84155097275776,24
-5.285482426678696,-4.9647091519024205,-3.4546703080544328,-3.6232747900789857,-3.285745260347319,-5.181177113120028,-5.167969351266379,25
-5.556334669188273,-5.213132393891422,-3.3295179089881923,-3.501328452369197,-3.090135685941685,-5.500954499704344,-5.494387729774999,26
-5.8052259190619395,-5.441413210854288,-3.2145130017381334,-3.3892696555547968,-2.91038634729867,-5.79480399007912,-5.794339753269408,27
-6.010195183663781,-5.629409177764882,-3.1198030781204378,-3.2969859405311728,-2.762357480180894,-6.036797688034817,-6.041359066735389,28
-6.149281470357889,-5.756977869597072,-3.0555356299512866,-3.2343648481937137,-2.661909320350973,-6.201007697361899,-6.208979315158736,29
-6.20052378650835,-5.8039768613247205,-3.031858149046863,-3.2112939194378076,-2.624902103571529,-6.261506121850823,-6.270734143525231,30
-6.207670362127297,-5.720984155802508,-3.1234594580344637,-3.2901647676692853,-2.7321016185097857,-6.2587476203478,-6.278568551562396,31
-6.227068210235867,-5.4957182408136465,-3.3720915824293796,-3.504242784297582,-3.0230717304850527,-6.251260259125309,-6.299833373377559,32
-6.255654512711656,-5.163747418724797,-3.7384968183797813,-3.819726177223492,-3.451869790238078,-6.240226253113217,-6.331171005526219,33
-6.290366451432256,-4.760639991902623,-4.183417462033841,-4.202813154347813,-3.9725531485096095,-6.226827817241394,-6.36922384456388,34
-6.3281412082752615,-4.321964262713789,-4.667595809539727,-4.619701923571335,-4.53917915604039,-6.212247166439702,-6.410634287046037,35
