Var1.1.x,Var1.2.x,zmatrix,id,Var1.1.y,Var1.2.y,pmatrix,Var1.1.x.x,Var1.2.x.x,omatrix,Var1.1.y.y,Var1.2.y.y,cmatrix
gf1.C1,gf1.C2,-1.5340517314765527,gf1.C1_gf1.C2,gf1.C1,gf1.C2,0.9030311817628862,gf1.C1,gf1.C2,0,gf1.C1,gf1.C2,0.840140101237077
gf1.C1,gf1.C3,-0.5341189251331396,gf1.C1_gf1.C3,gf1.C1,gf1.C3,0.22675547652282588,gf1.C1,gf1.C3,0,gf1.C1,gf1.C3,0.5534054669553967
gf1.C1,gf1.C4,-0.7047909549159636,gf1.C1_gf1.C4,gf1.C1,gf1.C4,0.31790879546894124,gf1.C1,gf1.C4,0,gf1.C1,gf1.C4,0.7644516165393647
gf1.C1,gf1.C5,-0.47292083824177616,gf1.C1_gf1.C5,gf1.C1,gf1.C5,0.19635878698072048,gf1.C1,gf1.C5,0,gf1.C1,gf1.C5,0.8135099138068431
gf1.C1,gf1.C6,-0.37428974317489383,gf1.C1_gf1.C6,gf1.C1,gf1.C6,0.14985096906884926,gf1.C1,gf1.C6,0,gf1.C1,gf1.C6,0.476904736314522
gf1.C1,gf1.C7,-10.620037442028966,gf1.C1_gf1.C7,gf1.C1,gf1.C7,25.61894875427205,gf1.C1,gf1.C7,0,gf1.C1,gf1.C7,0.05347724310954305
gf1.C1,gf2.C1,8.936659993144666,gf1.C1_gf2.C1,gf1.C1,gf2.C1,18.396736313378604,gf1.C1,gf2.C1,0.3333333333333333,gf1.C1,gf2.C1,0.928468972484148
gf1.C1,gf2.C2,-1.3232574984276892,gf1.C1_gf2.C2,gf1.C1,gf2.C2,0.731071737470679,gf1.C1,gf2.C2,0,gf1.C1,gf2.C2,0.7429186015374455
gf1.C1,gf2.C3,-0.396099424443887,gf1.C1_gf2.C3,gf1.C1,gf2.C3,0.1598740220368155,gf1.C1,gf2.C3,0,gf1.C1,gf2.C3,0.39556095349752607
gf1.C1,gf2.C4,6.031628602311641,gf1.C1_gf2.C4,gf1.C1,gf2.C4,8.789640066153986,gf1.C1,gf2.C4,0.19047619047619047,gf1.C1,gf2.C4,0.840256369541106
gf1.C1,gf2.C5,-0.3850912461001457,gf1.C1_gf2.C5,gf1.C1,gf2.C5,0.15479661698841365,gf1.C1,gf2.C5,0,gf1.C1,gf2.C5,0.5353374135494435
gf1.C1,gf2.C6,-2.4389706884945896,gf1.C1_gf2.C6,gf1.C1,gf2.C6,1.831821934056781,gf1.C1,gf2.C6,0.047619047619047616,gf1.C1,gf2.C6,0.02777143835001039
gf1.C1,gf3.C1,1.555887327656032,gf1.C1_gf3.C1,gf1.C1,gf3.C1,0.9217792902891101,gf1.C1,gf3.C1,0.047619047619047616,gf1.C1,gf3.C1,0.7217683251607466
gf1.C1,gf3.C2,-0.30301560691268425,gf1.C1_gf3.C2,gf1.C1,gf3.C2,0.11811458528547053,gf1.C1,gf3.C2,0,gf1.C1,gf3.C2,-0.5995800898461987
gf1.C1,gf3.C3,1.902482283858612,gf1.C1_gf3.C3,gf1.C1,gf3.C3,1.2433020393379342,gf1.C1,gf3.C3,0.047619047619047616,gf1.C1,gf3.C3,0.5169686648638383
gf1.C1,gf3.C4,1.1198650051985828,gf1.C1_gf3.C4,gf1.C1,gf3.C4,0.5804220821146836,gf1.C1,gf3.C4,0.047619047619047616,gf1.C1,gf3.C4,0.42694941159655087
gf1.C1,gf3.C5,2.9039997511328535,gf1.C1_gf3.C5,gf1.C1,gf3.C5,2.4336468376520317,gf1.C1,gf3.C5,0.14285714285714285,gf1.C1,gf3.C5,0.5578256198604167
gf1.C1,gf3.C6,-4.422791957599412,gf1.C1_gf3.C6,gf1.C1,gf3.C6,5.011291460884541,gf1.C1,gf3.C6,0.047619047619047616,gf1.C1,gf3.C6,-0.4849866935654643
gf1.C1,gf4.C1,13.245633109073232,gf1.C1_gf4.C1,gf1.C1,gf4.C1,39.32036148893594,gf1.C1,gf4.C1,0.5,gf1.C1,gf4.C1,0.9721735144593842
gf1.C1,gf4.C2,-1.2141289367835315,gf1.C1_gf4.C2,gf1.C1,gf4.C2,0.6483998429414004,gf1.C1,gf4.C2,0,gf1.C1,gf4.C2,0.7079487267832407
gf1.C1,gf4.C3,-0.5500057374275008,gf1.C1_gf4.C3,gf1.C1,gf4.C3,0.23484169572031627,gf1.C1,gf4.C3,0,gf1.C1,gf4.C3,0.41775777567708583
gf1.C1,gf4.C4,3.538226553767661,gf1.C1_gf4.C4,gf1.C1,gf4.C4,3.394884369983467,gf1.C1,gf4.C4,0.14285714285714285,gf1.C1,gf4.C4,0.8929676653041433
gf1.C1,gf4.C5,-0.368599290492969,gf1.C1_gf4.C5,gf1.C1,gf4.C5,0.1472599805622193,gf1.C1,gf4.C5,0,gf1.C1,gf4.C5,-0.625903333715746
gf1.C1,gf4.C6,-4.622318447875746,gf1.C1_gf4.C6,gf1.C1,gf4.C6,5.420816966212236,gf1.C1,gf4.C6,0.09523809523809523,gf1.C1,gf4.C6,0.10153950128545874
gf1.C2,gf1.C3,-1.2549111432290243,gf1.C2_gf1.C3,gf1.C2,gf1.C3,0.6787931322285562,gf1.C2,gf1.C3,0,gf1.C2,gf1.C3,0.7667558135582359
gf1.C2,gf1.C4,-1.8387522430084988,gf1.C2_gf1.C4,gf1.C2,gf1.C4,1.1807744304931358,gf1.C2,gf1.C4,0,gf1.C2,gf1.C4,0.6534286241295881
