C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,time
-5.127684405359267,-3.6196643087938343,-5.177030685762268,-4.278157375541859,-4.409611938564522,-5.0445302672061425,-5.029592082199277,-4.318222938530064,-4.466768093409577,-3.05136070736985,-4.5204840932118415,-5.060835854924612,-3.814671439355278,-5.241781007039222,-5.447622824677322,-4.33121242514743,-3.631950847872668,-4.655714251731297,-4.1383063085665945,-4.233747614485545,-4.596870863272049,-3.634535395720493,20
-5.106045047490236,-3.508506278803972,-5.317576564418399,-4.504897493742348,-4.345983331670982,-4.7199205227791925,-4.962147564595011,-4.44399513353919,-4.332396537863162,-3.1109642634741865,-4.367088616750184,-5.270749448537424,-3.806400765290162,-4.9902425435810835,-5.114219736594746,-4.289810602959058,-3.6086446333903033,-4.551896453244893,-4.03157020392015,-4.2065157027871845,-4.482663347093347,-3.7024021522433763,21
-5.087291281319074,-3.407609082004408,-5.440742706023058,-4.707875246530732,-4.287922700329515,-4.429567249606813,-4.90145775755744,-4.555630296144596,-4.213720461395198,-3.1643929683294445,-4.22991670924957,-5.462539730299843,-3.799232753410722,-4.764422800070242,-4.8166286402568455,-4.253440890657411,-3.5875212396187344,-4.460017590093619,-3.9365742402514012,-4.182119069310855,-4.380626891556297,-3.7632180702967295,22
-5.071423106845781,-3.3169727183951427,-5.546529110576243,-4.887090633907011,-4.2354300445401245,-4.173470447689006,-4.847522661086566,-4.653128426346286,-4.1107398640056845,-3.2116468219356253,-4.108968370710002,-5.6362067002118685,-3.793167403716961,-4.564321776506698,-4.554849535663624,-4.222103288242493,-3.5685806665579625,-4.380077662277477,-3.8533184175603497,-4.160557714056557,-4.290761496660903,-3.8169831498805533,23
-5.058440524070359,-3.236597187976175,-5.634935778077952,-5.042543655871185,-4.1885053643028085,-3.9516301170257675,-4.800342275182385,-4.736489524144257,-4.023454745694623,-3.2527258242927286,-4.004243601131476,-5.7917503582735,-3.7882047162088774,-4.3899394728904495,-4.328882422815076,-4.1957977957143004,-3.551822914207987,-4.312076669796465,-3.7818027358469917,-4.14183163702429,-4.213067162407162,-3.8636973909948473,24
-5.048343532992805,-3.1664824907475038,-5.705962708528189,-5.174234312423255,-4.147148659617566,-3.764046257617101,-4.7599165998449005,-4.8057135895385095,-3.9518651064620096,-3.287629975400753,-3.9157424005139956,-5.929170704484738,-3.784344690886471,-4.241275889221498,-4.138727301711204,-4.174524413072835,-3.5372479825688083,-4.256014612650583,-3.72202719511133,-4.125940838214055,-4.1475438887950755,-3.9033607936396106,25
-5.041132133613119,-3.106628626709131,-5.759609901926952,-5.282162603563218,-4.111359930484401,-3.610718869463004,-4.726245635074112,-4.8608006225290445,-3.8959709463078482,-3.3163592752597,-3.843464768857558,-6.048467738845583,-3.781587327749742,-4.1183310254998435,-3.9843841723520077,-4.158283140318098,-3.524855871640426,-4.2118914908398315,-3.673991795353364,-4.112885317625853,-4.094191675824644,-3.935973357814845,26
-5.036806325931304,-3.0570355958610556,-5.7958773582742404,-5.366328529291077,-4.081139176903309,-3.491647952563479,-4.699329380870019,-4.901750623115863,-3.8557722652321385,-3.33891372386957,-3.787410706162166,-6.149641461356036,-3.7799326267986912,-4.021104881725487,-3.865853034737489,-4.147073977450087,-3.51464658142284,-4.179707304364211,-3.6376965365730936,-4.102665075259682,-4.053010523495866,-3.9615350835205496,27
-5.035366109947356,-3.017703398203277,-5.814765077570053,-5.426732089606832,-4.056486398874292,-3.4068335069185256,-4.67916783723262,-4.9285635912989605,-3.8312690632348794,-3.355293321230361,-3.747580212427817,-6.232691872016093,-3.7793805880333173,-3.9495974578984265,-3.783133888867646,-4.140896924468803,-3.506620111916051,-4.159462053223719,-3.6131414187705184,-4.095280111115543,-4.024000431808742,-3.980045970756724,28
-5.036811485661278,-2.9886320337357968,-5.816273059814392,-5.463373284510482,-4.03740159639735,-3.356275532528143,-4.665761004161918,-4.941239527078343,-3.8224613403160714,-3.365498067342075,-3.723973287654513,-6.297618970825758,-3.7799312114536217,-3.9038087540186632,-3.736226734742479,-4.139751981374246,-3.500776463120059,-4.151155737418359,-3.600326441945639,-4.090730425193436,-4.007161400763272,-3.9915060195233694,29
-5.041142453073067,-2.969821502458613,-5.800401305007257,-5.476252114002025,-4.023884769472484,-3.339974029392332,-4.659108881657911,-4.939778430454006,-3.829349096475714,-3.369527962204711,-3.716589931842253,-6.344422757785031,-3.7815844970596038,-3.8837387700861967,-3.7251315723619887,-4.143639148166417,-3.497115635034863,-4.15478835694813,-3.5992516060984547,-4.089016017493361,-4.002493430359458,-3.9959152298204845,30
-5.056318729181926,-2.9681244967486147,-5.757863771642062,-5.450159394152727,-4.022652100828895,-3.391182111591372,-4.669611748637666,-4.913150950407572,-3.8695835543832913,-3.3619523113848206,-3.742346912240678,-6.369108656044769,-3.787281994805454,-3.9138731445424906,-3.7842394488915403,-4.159522464841077,-3.497368081128235,-4.184348785394616,-3.6231999927728342,-4.094507007800663,-4.022893325203488,-3.9854691668665816,31
-5.08676237898741,-2.9873480679262943,-5.683501547770701,-5.376645578335509,-4.037434803093921,-3.5283737313920853,-4.703047537832886,-4.8552296697066035,-3.9529709488551807,-3.339754062419376,-3.8106424328773647,-6.369457456244337,-3.798657899110168,-4.007815009855025,-3.9326565016452264,-4.191270842506982,-3.5024951644378253,-4.247608619192031,-3.6795510917153704,-4.109631240440532,-4.075525976743244,-3.955832033560833,32
-5.127166924490052,-3.0229237544070604,-5.583505327730906,-5.265850122502864,-4.063755421114758,-3.729380146074284,-4.75248272996553,-4.773367489030026,-4.067743798111728,-3.3065536782640113,-3.9101986489192218,-6.348132209616499,-3.8137511766709515,-4.149240607062824,-4.147455365846136,-4.234241587833626,-3.5113432493184535,-4.3352419426193185,-3.759449515230152,-4.131475302222738,-4.151793515241269,-3.9122067864242314,33
-5.172225887690386,-3.070283094606322,-5.4640658058603915,-5.127912482607282,-4.097136499738605,-3.972032612917785,-4.810983805757549,-4.674917309056755,-4.202134620373278,-3.265971621874357,-4.029737715533154,-6.307795967394012,-3.83060079418501,-4.321826177204913,-4.405708676717361,-4.2837920074905,-3.5227587001249385,-4.437922839955423,-3.8540398756212664,-4.1571257799570525,-4.243098070960101,-3.8597963819777683,34
-5.216632790588944,-3.124857626939486,-5.331373676496886,-4.972972114601259,-4.1331005838126575,-4.234162389202398,-4.871617245930901,-4.567232030465714,-4.344375933860176,-3.221628356206047,-4.157981787886067,-6.25111178080964,-3.8472457183495505,-4.509247961320312,-4.684489069481986,-4.335279408147095,-3.535587881212099,-4.546325395479285,-3.9544667851928006,-4.183669260453246,-4.340841774162279,-3.8038037767424377,35
-5.25508115518626,-3.1820788898219607,-5.191619633978114,-4.811168474437282,-4.167170218184115,-4.4936007322079385,-4.92744953120754,-4.457664553935821,-4.482700256792764,-3.177144344214713,-4.28365302114487,-6.180742701096143,-3.861724915861779,-4.69518220044805,-4.960869179363103,-4.384061096472903,-3.5486771569347546,-4.6511236934698506,-4.051874856248845,-4.208192330521088,-4.436426755110347,-3.749431927239232,36
-5.282264503482866,-3.2373784216691557,-5.050994372641797,-4.652641018067845,-4.194867947700173,-4.728178899214221,-4.971547142309425,-4.353567780145999,-4.605340107391392,-3.1361400488559887,-4.395473570476466,-6.099351779486282,-3.8720773534189012,-4.86330513562715,-5.211921641583802,-4.425494379137416,-3.560872891647726,-4.742991818206063,-4.137408701093486,-4.227781576970352,-4.521255144066842,-3.7018837899891435,37
-5.2928763574792965,-3.2861877608964774,-4.9156885868256595,-4.507529201445441,-4.2117163172080305,-4.915728147501056,-4.996976559958507,-4.262294609775166,-4.700528003876401,-3.1022359330855056,-4.482165591047764,-6.009602067212817,-3.876341997718123,-4.997293007896636,-5.4147190913671706,-4.454936562810126,-3.57102144970583,-4.812603853966861,-4.202212932030811,-4.239523586610804,-4.586729071294303,-3.6663623215131644,38
-5.281610239176083,-3.3239384459193353,-4.7918929708674245,-4.385972480522559,-4.213237871554884,-5.0340797343482615,-4.9968042648767454,-4.191197943502244,-4.756496464468136,-3.0790524598588966,-4.532451238025669,-5.914156615508509,-3.872557815456652,-5.080822058295534,-5.5463341639363,-4.4677449541605245,-3.5779691954638877,-4.850633885031193,-4.237432161364909,-4.2405049462522175,-4.624250667055272,-3.6480704783322877,39
-5.24315967057376,-3.346062015153137,-4.685798219104818,-4.298110311251694,-4.194955155587931,-5.061064917035647,-4.964096737786095,-4.147630682006153,-4.761478007386943,-3.070210092131795,-4.535052666577089,-5.81567847560612,-3.8587637733316926,-5.097568527862865,-5.583839494514278,-4.459276859858104,-3.5805624932767177,-4.847755995678002,-4.234211001399869,-4.2278122427043625,-4.6252220616122885,-3.6522112169675056,40
-5.169485943231727,-3.353776587498087,-4.590137493596401,-4.239119346923257,-4.152934236912058,-4.987211719955024,-4.89131195352863,-4.131196215536358,-4.7082902423596575,-3.076638537822237,-4.4837949545481495,-5.7012294445696,-3.8320297942416217,-5.040726807111449,-5.5181622830039885,-4.425415448459639,-3.5786254438780984,-4.797639625500194,-4.186774035031197,-4.198273298706016,-4.584765293609118,-3.682186302094516,41
-5.0616261222379855,-3.352496559542025,-4.494453682839293,-4.195804959118226,-4.089632884355108,-4.830247741700548,-4.781450214416068,-4.1340489750088665,-4.605146267006012,-3.0950997471529207,-4.386943132421017,-5.560859949119019,-3.7927617217402854,-4.923444344507935,-5.368038611342346,-4.368688236320901,-3.573256688344761,-4.706439116500854,-4.101096062218827,-4.153147110938959,-4.509086693871885,-3.7344899443632307,42
-4.927887389885972,-3.343947886231809,-4.400152070829048,-4.165749681224942,-4.0101611945987115,-4.608803600855566,-4.643391492374828,-4.152368422102412,-4.463371831385707,-3.12296254653647,-4.254879284316661,-5.4017159849713225,-3.744002403508098,-4.7593269680220995,-5.1522544378034905,-4.29441905180988,-3.5652144015459535,-4.583555906574183,-3.985947020863479,-4.096167027127468,-4.406214830936668,-3.8039637692559687,43
-4.776576928469129,-3.329856522514299,-4.308637941561225,-4.146536046631746,-3.9196292643245068,-4.341509916003423,-4.486015759331332,-4.18233401849573,-4.294292685558438,-3.15759576238551,-4.097985494356048,-5.230943547843456,-3.688794687225471,-4.561980505623718,-4.889595720661566,-4.207931723294563,-3.5552567583509247,-4.438391433614389,-3.8500968488658813,-4.031066394995818,-4.284178273339548,-3.8854494022550465,44
