C1,C2,C3,C4,C5,C6,C7,C8,time
-7.000000000000013,-6.949498048635418,-7.000000000000004,-6.968014243306712,-6.943185304714845,-6.906803638313937,-6.904879605511186,-1.5765582441909172,10
-6.84331896607393,-6.7574912655521375,-6.848740824708129,-6.766117531660053,-6.90616875642534,-6.7707832517211965,488788800.24564314,-1.7426240802784516,11
-6.627882544425565,-6.493481938812628,-6.6407594586818,-6.488509553145898,-6.855271002527274,-6.58375522015618,1737915751.6187317,-1.9709646048988112,12
-6.368379581985486,-6.175470704330945,-6.390236449604631,-6.154118124481117,-6.7939623444227815,-6.358471454861955,3421521642.560821,-2.2460111459187897,13
-6.079498925684264,-5.821458198021147,-6.111352345160236,-5.78187106238259,-6.725713083514009,-6.107683867081595,5213747268.418333,-2.5521950312051804,14
-5.7759294224524735,-5.449445055797292,-5.818287693032225,-5.390696183567188,-6.653993521203095,-5.844144368058162,6788733424.537705,-2.8739475886247785,15
-5.472359919220681,-5.077431913573435,-5.5252230409042165,-4.999521304751786,-6.58227395889218,-5.580604869034731,7820620906.265362,-3.195700146044377,16
-5.18347926291946,-4.723419407263639,-5.24633893645982,-4.627274242653259,-6.514024697983408,-5.329817281254369,7983550508.947732,-3.5018840313307686,17
-4.923976300479381,-4.405408172781956,-4.995815927382651,-4.292882813988481,-6.452716039878918,-5.104533515960145,6951663027.931245,-3.776930572350747,18
-4.708539878831011,-4.1413988460424465,-4.7878345613563225,-4.015274835474325,-6.401818285980848,-4.917505484395128,4399099258.562336,-4.005271096971106,19
-4.551858844904925,-3.949392062959166,-4.636575386064446,-3.8133781238276656,-6.364801737691344,-4.7814850978023875,-3.812577528201973,-4.17133693305864,20
-4.437440236283463,-3.8089693465374292,-4.525322051008554,-3.6657270075784676,-6.338678035969605,-4.682209099376753,-5074955394.372594,-4.2924509426631445,21
-4.338459044053587,-3.687072583982665,-4.427440729055212,-3.5375611282315287,-6.317767758457404,-4.596368778962176,-9461985797.388956,-4.396897944835733,22
-4.25410604540279,-3.5827429575091054,-4.342235752935579,-3.42786627196597,-6.30150461158074,-4.523147867775397,-13197297791.153421,-4.485552202945181,23
-4.18357201751857,-3.4950216493309822,-4.269011455380816,-3.3356282249609155,-6.289322301765615,-4.461730097033165,-16317097953.957823,-4.559287980360261,24
-4.126047737588421,-3.4229498416625272,-4.207072169122085,-3.2598327733954893,-6.2806545354380265,-4.411299197952224,-18857592864.09388,-4.618979540449747,25
-4.08072398279984,-3.3655687167179713,-4.155722226890548,-3.1994657034488116,-6.2749350190239745,-4.371038901749319,-20854989099.853394,-4.665501146582409,26
-4.046791530340321,-3.321919456711548,-4.114265961417367,-3.1535128013000087,-6.2715974589494605,-4.340132939641199,-22345493239.528156,-4.6997270621270255,27
-4.023441157397362,-3.2910432438574873,-4.082007705433701,-3.1209598531282015,-6.270075561640483,-4.317765042844605,-23365311861.409916,-4.722531550452367,28
-4.009863641158457,-3.2719812603700213,-4.058251791670712,-3.100792645112513,-6.269803033523042,-4.303118942576285,-23950651543.790478,-4.734788874927207,29
-4.005249758811102,-3.263774688463382,-4.042302552859561,-3.091996963432067,-6.270213581023135,-4.295378370052984,-24137718864.9616,-4.7373732989203194,30
-4.008790287542793,-3.265464710351801,-4.033464321731412,-3.0935585942659865,-6.270740910566767,-4.2937270564914485,-23962720403.215076,-4.731159085800478,31
-4.019676004541027,-3.276092508249511,-4.031041431017423,-3.1044633237933943,-6.270818728579932,-4.2973487331084215,-23461862736.842663,-4.717020498936454,32
