C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,time
-5.910395962748238,-4.798260029409592,-3.7181117953014704,-5.256518628021914,-5.493606558491052,-4.907556329509332,-4.366991408904991,-4.079619080662485,-5.353715745839,-3.237903466005484,-3.618616761492954,-3.6798337163488863,-5.00319453593284,-3.8317698141079584,-4.513453095594212,10
-5.906779084331687,-4.793765069868437,-3.728383748164711,-5.23441131227973,-5.427911247544053,-4.946368834751016,-4.362069869466322,-4.067417989394699,-5.298815241581539,-3.2345606026534073,-3.6155416464770016,-3.6824093049811966,-4.996537367009283,-3.8187974365633317,-4.505731463276779,11
-5.903481310470682,-4.7837269077842794,-3.7348865995283873,-5.214216710011113,-5.368314554658361,-4.9840294964925365,-4.359217305436332,-4.056512385083691,-5.249925489539661,-3.231760525604578,-3.6128389745480782,-3.6848546936745565,-4.989817877092998,-3.8070189072176235,-4.498852724686321,12
-5.90050264116522,-4.768145543157121,-3.7376203493924978,-5.195934821216065,-5.3148164798339765,-5.020538314733891,-4.358433716815023,-4.046902267729459,-5.207046489713365,-3.229503234858995,-3.6105087457061846,-3.6871698824289667,-4.983036066183982,-3.796434226070833,-4.492816879822837,13
-5.897843076415303,-4.7470209759869615,-3.7365849977570447,-5.179565645894587,-5.2674170230709,-5.055895289475081,-4.359719103602395,-4.0385876373320055,-5.170178242102652,-3.2277887304166595,-3.608550959951321,-3.689354871244427,-4.976191934282237,-3.7870433931229606,-4.487623928686329,14
-5.89550261622093,-4.720353206273801,-3.7317805446220262,-5.16510918404668,-5.226116184369133,-5.090100420716107,-4.363073465798448,-4.031568493891327,-5.139320746707521,-3.2266170122775715,-3.606965617283487,-3.691409660120938,-4.969285481387762,-3.7788464083740063,-4.483273871276795,15
-5.8934812605821,-4.688142234017638,-3.7232069899874434,-5.1525654356723445,-5.190913963728673,-5.123153708456967,-4.36849680340318,-4.025844837407427,-5.114474003527972,-3.2259880804417307,-3.605752717702683,-3.6933342490584997,-4.962316707500557,-3.77184327182397,-4.479766707594236,16
-5.891779009498815,-4.650388059218474,-3.7108643338532956,-5.141934400771581,-5.161810361149521,-5.155055152697664,-4.375989116416594,-4.021416667880304,-5.095638012564005,-3.2259019349091376,-3.6049122612089084,-3.6951286380571116,-4.955285612620622,-3.7660339834728527,-4.477102437638653,17
-5.890395862971074,-4.6070906818763095,-3.694752576219584,-5.1332160793443915,-5.138805376631678,-5.185804753438196,-4.385550404838688,-4.018283985309959,-5.082812773815622,-3.226358575679791,-3.6044442478021645,-3.6967928271167745,-4.948192196747959,-3.7614185433206533,-4.475281061410045,18
-5.889331820998875,-4.558250101991143,-3.6748717170863068,-5.126410471390775,-5.121899010175142,-5.215402510678565,-4.3971806686694634,-4.016446789696392,-5.075998287282819,-3.2273580027536917,-3.60434867748245,-3.6983268162374867,-4.941036459882565,-3.757996951367371,-4.474302578908412,19
