C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,time
-4.998045402656708,-5.371784495501299,-3.814897576661158,-5.167324256695544,-5.2024247735649265,-4.131030626649561,-3.5647549522061532,-4.517473439677538,-4.310590905057964,-5.148423947853262,-5.409188414865922,-4.2366471384866164,-4.581096079006007,-5.241781007039221,-4.34518957140199,-3.9091061829001474,-4.803923803738284,-4.090080005799972,-5.056018194578588,-4.58678305132475,-4.640405504092404,20
-5.144305289574912,-5.246426268501299,-3.6886625036997787,-4.802260434216206,-5.3621131478754265,-4.07376057264509,-3.4578373405520306,-4.297017564532191,-4.20893505899542,-4.876181219639848,-5.047442346853855,-4.123960950694954,-4.426920023272369,-4.990242543581083,-4.309398608130477,-3.8898262569591693,-4.683542369640856,-3.9581333896848263,-4.7494647446115446,-4.484010546922558,-4.503286448117177,21
-5.275252838020495,-5.135258701977283,-3.5739595802303286,-4.474758417476662,-5.5012374371066075,-4.022022496895441,-3.3608230043783713,-4.100321468374342,-4.118991520625561,-4.630672674465663,-4.725949948515375,-4.023712117011802,-4.28895516381924,-4.764422800070241,-4.2779120801277974,-3.872781804362481,-4.5768091396262065,-3.8394836592236383,-4.476086795462803,-4.394682750330449,-4.380724271809746,22
-5.390888047993459,-5.038281795929249,-3.470788806252809,-4.184818206476912,-5.619797641258475,-3.9758163994006104,-3.2737119436851767,-3.927385151203995,-4.040760289948387,-4.411898312330711,-4.444711219850486,-3.935900637437161,-4.167201500646618,-4.564321776506697,-4.250729987393955,-3.857972825110083,-4.483724113694339,-3.7341308144164125,-4.235884347132362,-4.318799661548423,-4.272718975170109,23
-5.491210919493804,-4.955495550357198,-3.3791501817672187,-3.932439801216953,-5.717793760331024,-3.9351422801606,-3.196504158472444,-3.778208613021146,-3.9742413669638985,-4.219858133234988,-4.203726160859185,-3.8605265119710297,-4.061659033754503,-4.389939472890449,-4.227852329928948,-3.8453993192019746,-4.404287291845249,-3.6420748552631443,-4.028857399620222,-4.256361280576481,-4.179270558198269,24
-5.57622145252153,-4.88689996526113,-3.299043706773559,-3.7176232016967874,-5.795225794324258,-3.90000013917541,-3.1291996487401756,-3.652791853825796,-3.9194347516720938,-4.054552137178494,-4.002994771541471,-3.7975897406134087,-3.972327763142896,-4.241275889221497,-4.209279107732775,-3.8350612866381564,-4.33849867407894,-3.563315781763836,-3.8550059529263825,-4.207367607414621,-4.100379020894223,25
-5.645919647076637,-4.832495040641046,-3.230469381271829,-3.5403684079164153,-5.852093743238177,-3.87038997644504,-3.07179841448837,-3.5511348736179453,-3.876340444072976,-3.915980324161232,-3.842517051897347,-3.747090323364297,-3.8992076888117975,-4.118331025499843,-4.195010320805438,-3.8269587274186283,-4.28635826039541,-3.4978535939184874,-3.714330007050845,-4.171818642062845,-4.0360443632579726,26
-5.700305503159125,-4.792280776496943,-3.1734272052620294,-3.400675419875835,-5.888397607072778,-3.84631179196949,-3.0243004557170283,-3.473237672397594,-3.8449584441665428,-3.8041426941831995,-3.722293001926812,-3.7090282602236972,-3.842298810761206,-4.021104881725486,-4.1850459691469375,-3.82109164154339,-4.24786605079466,-3.4456882917271,-3.606829561993607,-4.149714384521152,-3.986266585289518,27
-5.739379020768993,-4.7662571728288246,-3.127917178744159,-3.298544237575047,-5.904137385828064,-3.827765585748759,-2.9867057724261494,-3.4191002501647416,-3.825288751952795,-3.719039247244397,-3.6423226216298663,-3.6834035511916072,-3.8016011289911233,-3.9495974578984256,-4.1793860527572715,-3.817460029012442,-4.22302204527669,-3.406819875189671,-3.532504617754671,-4.141054834789542,-3.9510456869888575,28
-5.763140199906243,-4.754424229636689,-3.09393930171822,-3.2339748610140515,-5.899313079504035,-3.814751357782849,-2.9590143646157347,-3.3887226069193894,-3.8173313674317324,-3.6606699833448255,-3.602605911006509,-3.670216196268028,-3.777114643501548,-3.9038087540186623,-4.178030571636441,-3.8160638898257844,-4.211826243841501,-3.3812483443062025,-3.491355174334035,-4.145839992868016,-3.9303816683559933,29
