C1,C2,time
-6.91360109618086,-6.704868027603659,10
-6.758307295699396,-6.517562080457187,11
-6.544778320037384,-6.260016403130793,12
-6.287572962989959,-5.949790928169453,13
-6.001250018352261,-5.604445588118154,14
-5.700368279919425,-5.241540315521872,15
-5.3994865414865885,-4.878635042925591,16
-5.11316359684889,-4.53328970287429,17
-4.855958239801468,-4.2230642279129516,18
-4.642429264139455,-3.9655185505865562,19
-4.487135463657993,-3.7782126034400845,20
-4.373667357096552,-3.6413227906769152,21
-4.2753781624412674,-3.5226804587606897,22
-4.191470722357279,-3.421327953626782,23
-4.1211478795097225,-3.3363076212105667,24
-4.063612476563738,-3.2666618074474183,25
-4.018067356184458,-3.211432858272711,26
-3.983715361037024,-3.1696631196218203,27
-3.9597593337865713,-3.14039493743012,28
-3.9454021170982374,-3.122670657632983,29
-3.93984655363716,-3.115532626165786,30
-3.9422954860684754,-3.1180231889639027,31
-3.9519517570573215,-3.129184691962707,32
-3.9680182092688367,-3.148059481097575,33
-3.9896976853681565,-3.17368990230388,34
-4.016193028020419,-3.205118301516995,35
-4.04670707989076,-3.2413870246722976,36
-4.0804426836443195,-3.28153841770516,37
-4.116602681946232,-3.3246148265509583,38
-4.154389917461637,-3.3696585971450643,39
-4.1930072328556705,-3.4157120754228556,40
-4.23165747079347,-3.4618176073197047,41
-4.269543473940175,-3.5070175387709877,42
-4.305868084960918,-3.5503542157120767,43
-4.339834146520839,-3.590869984078348,44
-4.370644501285076,-3.6276071898051754,45
-4.397501991918764,-3.6596081788279338,46
-4.419609461087042,-3.6859152970819973,47
-4.436169751455048,-3.70557089050274,48
-4.446385705687918,-3.717617305025537,49
-4.449460166450789,-3.721096886585763,50
-4.448416219486053,-3.7195583040544,51
-4.44689982936939,-3.717323428698624,52
-4.445048157015878,-3.714594410048106,53
-4.442998363340592,-3.711573397632512,54
-4.4408876092586045,-3.7084625409815093,55
-4.4388530556849926,-3.705463989624767,56
-4.43703186353483,-3.702779893091953,57
-4.435561193723192,-3.700612400912735,58
-4.4345782071651545,-3.6991636626167814,59
-4.434220064775792,-3.698635827733759,60
-4.4343391955860705,-3.6994675079897537,61
-4.434662550642539,-3.7017249258274516,62
-4.435139073883652,-3.7050516468514276,63
-4.43571770924786,-3.709091236666257,64
-4.436347400673616,-3.7134872608765113,65
-4.436977092099372,-3.7178832850867662,66
-4.43755572746358,-3.7219228749015945,67
-4.438032250704692,-3.725249595925571,68
-4.438355605761162,-3.727507013763269,69
-4.43847473657144,-3.7283386940192633,70
-4.43724112380855,-3.729066112415533,71
-4.433892746309279,-3.731040533776835,72
-4.428958295257724,-3.7339502073619117,73
-4.4229664618379765,-3.737483382429506,74
-4.416445937234134,-3.7413283082383577,75
-4.409925412630292,-3.74517323404721,76
-4.403933579210545,-3.7487064091148032,77
-4.398999128158988,-3.75161608269988,78
-4.395650750659718,-3.753590504061183,79
-4.394417137896829,-3.754317922457452,80
-4.393305711817976,-3.755086469649013,81
-4.390288983889663,-3.7571725263118205,82
-4.385843279574255,-3.760246715078064,83
-4.380444924334116,-3.7639796585799314,84
-4.374570243631611,-3.7680419794496105,85
-4.368695562929107,-3.772104300319289,86
-4.363297207688968,-3.775837243821156,87
-4.358851503373558,-3.7789114325873996,88
-4.3558347754452456,-3.7809974892502076,89
-4.3547233493663935,-3.7817660364417685,90
-4.352111265801675,-3.786610088510367,91
-4.345021324697439,-3.79975822983942,92
-4.334572990438563,-3.8191344381138137,93
-4.32188572740993,-3.842662691018435,94
-4.308078999996416,-3.8682669662381697,95
-4.294272272582903,-3.8938712414579046,96
-4.281585009554269,-3.9173994943625257,97
-4.271136675295394,-3.9367757026369192,98
-4.264046734191158,-3.9499238439659723,99
-4.261434650626439,-3.954767896034571,100
-4.245839155987331,-3.9591182970744248,101
-4.203508527681177,-3.9709265284683153,102
-4.141126549124742,-3.9883281326277316,103
-4.065377003734786,-4.009458651964167,104
-3.982943674928068,-4.03245362888911,105
-3.900510346121348,-4.055448605814054,106
-3.824760800731392,-4.076579125150489,107
-3.7623788221749566,-4.093980729309905,108
-3.720048193868805,-4.105788960703795,109
-3.7044526992296958,-4.1101393617436495,110
-3.6985842039638195,-4.1160729778662155,111
-3.682655431099299,-4.132178507341752,112
-3.6591814500357933,-4.155912971832016,113
-3.630677330172967,-4.184733392998766,114
-3.5996581409104786,-4.216096792503757,115
-3.5686389516479897,-4.24746019200875,116
-3.540134831785163,-4.276280613175499,117
-3.5166608507216583,-4.300015077665763,118
-3.5007320778571374,-4.316120607141299,119
-3.4948635825912615,-4.322054223263865,120
-3.4947123837952367,-4.326379051060834,121
-3.49430198706317,-4.338117869366894,122
-3.49369719187907,-4.3554171805547695,123
-3.4929627977269506,-4.376423486997191,124
-3.492163604090819,-4.399283291066885,125
-3.491364410454688,-4.42214309513658,126
-3.4906300163025676,-4.443149401579,127
-3.4900252211184686,-4.460448712766876,128
-3.4896148243864014,-4.472187531072937,129
-3.4894636255903766,-4.476512358869905,130
-3.491229000955788,-4.480364698897977,131
-3.496020734090476,-4.490821050402744,132
-3.5030822355521205,-4.5062304105150295,133
-3.5116569158984046,-4.524941776365665,134
-3.5209881856870062,-4.545304145085472,135
-3.530319455475609,-4.56566651380528,136
-3.5388941358218924,-4.584377879655915,137
-3.5459556372835372,-4.599787239768202,138
-3.5507473704182253,-4.610243591272967,139
-3.5525127457836363,-4.61409593130104,140
-3.5514094930288067,-4.618760101858274,141
-3.5484149498371274,-4.631419993370767,142
-3.544001938817809,-4.650076675599703,143
-3.5386432825800664,-4.672731218306269,144
-3.532811803733111,-4.697384691251649,145
-3.5269803248861553,-4.72203816419703,146
-3.5216216686484128,-4.744692706903595,147
-3.5172086576290953,-4.763349389132531,148
-3.514214114437415,-4.776009280645024,149
-3.513110861682586,-4.780673451202258,150
-3.519075721303416,-4.789794545647932,151
-3.5352660545599544,-4.814551802000476,152
-3.5591254930432727,-4.85103617978317,153
-3.5880976683444468,-4.895338638519301,154
-3.619626212054547,-4.943550137732149,155
-3.651154755764648,-4.9917616369449975,156
-3.6801269310658213,-5.0360640956811284,157
-3.70398636954914,-5.072548473463823,158
-3.7201767028056785,-5.097305729816367,159
-3.726141562426508,-5.10642682426204,160
-3.7238069690787947,-5.109119218937501,161
-3.7173992554223054,-5.116508983046747,162
-3.7078125210370154,-5.1275649867140665,163
-3.695940865502901,-5.141256100063754,164
-3.6826783883999346,-5.1565511932201,165
-3.668919189308093,-5.172419136307394,166
-3.6555573678073516,-5.187828799449931,167
-3.643487023477686,-5.201749052771999,168
-3.6336022558990706,-5.213148766397889,169
-3.6267971646514803,-5.220996810451896,170
