C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,time
-4.646645687762489,-3.70448308893926,-3.1094011296238526,-3.77423518262961,-3.8746626781239795,-4.24393251508319,-4.189307937832825,-4.204952222138301,-3.886323033397353,-4.234267808285969,-4.267318034908341,10
-4.6475528772025285,-3.704196097676673,-3.1103830278058746,-3.776484558518132,-3.873893042080284,-4.242773717577475,-4.189849308335779,-4.203766235648411,-3.8885505981894948,-4.232912282883773,-4.270224465509579,11
-4.650015248539776,-3.7034171213925067,-3.113048180014221,-3.7825900073584062,-3.8718040299616825,-4.239628410061963,-4.191318742558081,-4.200547129461567,-3.894596845482451,-4.2292329996492395,-4.2781133485700815,12
-4.653644006299931,-3.7022691563421555,-3.116975772742309,-3.7915875109124944,-3.868725485786901,-4.234993220039102,-4.193484224569894,-4.195803183502006,-3.903507104651017,-4.223810898040455,-4.289739070975031,13
-4.658050355008692,-3.7008751987810165,-3.1217449924835594,-3.802513050942458,-3.864987253574666,-4.229364775011343,-4.196113738441381,-4.1900426776939685,-3.9143267050699917,-4.217226917515501,-4.303856019609615,14
-4.662845499191754,-3.6993582449644817,-3.1269350257313904,-3.8144026092103602,-3.8609191773437046,-4.223239702481134,-4.198975268242706,-4.1837738919616925,-3.926100976114169,-4.210061997532463,-4.3192185813590145,15
-4.667640643374816,-3.697841291147948,-3.1321250589792218,-3.826292167478262,-3.856851101112743,-4.217114629950926,-4.201836798044031,-4.177505106229416,-3.9378752471583467,-4.202897077549426,-4.334581143108414,16
-4.672046992083576,-3.696447333586808,-3.136894278720472,-3.8372177075082265,-3.8531128689005087,-4.211486184923167,-4.204466311915518,-4.171744600421379,-3.9486948475773205,-4.196313097024473,-4.348698091742998,17
-4.675675749843731,-3.695299368536458,-3.1408218714485603,-3.8462152110623147,-3.850034324725727,-4.206850994900307,-4.2066317939273326,-4.167000654461819,-3.9576051067458877,-4.190890995415687,-4.360323814147948,18
-4.678138121180979,-3.694520392252292,-3.143487023656906,-3.8523206599025883,-3.8479453126071252,-4.203705687384795,-4.2081012281496335,-4.163781548274974,-3.9636513540388436,-4.187211712181154,-4.368212697208451,19
-4.679045310621018,-3.6942334009897038,-3.144468921838928,-3.8545700357911103,-3.8471756765634297,-4.202546889879079,-4.208642598652587,-4.162595561785084,-3.965878918830985,-4.185856186778958,-4.371119127809688,20
-4.728892455371287,-3.7611945076902566,-3.1313669224990863,-3.9214282820057518,-3.8325047192390986,-4.261910752766077,-4.164634966175262,-4.223220251020464,-4.030199465920148,-4.2464325366903335,-4.34084797687584,21
-4.864191848264875,-3.9429460830203276,-3.0958043528623738,-4.10290066458835,-3.7926835493587716,-4.423041237745073,-4.045185678022521,-4.387772978945068,-4.204783808019304,-4.410854057878355,-4.258683424341106,22
-5.0635804272659515,-4.210790509822537,-3.0433963555030075,-4.370333649446915,-3.7339997200614476,-4.660496689293067,-3.8691551481132196,-4.630271735886589,-4.462065996375955,-4.6531594575238575,-4.13759882060571,23
-5.305695130338689,-4.536030170939508,-2.979758072995205,-4.695073702489461,-3.6627407844861244,-4.948835451887062,-3.6554037903662095,-4.924734512172723,-4.774480082237604,-4.947387442807686,-3.990567516069871,24
-5.569172895447254,-4.889967449213855,-2.9105046479131857,-5.048467289623993,-3.5851942957718035,-5.262615870004052,-3.4227920187003464,-5.245179298131161,-5.114460116851749,-5.267576720910672,-3.830562861133812,25
-5.83265066055582,-5.2439047274882045,-2.8412512228311657,-5.401860876758527,-3.507647807057482,-5.576396288121044,-3.1901802470344833,-5.565624084089599,-5.454440151465896,-5.587765999013659,-3.670558206197752,26
