C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,time
-6.722417107977716,-6.163700628090629,-5.677316079620347,-2.740269782600816,-5.01028887581512,-6.4406034427165615,-5.331119632592966,-6.105327170541364,-5.54194826611466,-3.3579313053276496,10
-6.7116637365358525,-6.1241751884102165,-5.612063400159027,-2.745928585952906,-4.9225532333498245,-6.221713347992,-5.236939249079304,-5.845066108455961,-5.668543440404605,-3.338571852369868,11
-6.701018193368378,-6.087797673622396,-5.550315459794845,-2.7575415779449086,-4.841132342283356,-6.017910596032011,-5.150318481458105,-5.601887246647051,-5.781690875075774,-3.3204266084503304,12
-6.690480478475291,-6.054568083727167,-5.492072258527805,-2.7751087585768235,-4.7660262026157145,-5.829195186836593,-5.071257329729365,-5.375790585114631,-5.881390570128162,-3.3034955735690357,13
-6.680050591856595,-6.024486418724531,-5.437333796357905,-2.7986301278486514,-4.697234814346901,-5.65556712040575,-4.999755793893085,-5.166776123858703,-5.967642525561774,-3.2877787477259854,14
-6.669728533512287,-5.997552678614487,-5.386100073285149,-2.8281056857603923,-4.634758177476915,-5.497026396739479,-4.935813873949265,-4.9748438628792675,-6.040446741376607,-3.2732761309211793,15
-6.659514303442368,-5.973766863397034,-5.338371089309537,-2.8635354323120454,-4.578596292005754,-5.35357301583778,-4.879431569897908,-4.799993802176324,-6.099803217572663,-3.259987723154617,16
-6.649407901646837,-5.953128973072175,-5.294146844431071,-2.904919367503612,-4.528749157933421,-5.225206977700655,-4.830608881739009,-4.642225941749874,-6.14571195414994,-3.2479135244262984,17
-6.639409328125696,-5.9356390076399075,-5.253427338649752,-2.9522574913350907,-4.485216775259916,-5.111928282328102,-4.789345809472572,-4.501540281599915,-6.178172951108439,-3.237053534736224,18
-6.6295185828789425,-5.921296967100233,-5.216212571965582,-3.005549803806483,-4.447999143985237,-5.013736929720123,-4.755642353098595,-4.377936821726449,-6.19718620844816,-3.227407754084393,19
-6.619735665906578,-5.910102851453149,-5.182502544378561,-3.0647963049177873,-4.417096264109386,-4.930632919876716,-4.729498512617077,-4.271415562129475,-6.202751726169103,-3.2189761824708065,20
-6.610459680552931,-5.905296478187089,-5.156085887166741,-3.142742831790625,-4.397071417693235,-4.864975129290756,-4.7157234923542815,-4.188225954185259,-6.18529666198272,-3.2118500731613566,21
-6.601912350898183,-5.908677745906734,-5.1390673954845925,-3.246470405048117,-4.390459761437271,-4.818074044902724,-4.716989072491461,-4.131839915325059,-6.1395027701731495,-3.206080122414873,22
