iso1	iso2	dist	id
C2	C1	0.4379847599334542	C2_C1
C3	C1	0.4379847599334542	C3_C1
C4	C1	0.5500141416438832	C4_C1
C5	C1	0.5500141416438832	C5_C1
Anaeroplasmataceae	C1	0.4379847599334542	Anaeroplasmataceae_C1
Bacteroidaceae	C1	0.5500141416438832	Bacteroidaceae_C1
Clostridiales_vadinBB60_group	C1	0.5500141416438832	Clostridiales_vadinBB60_group_C1
Deferribacteraceae	C1	0.5500141416438832	Deferribacteraceae_C1
Desulfovibrionaceae	C1	0.48518780926456195	Desulfovibrionaceae_C1
Enterobacteriaceae	C1	0.23854573395097856	Enterobacteriaceae_C1
Lachnospiraceae	C1	0.5500141416438832	Lachnospiraceae_C1
Lactobacillaceae	C1	0.5500141416438832	Lactobacillaceae_C1
Marinifilaceae	C1	0.48518780926456195	Marinifilaceae_C1
Muribaculaceae	C1	0.48518780926456195	Muribaculaceae_C1
Peptococcaceae	C1	0.48518780926456195	Peptococcaceae_C1
Prevotellaceae	C1	0.48518780926456195	Prevotellaceae_C1
Rikenellaceae	C1	0.5500141416438832	Rikenellaceae_C1
Ruminococcaceae	C1	0.5500141416438832	Ruminococcaceae_C1
Saccharimonadaceae	C1	0.3244048419031293	Saccharimonadaceae_C1
Tannerellaceae	C1	0.3244048419031293	Tannerellaceae_C1
C3	C2	0.3185996328218525	C3_C2
C4	C2	0.5500141416438832	C4_C2
C5	C2	0.5500141416438832	C5_C2
Anaeroplasmataceae	C2	0.3185996328218525	Anaeroplasmataceae_C2
Bacteroidaceae	C2	0.5500141416438832	Bacteroidaceae_C2
Clostridiales_vadinBB60_group	C2	0.5500141416438832	Clostridiales_vadinBB60_group_C2
Deferribacteraceae	C2	0.5500141416438832	Deferribacteraceae_C2
Desulfovibrionaceae	C2	0.48518780926456195	Desulfovibrionaceae_C2
Enterobacteriaceae	C2	0.4379847599334542	Enterobacteriaceae_C2
Lachnospiraceae	C2	0.5500141416438832	Lachnospiraceae_C2
Lactobacillaceae	C2	0.5500141416438832	Lactobacillaceae_C2
Marinifilaceae	C2	0.48518780926456195	Marinifilaceae_C2
Muribaculaceae	C2	0.48518780926456195	Muribaculaceae_C2
Peptococcaceae	C2	0.48518780926456195	Peptococcaceae_C2
Prevotellaceae	C2	0.48518780926456195	Prevotellaceae_C2
Rikenellaceae	C2	0.5500141416438832	Rikenellaceae_C2
Ruminococcaceae	C2	0.5500141416438832	Ruminococcaceae_C2
Saccharimonadaceae	C2	0.4379847599334542	Saccharimonadaceae_C2
Tannerellaceae	C2	0.4379847599334542	Tannerellaceae_C2
C4	C3	0.5500141416438832	C4_C3
C5	C3	0.5500141416438832	C5_C3
Anaeroplasmataceae	C3	0.2204824201942044	Anaeroplasmataceae_C3
Bacteroidaceae	C3	0.5500141416438832	Bacteroidaceae_C3
Clostridiales_vadinBB60_group	C3	0.5500141416438832	Clostridiales_vadinBB60_group_C3
Deferribacteraceae	C3	0.5500141416438832	Deferribacteraceae_C3
Desulfovibrionaceae	C3	0.48518780926456195	Desulfovibrionaceae_C3
Enterobacteriaceae	C3	0.4379847599334542	Enterobacteriaceae_C3
Lachnospiraceae	C3	0.5500141416438832	Lachnospiraceae_C3
Lactobacillaceae	C3	0.5500141416438832	Lactobacillaceae_C3
Marinifilaceae	C3	0.48518780926456195	Marinifilaceae_C3
Muribaculaceae	C3	0.48518780926456195	Muribaculaceae_C3
Peptococcaceae	C3	0.48518780926456195	Peptococcaceae_C3
Prevotellaceae	C3	0.48518780926456195	Prevotellaceae_C3
Rikenellaceae	C3	0.5500141416438832	Rikenellaceae_C3
Ruminococcaceae	C3	0.5500141416438832	Ruminococcaceae_C3
Saccharimonadaceae	C3	0.4379847599334542	Saccharimonadaceae_C3
Tannerellaceae	C3	0.4379847599334542	Tannerellaceae_C3
C5	C4	0.2369813876151302	C5_C4
Anaeroplasmataceae	C4	0.5500141416438832	Anaeroplasmataceae_C4
Bacteroidaceae	C4	0.37576353091741516	Bacteroidaceae_C4
Clostridiales_vadinBB60_group	C4	0.40304315449157363	Clostridiales_vadinBB60_group_C4
Deferribacteraceae	C4	0.4240476474952384	Deferribacteraceae_C4
Desulfovibrionaceae	C4	0.5500141416438832	Desulfovibrionaceae_C4
Enterobacteriaceae	C4	0.5500141416438832	Enterobacteriaceae_C4
Lachnospiraceae	C4	0.37576353091741516	Lachnospiraceae_C4
Lactobacillaceae	C4	0.40304315449157363	Lactobacillaceae_C4
Marinifilaceae	C4	0.5500141416438832	Marinifilaceae_C4
Muribaculaceae	C4	0.5500141416438832	Muribaculaceae_C4
Peptococcaceae	C4	0.5500141416438832	Peptococcaceae_C4
Prevotellaceae	C4	0.5500141416438832	Prevotellaceae_C4
Rikenellaceae	C4	0.40304315449157363	Rikenellaceae_C4
Ruminococcaceae	C4	0.40304315449157363	Ruminococcaceae_C4
Saccharimonadaceae	C4	0.5500141416438832	Saccharimonadaceae_C4
Tannerellaceae	C4	0.5500141416438832	Tannerellaceae_C4
Anaeroplasmataceae	C5	0.5500141416438832	Anaeroplasmataceae_C5
Bacteroidaceae	C5	0.37576353091741516	Bacteroidaceae_C5
Clostridiales_vadinBB60_group	C5	0.40304315449157363	Clostridiales_vadinBB60_group_C5
Deferribacteraceae	C5	0.4240476474952384	Deferribacteraceae_C5
Desulfovibrionaceae	C5	0.5500141416438832	Desulfovibrionaceae_C5
Enterobacteriaceae	C5	0.5500141416438832	Enterobacteriaceae_C5
Lachnospiraceae	C5	0.37576353091741516	Lachnospiraceae_C5
Lactobacillaceae	C5	0.40304315449157363	Lactobacillaceae_C5
Marinifilaceae	C5	0.5500141416438832	Marinifilaceae_C5
Muribaculaceae	C5	0.5500141416438832	Muribaculaceae_C5
Peptococcaceae	C5	0.5500141416438832	Peptococcaceae_C5
Prevotellaceae	C5	0.5500141416438832	Prevotellaceae_C5
Rikenellaceae	C5	0.40304315449157363	Rikenellaceae_C5
Ruminococcaceae	C5	0.40304315449157363	Ruminococcaceae_C5
Saccharimonadaceae	C5	0.5500141416438832	Saccharimonadaceae_C5
Tannerellaceae	C5	0.5500141416438832	Tannerellaceae_C5
Bacteroidaceae	Anaeroplasmataceae	0.5500141416438832	Bacteroidaceae_Anaeroplasmataceae
Clostridiales_vadinBB60_group	Anaeroplasmataceae	0.5500141416438832	Clostridiales_vadinBB60_group_Anaeroplasmataceae
Deferribacteraceae	Anaeroplasmataceae	0.5500141416438832	Deferribacteraceae_Anaeroplasmataceae
Desulfovibrionaceae	Anaeroplasmataceae	0.48518780926456195	Desulfovibrionaceae_Anaeroplasmataceae
Enterobacteriaceae	Anaeroplasmataceae	0.4379847599334542	Enterobacteriaceae_Anaeroplasmataceae
Lachnospiraceae	Anaeroplasmataceae	0.5500141416438832	Lachnospiraceae_Anaeroplasmataceae
Lactobacillaceae	Anaeroplasmataceae	0.5500141416438832	Lactobacillaceae_Anaeroplasmataceae
Marinifilaceae	Anaeroplasmataceae	0.48518780926456195	Marinifilaceae_Anaeroplasmataceae
Muribaculaceae	Anaeroplasmataceae	0.48518780926456195	Muribaculaceae_Anaeroplasmataceae
Peptococcaceae	Anaeroplasmataceae	0.48518780926456195	Peptococcaceae_Anaeroplasmataceae
Prevotellaceae	Anaeroplasmataceae	0.48518780926456195	Prevotellaceae_Anaeroplasmataceae
Rikenellaceae	Anaeroplasmataceae	0.5500141416438832	Rikenellaceae_Anaeroplasmataceae
Ruminococcaceae	Anaeroplasmataceae	0.5500141416438832	Ruminococcaceae_Anaeroplasmataceae
Saccharimonadaceae	Anaeroplasmataceae	0.4379847599334542	Saccharimonadaceae_Anaeroplasmataceae
Tannerellaceae	Anaeroplasmataceae	0.4379847599334542	Tannerellaceae_Anaeroplasmataceae
Clostridiales_vadinBB60_group	Bacteroidaceae	0.40304315449157363	Clostridiales_vadinBB60_group_Bacteroidaceae
Deferribacteraceae	Bacteroidaceae	0.4240476474952384	Deferribacteraceae_Bacteroidaceae
Desulfovibrionaceae	Bacteroidaceae	0.5500141416438832	Desulfovibrionaceae_Bacteroidaceae
Enterobacteriaceae	Bacteroidaceae	0.5500141416438832	Enterobacteriaceae_Bacteroidaceae
Lachnospiraceae	Bacteroidaceae	0.20593057427742945	Lachnospiraceae_Bacteroidaceae
Lactobacillaceae	Bacteroidaceae	0.40304315449157363	Lactobacillaceae_Bacteroidaceae
Marinifilaceae	Bacteroidaceae	0.5500141416438832	Marinifilaceae_Bacteroidaceae
Muribaculaceae	Bacteroidaceae	0.5500141416438832	Muribaculaceae_Bacteroidaceae
Peptococcaceae	Bacteroidaceae	0.5500141416438832	Peptococcaceae_Bacteroidaceae
