C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,time
-5.289862056895549,-5.3717844955013,-3.814897576661157,-3.580511488267004,-5.164548150262878,-5.202424773564929,-3.5587306828560155,-4.265042622519172,-4.310590905057964,-5.14842394785326,-4.023567273928634,-5.37962374303696,-4.480567161907556,-4.803561699123698,-4.661519212684762,-4.846747914480144,-3.6848413418084887,-4.345189571401988,-4.9003785453946644,-4.0900800057999716,-4.586783051324749,-4.529414279205566,20
-5.349576886578087,-5.246426268501301,-3.6886625036997773,-3.4720632772441675,-4.7944266703536,-5.362113147875427,-3.4401136010864857,-4.096264876495794,-4.20893505899542,-4.876181219639847,-3.9066104108413526,-5.02317334972099,-4.313712691528592,-4.524537277640118,-4.517485888667385,-4.606230007967816,-3.6566616181187532,-4.309398608130476,-4.610180571680095,-3.9581333896848254,-4.4840105469225575,-4.468953229779823,21
-5.402778838399542,-5.135258701977285,-3.573959580230327,-3.3737433306901927,-4.4623630659519256,-5.50123743710661,-3.3325976716901025,-3.9460410409777382,-4.11899152062556,-4.6306726744656626,-3.8020901362553996,-4.706548365448275,-4.164747435265134,-4.275172619423838,-4.388321346662518,-4.393082924311488,-3.6311892747584453,-4.277912080127797,-4.351408359724115,-3.839483659223638,-4.394682750330448,-4.415955034796274,22
-5.449467912359912,-5.03828179592925,-3.4707888062528074,-3.2855516486050833,-4.168357337057857,-5.619797641258477,-3.2361828946668667,-3.8143711159650038,-4.040760289948387,-4.41189831233071,-3.7100064501707766,-4.429748790218817,-4.033671393117182,-4.055467724474862,-4.27402558667016,-4.207306663511162,-3.6084243117275636,-4.250729987393954,-4.124061909526724,-3.7341308144164116,-4.3187996615484225,-4.37041969425492,23
-5.4896441084592,-4.955495550357199,-3.3791501817672174,-3.2074882309888344,-3.9124094836713894,-5.717793760331026,-3.1508692700167775,-3.70125510145759,-3.974241366963898,-4.219858133234986,-3.6303593525874827,-4.192774624032612,-3.920484565084733,-3.865422592793184,-4.174598608690313,-4.048901225566835,-3.5883667290261094,-4.227852329928946,-3.9281412210879205,-3.642074855263144,-4.25636128057648,-4.332347208155761,24
-5.523307426697404,-4.88689996526113,-3.2990437067735567,-3.139553077841451,-3.694519505792527,-5.79522579432426,-3.076656797739835,-3.6066929974554975,-3.9194347516720938,-4.0545521371784945,-3.563148843505518,-3.9956258668896627,-3.825186951167791,-3.705037224378808,-4.090040412722975,-3.9178666104785087,-3.5710165266540828,-4.209279107732774,-3.7636462944077076,-3.5633157817638357,-4.2073676074146205,-4.301737576498795,25
-5.550457867074524,-4.832495040641045,-3.2304693812718264,-3.0817461891629296,-3.514687403421269,-5.8520937432381785,-3.0135454778360393,-3.5306848039587266,-3.8763404440729756,-3.9159803241612314,-3.508374922924882,-3.838302518789968,-3.7477785513663537,-3.574311619231732,-4.020350998768147,-3.8142028182461822,-3.5563737046114827,-4.195010320805438,-3.630577129486083,-3.497853593918488,-4.171818642062844,-4.278590799284022,26
-5.57109542959056,-4.792280776496943,-3.1734272052620263,-3.0340675649532725,-3.3729131765576152,-5.888397607072782,-2.9615353103053903,-3.473230520967278,-3.8449584441665428,-3.804142694183199,-3.4660375908455765,-3.7208045797335294,-3.6882593656804215,-3.4732457773519565,-3.965530366825829,-3.7379098488698572,-3.5444382628983098,-4.185045969146937,-3.5289337263230482,-3.4456882917270995,-4.149714384521151,-4.262906876511446,27
-5.585220114245512,-4.766257172828824,-3.1279171787441564,-2.9965172052124776,-3.2691968252015653,-5.904137385828067,-2.9206262951478883,-3.4343301484811497,-3.825288751952795,-3.719039247244397,-3.4361368472676004,-3.6431320497203457,-3.6466293941099943,-3.4018396987394834,-3.925578516896021,-3.688987702349532,-3.535210201514564,-4.179386052757271,-3.4587160849186027,-3.40681987518967,-4.141054834789542,-4.254685808181062,28
-5.592831921039382,-4.754424229636688,-3.0939393017182164,-2.9690951099405467,-3.2035383493531198,-5.899313079504038,-2.890818432363534,-3.4139836865003437,-3.8173313674317324,-3.6606699833448255,-3.418672692190954,-3.605284928750417,-3.622888636655073,-3.360093383394311,-3.900495448978723,-3.6674363786852076,-3.528689520460245,-4.17803057163644,-3.4199242052727477,-3.381248344306202,-4.145839992868016,-4.253927594292874,29
