C1,C2,C3,C4,C5,time
-5.833697483382524,-4.277843386502291,-5.03200568498104,-4.152922503027963,-3.6242834909414925,10
-5.827171971858381,-4.251560962096858,-5.010611452874928,-4.135110133389853,-3.6254939582625605,11
-5.821187319783961,-4.223447623325028,-4.991228507029173,-4.119214845763059,-3.6267364788214884,12
-5.8157435271592615,-4.193503370186801,-4.973856847443775,-4.105236640147578,-3.628011052618276,13
-5.810840593984284,-4.161728202682177,-4.958496474118739,-4.093175516543413,-3.6293176796529236,14
-5.80647852025903,-4.128122120811156,-4.945147387054063,-4.083031474950563,-3.6306563599254322,15
-5.802657305983498,-4.0926851245737375,-4.933809586249754,-4.074804515369029,-3.632027093435801,16
-5.799376951157687,-4.055417213969923,-4.92448307170581,-4.06849463779881,-3.6334298801840306,17
-5.796637455781602,-4.016318388999711,-4.9171678434222335,-4.064101842239906,-3.6348647201701203,18
-5.794438819855238,-3.9753886496631012,-4.911863901399028,-4.061626128692317,-3.6363316133940704,19
-5.792781043378598,-3.932627995960095,-4.908571245636194,-4.061067497156044,-3.6378305598558818,20
-5.793440165786613,-3.8879059424956,-4.909886706163514,-4.0623936590049885,-3.6383406475406037,21
-5.797402875654246,-3.841149997383455,-4.917252966330862,-4.0655866761135435,-3.6372947031065976,22
-5.803485146691541,-3.792447150887055,-4.928938806118382,-4.070668074232437,-3.63537333456383,23
-5.810502952608543,-3.741884393269792,-4.943213005506217,-4.0776593791124025,-3.633257149922268,24
-5.817272267115298,-3.689548714795062,-4.958344344474512,-4.086582116504172,-3.6316267571918757,25
-5.822609063921851,-3.6355271057262586,-4.972601603003412,-4.097457812158473,-3.6311627643826228,26
-5.825329316738248,-3.5799065563267765,-4.984253561073058,-4.110307991826041,-3.6325457795044733,27
-5.824248999274533,-3.522774056860009,-4.991568998663596,-4.125154181257605,-3.6364564105673947,28
-5.818184085240752,-3.4642165975893513,-4.99281669575517,-4.142017906203898,-3.643575265581354,29
-5.80595054834695,-3.404321168778197,-4.986265432327924,-4.160920692415648,-3.654582952556317,30
-5.792164188214391,-3.33461242022019,-4.975849347883469,-4.1779704543215885,-3.670274667352349,31
-5.780617217081507,-3.2502916118979077,-4.9655494147581045,-4.190982599159141,-3.6903863697332246,32
-5.768890227584096,-3.156960649358148,-4.953704662184013,-4.202539891892081,-3.714009813564474,33
