C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,time
-5.289862056895549,-5.371784495501302,-5.164548150262887,-3.6474593186957494,-4.916435622693989,-3.558730682856016,-4.080644057150481,-4.310590905057964,-5.14842394785326,-5.361230624737669,-4.339393820988501,-4.803561699123704,-4.66151921268476,-4.839012521240708,-4.262385036948132,-5.099818123894991,-4.529414279205565,20
-5.349576886578087,-5.246426268501302,-4.79442667035361,-3.548854739747469,-5.1224830954433624,-3.440113601086486,-3.942268171761738,-4.20893505899542,-4.876181219639847,-4.9982740849990694,-4.184966497909338,-4.524537277640123,-4.517485888667383,-4.540225950945897,-4.112414029163544,-4.837533089066205,-4.468953229779822,21
-5.402778838399542,-5.135258701977285,-4.462363065951935,-3.459298147780952,-5.303193218922458,-3.332597671690103,-3.81827521081332,-4.118991520625561,-4.6306726744656626,-4.6762558273844546,-4.046771325113768,-4.275172619423843,-4.388321346662516,-4.2731850524172446,-3.977400808448852,-4.605634108471407,-4.415955034796273,22
-5.449467912359913,-5.038281795929251,-4.1683573370578655,-3.378789542796197,-5.458565993131274,-3.2361828946668676,-3.7086651743052284,-4.040760289948387,-4.41189831233071,-4.395175851893828,-3.9248083026017886,-4.055467724474866,-4.27402558667016,-4.037889825654753,-3.857345374804062,-4.4041211821106,-4.37041969425492,23
-5.4896441084592,-4.955495550357199,-3.912409483671397,-3.307328924793205,-5.588601418069812,-3.150869270016778,-3.613438062237461,-3.9742413669638976,-4.219858133234986,-4.155034158527187,-3.819077430373401,-3.8654225927931867,-4.174598608690312,-3.834340270658419,-3.7522477282291673,-4.23299430998378,-4.33234720815576,24
-5.5233074266974045,-4.88689996526113,-3.6945195057925324,-3.2449162937719764,-5.6932994937380705,-3.0766567977398354,-3.532593874610019,-3.919434751672094,-4.054552137178494,-3.9558307472845327,-3.7295787084286043,-3.7050372243788092,-4.090040412722974,-3.662536387428243,-3.662107868724171,-4.092253492090949,-4.301737576498794,25
-5.550457867074525,-4.832495040641045,-3.5146874034212714,-3.1915516497325105,-5.772660220136051,-3.0135454778360393,-3.4661326114229025,-3.8763404440729747,-3.91598032416123,-3.797565618165863,-3.6563121367674,-3.5743116192317332,-4.020350998768147,-3.5224781759642267,-3.5869257962890733,-3.9818987284321063,-4.278590799284022,26
-5.571095429590561,-4.792280776496942,-3.3729131765576152,-3.1472349926748078,-5.826683597263754,-2.9615353103053903,-3.4140542726761116,-3.844958444166542,-3.804142694183198,-3.6802387711711817,-3.5992777153897872,-3.4732457773519583,-3.9655303668258295,-3.414165636266369,-3.526701510923874,-3.901930019007253,-4.262906876511445,27
-5.585220114245514,-4.766257172828822,-3.269196825201563,-3.111966322598868,-5.855369625121177,-2.9206262951478883,-3.3763588583696453,-3.8252887519527934,-3.719039247244396,-3.6038502063004865,-3.558475444295766,-3.4018396987394834,-3.9255785168960213,-3.3375987683346695,-3.481435012628572,-3.852347363816388,-4.254685808181062,28
-5.592831921039384,-4.754424229636687,-3.2035383493531158,-3.0857456395046907,-5.858718303708321,-2.890818432363534,-3.3530463685035055,-3.8173313674317306,-3.660669983344824,-3.568399923553778,-3.5339053234853375,-3.360093383394311,-3.900495448978724,-3.292777572169129,-3.4511263014031686,-3.833150762859512,-4.253927594292874,29
-5.593930849972169,-4.756781946920534,-3.1759377490122738,-3.068572943392277,-5.836729633025187,-2.872111721952326,-3.344116803077691,-3.821086290603353,-3.6290349024844826,-3.573887922931056,-3.5255673529585003,-3.3480068313164386,-3.8902811630739365,-3.2797020477697463,-3.435775377247663,-3.844340216136625,-4.260632234846879,30
-5.58756062088063,-4.792096221015325,-3.2224332386427905,-3.066299697235799,-5.772684377056533,-2.872106262780359,-3.36449845466805,-3.8501943385193957,-3.6482603226370873,-3.661857540830749,-3.5504734753206098,-3.394667072199098,-3.9104932857372514,-3.3293399511719293,-3.4501095355533815,-3.917707436647616,-4.28459303308667,31
-5.573189967007409,-4.870792549884926,-3.363046048502305,-3.0821767137986873,-5.657294071349445,-2.895024331995462,-3.422484819150054,-3.9122337428752654,-3.7317497537880358,-3.855388408585315,-3.618074769796862,-3.5162335669829714,-3.9697749428328866,-3.4588955912842354,-3.502310607093282,-4.070914487170202,-4.3312507130364635,32
-5.551456408461335,-4.980360335972696,-3.573750702281649,-3.1123030177648263,-5.501704873247419,-2.935799197020241,-3.5081237014731372,-3.9981106256364742,-3.8634189839548507,-4.1267849685958025,-3.717029941317021,-3.6933149625392385,-4.057754383323779,-3.647723797416396,-3.582560394939814,-4.282766892371121,-4.394076405867201,33
-5.522997465351234,-5.108288981721997,-3.8305217236716556,-3.1527776338180997,-5.317062940093949,-2.9893641252772984,-3.611462906586735,-4.098731108768531,-4.027183801155057,-4.448351663263262,-3.8359976948108514,-3.9065199057390814,-4.164059856172871,-3.875179398878139,-3.681040702165429,-4.5320701769171174,-4.466541242749818,34
-5.488450657785934,-5.2420678895761865,-4.109333636363151,-3.1996995866423923,-5.114514429232531,-3.0506523841892386,-3.722550239440279,-4.205001314236946,-4.206959993406172,-4.7923929349887375,-3.9636367352081145,-4.136457043453676,-4.278319610343097,-4.120617224979193,-3.787933331842573,-4.797629865474927,-4.542116354855256,35
-5.448453505874265,-5.369186461978626,-4.3861609640469705,-3.249167900921589,-4.9052054980066595,-3.114597241178666,-3.831433504983208,-4.307827364007231,-4.386663348725723,-5.131213226173282,-4.088605767438577,-4.3637350225542075,-4.390161894797397,-4.363392105029287,-3.8934200870436992,-5.058251482711295,-4.614272873354453,36
-5.40364352972505,-5.477134101372676,-4.636978230413943,-3.2972816013395727,-4.700282303759828,-3.176131963668184,-3.9281605081649547,-4.398115380044896,-4.5502096551312325,-5.437116979217941,-4.199563496432001,-4.5689624899118515,-4.489214958498711,-4.582858868338151,-3.9876827708412557,-5.29274055329296,-4.67648192941835,37
-5.354658249447121,-5.553400210201693,-4.837759959154899,-3.3401397125802292,-4.510891003835532,-3.2301898190803975,-4.002779053934952,-4.46677148431545,-4.681514700640221,-5.6824086365237605,-4.285168627118148,-4.732748092397789,-4.565107050409975,-4.758372344215512,-4.060903186307691,-5.479902601886661,-4.7222146542178836,38
-5.302135185149303,-5.585474190909041,-4.964480673960671,-3.3738412593274436,-4.3481777555772645,-3.2717040748379103,-4.045336947242638,-4.504701798784404,-4.764494273270216,-5.839392640491796,-4.334079864426788,-4.8357004768832015,-4.607466419494131,-4.869287361971101,-4.103263136515457,-5.598543153159141,-4.744942178923995,39
-5.246711856940425,-5.560845445938078,-4.993114898522089,-3.3944852662650984,-4.223288716328522,-3.295607998363326,-4.045881993037444,-4.502812445417268,-4.783064161038734,-5.880373433523088,-4.334955913287678,-4.858428290239268,-4.605921314714113,-4.894958750914646,-4.104944424537002,-5.6274677317771395,-4.738135634707622,40
-5.18220770474378,-5.468798208708696,-4.914011775290347,-3.403387747811352,-4.130311593153918,-3.3030359664004476,-3.9989499852984087,-4.455005932571006,-4.7315965923487555,-5.792579540243252,-4.281457765623477,-4.792407464675562,-4.554556144451525,-4.826476228710526,-4.061128524704725,-5.556127175474041,-4.696517293025642,41
-5.104527952107598,-5.316353228586979,-4.746725025503391,-3.405325278970779,-4.054402800881277,-3.2998725775909086,-3.9118260488811365,-4.36732545322044,-4.623644950961535,-5.597637015546907,-4.181825093315899,-4.65301195836803,-4.460840358882726,-4.680299445147379,-3.9793203121651963,-5.400640294447325,-4.6239257612509,42
-5.017438794578114,-5.1176046819355765,-4.511036041032189,-3.4015877253068973,-3.993311558498919,-3.2881764322040605,-3.7936819850499175,-4.248888156257863,-4.471896757932025,-5.31944659723862,-4.0465846212333085,-4.456697457137411,-4.334479769662796,-4.473838127721327,-3.8681866912121228,-5.179814572059883,-4.52750667442829,43
-4.924706427701562,-4.886646745117143,-4.226726213747709,-3.3934649523832228,-3.944787084995161,-3.270006130509257,-3.6536895950690447,-4.108811190575576,-4.289039534315174,-4.98190902312296,-3.886263074244072,-4.219919646804449,-4.185180188446812,-4.2245020039284915,-3.7363945661392126,-4.912457491674605,-4.414405667602708,44
-4.830097047024173,-4.6375735944943255,-3.9135769355209127,-3.382246825763268,-3.906578599358317,-3.247420272775848,-3.5010206802028057,-3.956211705065873,-4.087760801165927,-4.6089250310044925,-3.7113871772165457,-3.95913421318988,-4.022647426889852,-3.949700801264991,-3.5926108412401687,-4.617376536654374,-4.291768375819047,45
-4.737376848092182,-4.384479406429773,-3.5913695982227654,-3.3692232110105507,-3.876435320576703,-3.2224774592731853,-3.3448470417154907,-3.8002068486210505,-3.8807480795392317,-4.224395358687783,-3.532483655019095,-3.690796842114446,-3.856587296646995,-3.6668442472269467,-3.4455024208086993,-4.313379190362083,-4.166740434122201,46
-4.650312026451819,-4.141458357286137,-3.2798855937242304,-3.3556839736885853,-3.8521064676386367,-3.197236290270621,-3.1943404808713884,-3.649913770133402,-3.6806888904900363,-3.8522207439773943,-3.3600792325200786,-3.431363219398883,-3.696705609373316,-3.3933420693104765,-3.303736209138508,-4.019272936160615,-4.046467477557064,47
-4.57266877764932,-3.922604623426066,-2.998906313896276,-3.342918979360888,-3.8313412595324334,-3.1737553660375073,-3.0586727989347904,-3.514449618495227,-3.500270755073289,-3.516301924677895,-3.2047006345878613,-3.1972890308639337,-3.552708176723894,-3.146603995011703,-3.1759791105233037,-3.7538652574128597,-3.93809514116853,48
-4.508213297230919,-3.742012381212215,-2.7682131506098684,-3.3322180935909733,-3.8118889152464117,-3.154093286843195,-2.9470157971699873,-3.4029315425988225,-3.3521811943439404,-3.240539638593857,-3.0768745860908076,-3.0050299623303403,-3.43430081035381,-2.9440397518267494,-3.0708980292567922,-3.5359636374817094,-3.8487690600014948,49
-4.460711780742846,-3.6137758070072294,-2.6075874957359715,-3.324871181942358,-3.791498653768886,-3.140308652957037,-2.8685412768412686,-3.324476691336483,-3.2491077293569353,-3.0488346235298405,-2.987127811897276,-2.87104169961884,-3.35118932191814,-2.8030590672517324,-2.9971598696326796,-3.3843755597300484,-3.785634869100851,50
-4.432567333548012,-3.5355165293992212,-2.511281177681976,-3.317282461061231,-3.7746400010539585,-3.129732578191698,-2.8209089918976358,-3.276904849919123,-3.187412052313962,-2.9339372103021324,-2.9327554161983134,-2.7903614956468297,-3.300976394800139,-2.7186238020596543,-2.95266339302543,-3.2932227018734155,-3.747212622945183,51
-4.421209329911201,-3.4912970480425387,-2.4555867317709876,-3.3061166351666462,-3.766130170347504,-3.1187475032748866,-2.793307308036678,-3.24954996683487,-3.151915451862678,-2.8670338546039322,-2.901338075532864,-2.743167113035799,-3.272264900274129,-2.6698804577950925,-2.9272533438940496,-3.239735272488557,-3.725269841383443,52
