C1,C2,C3,C4,C5,C6,C7,time
-4.371711851525387,-4.164839660660456,-3.80461982162344,-3.99973237772991,-3.939443235726609,-4.116274353448105,-4.076962585462982,10
-4.37167626955445,-4.163736510551407,-3.80665997569572,-4.000727029653637,-3.9396433008057112,-4.115623220421076,-4.076633360722229,11
-4.371579689919048,-4.160742245969701,-3.812197536749051,-4.003426799160897,-3.940186334591845,-4.113855859347711,-4.075739750711616,12
-4.371437362035296,-4.1563296455335035,-3.82035815303817,-4.0074054068558045,-3.940986594908253,-4.111251327239593,-4.074422851748605,13
-4.371264535319313,-4.150971487860978,-3.8302674728178143,-4.012236573342479,-3.9419583395781763,-4.108088681108308,-4.072823760150664,14
-4.371076459187215,-4.145140551570288,-3.841051144342722,-4.017494019225037,-3.9430158264248583,-4.104646977965439,-4.071083572235257,15
-4.3708883830551155,-4.139309615279599,-3.851834815867629,-4.022751465107595,-3.9440733132715398,-4.101205274822569,-4.0693433843198505,16
-4.370715556339132,-4.133951457607073,-3.861744135647274,-4.02758263159427,-3.945045057941464,-4.098042628691284,-4.06774429272191,17
-4.370573228455382,-4.129538857170876,-3.869904751936393,-4.031561239289178,-3.945845318257872,-4.095438096583167,-4.066427393758899,18
-4.370476648819979,-4.12654459258917,-3.8754423129897244,-4.034261008796437,-3.9463883520440053,-4.093670735509802,-4.065533783748284,19
-4.370441066849041,-4.1254414424801205,-3.877482467062004,-4.035255660720164,-3.9465884171231074,-4.093019602482772,-4.065204559007532,20
-4.421683382999502,-4.172440434207769,-3.85380498615758,-4.0121847319642585,-3.909581200343663,-4.15366774304207,-4.126959387374028,21
-4.5607696696936095,-4.300009126039959,-3.7895375379884286,-3.9495636396267986,-3.8091330405137427,-4.318284124560165,-4.294579635797374,22
-4.7657389342954515,-4.488005092950554,-3.694827614370734,-3.857279924603176,-3.661104173395967,-4.560876686797357,-4.541598949263355,23
-5.0146301841691185,-4.71628590991342,-3.579822707120674,-3.7452211277887746,-3.4813548347529517,-4.85545336951395,-4.841550972757763,24
-5.285482426678695,-4.9647091519024205,-3.4546703080544336,-3.6232747900789866,-3.2857452603473183,-5.176022112470239,-5.167969351266381,25
-5.5563346691882725,-5.213132393891422,-3.3295179089881928,-3.501328452369197,-3.090135685941685,-5.496590855426529,-5.494387729775001,26
-5.805225919061939,-5.441413210854288,-3.214513001738134,-3.389269655554797,-2.91038634729867,-5.791167538143121,-5.794339753269408,27
-6.01019518366378,-5.629409177764882,-3.1198030781204378,-3.296985940531173,-2.762357480180894,-6.033760100380311,-6.041359066735389,28
-6.149281470357888,-5.756977869597072,-3.055535629951287,-3.2343648481937146,-2.6619093203509734,-6.198376481898407,-6.208979315158735,29
-6.200523786508349,-5.8039768613247205,-3.0318581490468635,-3.2112939194378085,-2.6249021035715296,-6.259024622457705,-6.27073414352523,30
-6.207670362127296,-5.720984155802508,-3.123459458034464,-3.2901647676692862,-2.732101618509786,-6.256453632886292,-6.278568551562395,31
-6.227068210235865,-5.4957182408136465,-3.3720915824293796,-3.504242784297582,-3.0230717304850536,-6.249475232621028,-6.299833373377558,32
-6.255654512711654,-5.163747418724797,-3.7384968183797813,-3.819726177223493,-3.451869790238079,-6.239191274335376,-6.331171005526219,33
-6.290366451432254,-4.760639991902623,-4.183417462033842,-4.2028131543478136,-3.9725531485096095,-6.226703610702798,-6.369223844563878,34
-6.32814120827526,-4.321964262713789,-4.667595809539728,-4.619701923571336,-4.53917915604039,-6.213114094396758,-6.410634287046037,35
-6.3659159651182655,-3.8832885335249525,-5.151774157045615,-5.03659069279486,-5.1058051635711745,-6.199524578090717,-6.452044729528196,36
-6.400627903838865,-3.480181106702779,-5.596694800699676,-5.41967766991918,-5.626488521842705,-6.18703691445814,-6.490097568565856,37
-6.429214206314654,-3.1482102846139304,-5.9631000366500775,-5.735161062845091,-6.0552865815957295,-6.176752956172488,-6.521435200714517,38
-6.448612054423224,-2.9229443696250685,-6.211732161044992,-5.949239079473386,-6.3462566935709965,-6.169774555907224,-6.5427000225296785,39
-6.455758630042171,-2.8399516641028573,-6.303333470032592,-6.028109927704863,-6.453456208509252,-6.16720356633581,-6.550534430566844,40
-6.447471645564041,-2.9250218459239945,-6.294557994000328,-6.022748001786185,-6.450334460841304,-6.174372581923719,-6.549126018034634,41
-6.424978401980543,-3.1559266251527998,-6.2707388447698955,-6.008194202864059,-6.441861145742585,-6.19383133851947,-6.545303184018633,42
-6.391830464068022,-3.496207352437354,-6.235636940640838,-5.9867464991893495,-6.429374155070792,-6.222507400871104,-6.53966953388979,43
