C1,C2,C3,C4,C5,C6,C7,C8,time
-5.1260777867200265,-3.875285273268644,-4.105127630591327,-4.707618842029025,-4.673322169332458,-3.573809749299253,-4.882096041900859,-4.332717443511779,20
-5.196813325120493,-3.766994302811669,-4.218239101433105,-4.508789798633442,-4.826000752284895,-3.658276001598943,-5.074193557553671,-4.417372772012376,21
-5.259157374622877,-3.668375878561654,-4.319456450928123,-4.330997727247285,-4.961537310160915,-3.7338320052190936,-5.247262536389061,-4.493071592760893,22
-5.313109935227177,-3.579430000518599,-4.408779679076381,-4.174242627870552,-5.079931842960514,-3.800477760159706,-5.401302978407027,-4.559813905757327,23
-5.3586710069333945,-3.500156668682503,-4.486208785877877,-4.038524500503246,-5.181184350683694,-3.8582132664207798,-5.53631488360757,-4.617599711001682,24
-5.395840589741527,-3.4305558830533665,-4.551743771332614,-3.9238433451453703,-5.265294833330454,-3.9070385240023144,-5.652298251990691,-4.666429008493955,25
-5.424618683651578,-3.3706276436311895,-4.60538463544059,-3.830199161796925,-5.332263290900797,-3.9469535329043097,-5.749253083556388,-4.706301798234146,26
-5.445005288663542,-3.320371950415972,-4.647131378201807,-3.757591950457913,-5.382089723394721,-3.977958293126767,-5.827179378304662,-4.737218080222257,27
-5.457000404777423,-3.2797888034077127,-4.676983999616262,-3.706021711128333,-5.414774130812222,-4.000052804669685,-5.886077136235513,-4.759177854458286,28
-5.46060403199322,-3.248878202606414,-4.694942499683956,-3.67548844380819,-5.430316513153307,-4.013237067533064,-5.92594635734894,-4.772181120942234,29
-5.45581617031093,-3.227640148012073,-4.70100687840489,-3.6659921484974833,-5.42871687041797,-4.017511081716903,-5.946787041644945,-4.776227879674102,30
-5.440713463499309,-3.2224496923976944,-4.68435288936274,-3.6987768568206585,-5.398042501395157,-4.002701325330724,-5.937416701218627,-4.765077238172171,31
-5.414227380318774,-3.23684853174828,-4.638967062326215,-3.7856448085690704,-5.331664127634277,-3.9631558417687027,-5.891622842789487,-4.735262033946596,32
-5.377640158256824,-3.266586630881827,-4.572065561572866,-3.9124333159930873,-5.237536883276039,-3.905656978957828,-5.816860458294125,-4.690942861985191,33
-5.332234034800958,-3.307413954616334,-4.4908645513802385,-4.064979691343077,-5.123615902461145,-3.8369870848250844,-5.720584539669138,-4.636280317275768,34
-5.279291247438673,-3.355080467769799,-4.402580196025884,-4.229121246869408,-4.997856319330302,-3.7639285072974604,-5.610250078851131,-4.5754349948061375,35
-5.2200940336574675,-3.40533613516022,-4.31442865978735,-4.390695294822447,-4.868213268024217,-3.6932635943019423,-5.493312067776698,-4.512567489564114,36
-5.155924630944841,-3.4539309216055964,-4.233626106942185,-4.535539147452565,-4.742641882683594,-3.6317746937655166,-5.377225498382441,-4.451838396537508,37
-5.088065276788292,-3.496614791923924,-4.16738870176794,-4.649490117010127,-4.629097297449139,-3.5862441536151706,-5.269445362604961,-4.397408310714132,38
-5.017798208675318,-3.529137710933203,-4.122932608542161,-4.718385515745504,-4.5355346464615565,-3.5634543217778907,-5.177426652380856,-4.353437827081799,39
-4.946405664093419,-3.54724964345143,-4.107473991542399,-4.728062655909062,-4.469909063861554,-3.570187546180664,-5.108624359646726,-4.324087540628321,40
-4.866773929133457,-3.5522651373197798,-4.123710987176554,-4.671534985249374,-4.429699554102762,-3.6110777687103863,-5.05825925939957,-4.308250574877049,41
-4.773621212747764,-3.549321940786906,-4.165659130494522,-4.559608317589336,-4.405255795365355,-3.6816658555280894,-5.015945123888654,-4.300997307353595,42
-4.670977636716045,-3.539904819282028,-4.22751068373684,-4.40480851429081,-4.393838932379854,-3.77509454097196,-4.98072644092898,-4.300754214049163,43
-4.562873322818003,-3.525498538234364,-4.303457909144048,-4.219661436715656,-4.39271010987678,-3.8845065593801844,-4.951647698335551,-4.3059477709549565,44
-4.453338392833341,-3.5075878630731316,-4.387693068956682,-4.016692946225729,-4.39913047258665,-4.0030446450909505,-4.927753383923362,-4.315004454062178,45
-4.346402968541762,-3.487657559227549,-4.474408425415284,-3.80842890418289,-4.410361165239988,-4.123851532442447,-4.908087985507418,-4.326350739362032,46
-4.246097171722969,-3.467192392126836,-4.55779624076039,-3.607395171948996,-4.423663332567312,-4.240069955772862,-4.8916959909027184,-4.33841310284572,47
-4.156451124156663,-3.4476771272002087,-4.63204877723254,-3.426117610885907,-4.436298119299144,-4.3448426494203805,-4.877621887924263,-4.349618020504447,48
-4.08149494762255,-3.4305965298768877,-4.691358297072271,-3.2771220823554836,-4.445526670166001,-4.431312347723192,-4.864910164387054,-4.358391968329414,49
-4.025258763900334,-3.41743536558609,-4.729917062520123,-3.1729344477195824,-4.448610129898408,-4.492621785019482,-4.852605308106092,-4.363161422311826,50
-3.9895495099587492,-3.4039668023873118,-4.7500021264048256,-3.110158518557516,-4.447916245608349,-4.531859977029492,-4.847493895312312,-4.366829885459215,51
-3.9711916541199934,-3.386302843572194,-4.758901357233634,-3.0739177413714165,-4.447600726711576,-4.5578542820619,-4.854337147659198,-4.372642217673778,52
-3.966741615193964,-3.3664365074181744,-4.758323240764872,-3.0595174299073795,-4.44760666139425,-4.572354948337555,-4.8691415210955675,-4.37953693028871,53
-3.9727558119905577,-3.3463608122026907,-4.749976262756866,-3.0622628979114976,-4.447877137842538,-4.577112224077302,-4.887913471570243,-4.386452534637216,54
-3.9857906633196705,-3.328068776203178,-4.735568908967941,-3.077459459129863,-4.4483552442426015,-4.573876357501989,-4.906659455032042,-4.392327542052489,55
