C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,time
-4.371711851525387,-3.1094011296238513,-3.7052421419894657,-3.734938788787552,-3.9944553526899687,-4.24393251508319,-3.939443235726609,-4.136046654307728,-4.1655944974526875,-4.26731803490834,10
-4.37167626955445,-3.1103830278058737,-3.7044441749766337,-3.7371552400041885,-3.995421880110449,-4.242773717577475,-3.9396433008057112,-4.1353920113063225,-4.164946160904637,-4.270224465509578,11
-4.371579689919048,-3.1130481800142196,-3.7022782645132315,-3.7431713218779166,-3.998045311680323,-4.239628410061963,-3.940186334591845,-4.133615123159651,-4.163186390274214,-4.27811334857008,12
-4.371437362035297,-3.116975772742308,-3.699086396461902,-3.7520371267444625,-4.001911421362243,-4.234993220039102,-3.940986594908253,-4.130996551154028,-4.160593044082011,-4.289739070975031,13
-4.371264535319314,-3.121744992483559,-3.6952105566852875,-3.7628027469395553,-4.006605983118859,-4.229364775011343,-3.9419583395781763,-4.127816856575772,-4.1574439808486225,-4.303856019609614,14
-4.371076459187215,-3.12693502573139,-3.6909927310460313,-3.77451827479892,-4.011714770912824,-4.223239702481134,-3.9430158264248583,-4.1243566007112005,-4.154017059094641,-4.319218581359014,15
-4.370888383055116,-3.1321250589792218,-3.6867749054067747,-3.786233802658285,-4.01682355870679,-4.217114629950926,-3.9440733132715398,-4.120896344846628,-4.150590137340659,-4.334581143108413,16
-4.3707155563391336,-3.1368942787204723,-3.682899065630161,-3.796999422853377,-4.021518120463406,-4.211486184923167,-3.945045057941464,-4.117716650268373,-4.14744107410727,-4.348698091742997,17
-4.370573228455384,-3.140821871448561,-3.6797071975788316,-3.805865227719924,-4.025384230145326,-4.206850994900307,-3.945845318257872,-4.115098078262751,-4.144847727915068,-4.3603238141479475,18
-4.370476648819981,-3.143487023656907,-3.6775412871154294,-3.8118813095936517,-4.0280076617152,-4.203705687384795,-3.9463883520440053,-4.113321190116078,-4.143087957284645,-4.36821269720845,19
-4.370441066849043,-3.144468921838929,-3.676743320102597,-3.814097760810288,-4.028974189135679,-4.202546889879079,-3.9465884171231074,-4.112666547114673,-4.142439620736594,-4.3711191278096875,20
-4.421683382999504,-3.131366922499087,-3.7354338975377517,-3.881117626665239,-4.005429782163331,-4.261910752766077,-3.909581200343663,-4.173678585505046,-4.203754956933059,-4.340847976875839,21
-4.560769669693611,-3.095804352862374,-3.8947368934331705,-4.063028691128677,-3.941523534666957,-4.423041237745073,-3.8091330405137427,-4.3392826897074865,-4.370182298037751,-4.258683424341105,22
-4.765738934295453,-3.0433963555030084,-4.129499203173788,-4.33110815454848,-3.8473459067775644,-4.660496689293067,-3.661104173395967,-4.583330843268978,-4.615443642823612,-4.137598820605709,23
-5.01463018416912,-2.979758072995206,-4.41456772214454,-4.656633217272528,-3.7329873586261577,-4.948835451887062,-3.4813548347529517,-4.8796750297365055,-4.913260990063588,-3.99056751606987,24
-5.285482426678696,-2.9105046479131857,-4.724789345730354,-5.010881079648696,-3.6085383503437454,-5.262615870004053,-3.2857452603473183,-5.202167232657048,-5.237356338530617,-3.830562861133811,25
-5.556334669188274,-2.8412512228311657,-5.03501096931617,-5.365128942024866,-3.4840893420613326,-5.576396288121046,-3.090135685941685,-5.524659435577591,-5.561451686997648,-3.670558206197751,26
-5.8052259190619395,-2.7776129403233636,-5.320079488286921,-5.690654004748912,-3.369730793909927,-5.864735050715039,-2.91038634729867,-5.821003622045117,-5.859269034237623,-3.5235269016619126,27
-6.010195183663781,-2.7252049429639973,-5.554841798027537,-5.958733468168715,-3.2755531660205337,-6.102190502263031,-2.762357480180894,-6.065051775606608,-6.104530379023482,-3.4024422979265165,28
-6.14928147035789,-2.6896423733272843,-5.714144793922957,-6.1406445326321535,-3.2116469185241594,-6.263320987242028,-2.6619093203509734,-6.23065587980905,-6.270957720128175,-3.320277745391783,29
-6.20052378650835,-2.676540373987443,-5.772835371358111,-6.207664398487104,-3.1881025115518113,-6.3226848501290265,-2.6249021035715296,-6.291667918199423,-6.33227305632464,-3.290006594457934,30
-6.207670362127297,-2.780771219624801,-5.758087468128062,-6.226186982000811,-3.2735552448705167,-6.220065987891465,-2.732101618509786,-6.288985361687303,-6.3409375769920135,-3.38597598352656,31
-6.227068210235867,-3.0636835149262005,-5.718057445075071,-6.276462565823728,-3.505498378164146,-5.941529076103794,-3.0230717304850536,-6.281704136868691,-6.364455561660597,-3.6464643252842572,32
-6.255654512711656,-3.4806068974756315,-5.659065832154873,-6.3505528998785525,-3.847309311438968,-5.531053627153544,-3.451869790238079,-6.270973910820211,-6.399113644330088,-4.03034188155876,33
-6.290366451432256,-3.9868710048570843,-5.587433159323207,-6.440519734087985,-4.262365444701252,-5.032619153428243,-3.9725531485096095,-6.2579443506184855,-6.441198459000185,-4.496478914177798,34
-6.3281412082752615,-4.537805474654545,-5.509479956535804,-6.538424818374717,-4.714044177957264,-4.490205167315414,-4.53917915604039,-6.243765123340138,-6.486996639670584,-5.003745684969102,35
-6.365915965118267,-5.088739944452008,-5.4315267537484,-6.636329902661451,-5.165722911213279,-3.947791181202585,-5.1058051635711745,-6.2295858960617885,-6.532794820340984,-5.511012455760408,36
-6.400627903838868,-5.59500405183346,-5.3598940809167335,-6.726296736870882,-5.5807790444755625,-3.4493567074772824,-5.626488521842705,-6.216556335860064,-6.57487963501108,-5.977149488379446,37
-6.429214206314657,-6.0119274343828915,-5.300902467996537,-6.800387070925708,-5.922589977750385,-3.038881258527033,-6.0552865815957295,-6.205826109811585,-6.609537717680571,-6.361027044653949,38
-6.448612054423227,-6.2948397296842895,-5.260872444943546,-6.850662654748625,-6.154533111044013,-2.7603443467393642,-6.3462566935709965,-6.198544884992972,-6.6330557023491545,-6.621515386411645,39
-6.455758630042173,-6.399070575321646,-5.246124541713497,-6.869185238262331,-6.239985844362717,-2.6577254845018023,-6.453456208509252,-6.195862328480852,-6.641720223016527,-6.71748477548027,40
-6.447471645564043,-6.364384227196892,-5.259166453104977,-6.813265190188113,-6.230017670187499,-2.7708582733307443,-6.450334460841304,-6.203081443890442,-6.64668056574185,-6.7080966912518,41
-6.424978401980546,-6.270235568001127,-5.294565926881852,-6.66148220255809,-6.202961197426192,-3.0779329858664473,-6.441861145742585,-6.222676185716469,-6.660144353139155,-6.682614748345952,42
-6.391830464068024,-6.131490175502103,-5.346733572447771,-6.437802010261215,-6.163088500725318,-3.5304641411822204,-6.429374155070792,-6.251552647354824,-6.6799857240404465,-6.645062411432073,43
-6.351579396602819,-5.963013627467579,-5.410079999206388,-6.16619034818644,-6.114671654731401,-4.079966258351369,-6.414211380683614,-6.2866169222014,-6.704078817277731,-6.599463145179506,44
-6.3077767643612725,-5.779671501665301,-5.479015816561353,-5.870612951222714,-6.061982734090961,-4.677953856447207,-6.397710714438745,-6.324775103652085,-6.730297771683009,-6.549840414257593,45
-6.263974132119726,-5.596329375863023,-5.547951633916319,-5.575035554258989,-6.009293813450522,-5.275941454543045,-6.381210048193875,-6.362933285102769,-6.756516726088288,-6.5002176833356815,46
-6.223723064654521,-5.427852827828497,-5.611298060674936,-5.303423892184212,-5.960876967456604,-5.8254435717121975,-6.366047273806696,-6.397997559949345,-6.780609819325572,-6.454618417083113,47
-6.190575126741999,-5.289107435329474,-5.6634657062408555,-5.079743699887336,-5.92100427075573,-6.27797472702797,-6.353560283134902,-6.4268740215877,-6.8004511902268625,-6.417066080169233,48
-6.168081883158502,-5.194958776133711,-5.698865180017729,-4.927960712257317,-5.893947797994422,-6.58504943956367,-6.345086968036185,-6.446468763413728,-6.813914977624169,-6.391584137263386,49
