C1,C2,C3,time
-6.773653552663172,-6.933807611062653,-6.878982864425349,10
-6.635788616788523,-6.7760803669482605,-6.683628835483245,11
-6.4462243299608835,-6.559205406290969,-6.415017045687864,12
-6.217885529918497,-6.297969658226501,-6.091461935252524,13
-5.963697054399616,-6.007160051890585,-5.731277944390548,14
-5.696583741142487,-5.701563516418944,-5.352779513315252,15
-5.429470427885357,-5.3959669809473025,-4.9742810822399575,16
-5.1752819523664755,-5.1051573746113865,-4.614097091377984,17
-4.946943152324092,-4.843921626546919,-4.290541980942651,18
-4.7573788654964515,-4.627046665889625,-4.021930191147278,19
-4.619513929621803,-4.46931942177523,-3.826576162205183,20
-4.519164561014896,-4.3541123479344765,-3.683747495223885,21
-4.432994108221752,-4.2543974322795135,-3.5598434738169784,22
-4.3601981073275216,-4.169360905218172,-3.453876061956899,23
-4.2999720944173605,-4.098188997158285,-3.3648572236160814,24
-4.251511605576422,-4.040067938507684,-3.2917989227669624,25
-4.2140121768898595,-3.9941839596742,-3.2337131233819756,26
-4.1866693444428265,-3.959723291065669,-3.1896117894335596,27
-4.168678644320477,-3.93587216308992,-3.1585068848941478,28
-4.159235612607964,-3.921816806154786,-3.139410373736176,29
-4.157535785390441,-3.9167434506680996,-3.1313342199320813,30
-4.162774698753063,-3.919838327037693,-3.1332903874542968,31
-4.174147888780982,-3.930287665671398,-3.14429084027526,32
-4.190850891559353,-3.9472776969770473,-3.163347542367406,33
-4.212079243173329,-3.9699946513624726,-3.18947245770317,34
-4.237028479708062,-3.9976247592355065,-3.2216775502549884,35
-4.26489413724871,-4.029354251003981,-3.258974783995296,36
-4.2948717518804225,-4.064369357075728,-3.3003761228965294,37
-4.326156859688355,-4.10185630785858,-3.3448935309311234,38
-4.357944996757661,-4.141001333760371,-3.391538972071513,39
-4.389431699173493,-4.180990665188929,-3.4393244102901344,40
-4.4198125030210065,-4.22101053255209,-3.4872618095594237,41
-4.448282944385355,-4.260247166257686,-3.534363133851817,42
-4.474038559351689,-4.297886796713547,-3.5796403471397484,43
-4.496274884005166,-4.333115654327506,-3.622105413395653,44
-4.514187454430937,-4.365119969507396,-3.660770296591969,45
-4.526971806714157,-4.393085972661049,-3.6946469607011294,46
-4.53382347693998,-4.416199894196296,-3.7227473696955715,47
-4.533938001193558,-4.433647964520971,-3.74408348754773,48
-4.526510915560047,-4.444616414042906,-3.7576672782300404,49
-4.510737756124599,-4.448291473169932,-3.7625107057149396,50
-4.483044095289261,-4.447958710306357,-3.762707849459772,51
-4.442817536849611,-4.447475354030067,-3.7629942115416846,52
-4.393696663981093,-4.446885125009274,-3.7633438898628166,53
-4.339320059859152,-4.446231743912181,-3.763730982325306,54
-4.283326307659236,-4.445558931406995,-3.7641295868312894,55
-4.229353990556789,-4.444910408161927,-3.764513801282906,56
-4.181041691727259,-4.444329894845179,-3.7648577235822933,57
-4.14202799434609,-4.44386111212496,-3.7651354516315894,58
-4.115951481588727,-4.443547780669477,-3.765321083332933,59
-4.106450736630619,-4.443433621146937,-3.7653887165884607,60
-4.095405110502048,-4.4410002575677625,-3.765943772247389,61
-4.065424125295927,-4.434395413567142,-3.7674503518930513,62
-4.021241620781643,-4.4246619592504395,-3.769670574528765,63
-3.9675914367285854,-4.412842764723017,-3.772366559157846,64
-3.909207412906139,-4.399980700090232,-3.77530042478361,65
-3.8508233890836925,-4.387118635457448,-3.778234290409375,66
-3.797173205030634,-4.375299440930023,-3.7809302750384557,67
-3.7529907005163494,-4.365565986613321,-3.7831504976741686,68
-3.723009715310229,-4.358961142612702,-3.784657077319831,69
-3.711964089181658,-4.356527779033526,-3.7852121329787596,70
-3.7076881350132505,-4.354280530866851,-3.785813566487523,71
-3.696081973699001,-4.348180857271588,-3.787446028868452,72
-3.6789781570253703,-4.339191864604885,-3.7898517629035062,73
-3.658209236778819,-4.32827665922389,-3.792773011374644,74
-3.6356077647458074,-4.316398347485748,-3.795952017063822,75
-3.6130062927127953,-4.304520035747606,-3.7991310227530004,76
-3.5922373724662435,-4.2936048303666094,-3.8020522712241376,77
-3.575133555792613,-4.284615837699906,-3.804458005259191,78
-3.563527394478364,-4.278516164104644,-3.8060904676401206,79
-3.559251440309956,-4.276268915937969,-3.8066919011488842,80
-3.556525080100338,-4.274855656978364,-3.809921304499938,81
-3.549124959531375,-4.271019668373722,-3.818686827881369,82
-3.5382195186929026,-4.265366632535301,-3.8316044412855828,83
-3.5249771976747577,-4.258502231874362,-3.8472901147049865,84
-3.5105664365667764,-4.251032148802164,-3.864359818131984,85
-3.496155675458795,-4.243562065729965,-3.881429521558981,86
-3.4829133544406505,-4.236697665069027,-3.8971151949783835,87
-3.472007913602178,-4.231044629230606,-3.9100328083825984,88
-3.464607793033215,-4.227208640625964,-3.9187983317640294,89
-3.461881432823597,-4.225795381666359,-3.922027735115083,90
-3.4617384653161127,-4.216947617656622,-3.928202246429915,91
-3.461350410652941,-4.1929322582016235,-3.944961634284459,92
-3.4607785406230036,-4.157541202162677,-3.969659679543786,93
-3.4600841270152234,-4.114566348401101,-3.9996501630729706,94
-3.4593284416185206,-4.067799595778208,-4.032286865737082,95
-3.458572756221818,-4.021032843155316,-4.064923568401193,96
-3.4578783426140367,-3.9780579893937382,-4.0949140519303775,97
-3.4573064725841,-3.942666933354792,-4.119612097189705,98
-3.456918417920928,-3.9186515738997936,-4.136371485044249,99
-3.456775450413444,-3.9098038098900574,-4.142545996359081,100
-3.459211565929895,-3.899560751022273,-4.146188165041498,101
-3.46582387947455,-3.871758162666857,-4.156074051465201,102
-3.4755683415403555,-3.830785927195718,-4.1706427261948695,103
-3.487400902620264,-3.7810339269807645,-4.188333259795181,104
-3.500277513207222,-3.726892044393903,-4.2075847228308145,105
-3.5131541237941804,-3.6727501618070404,-4.226836185866448,106
-3.5249866848740883,-3.6229981615920868,-4.2445267194667595,107
-3.5347311469398943,-3.5820259261209486,-4.259095394196428,108
-3.5413434604845486,-3.5542233377655332,-4.268981280620131,109
-3.543779576001,-3.5439802788977484,-4.272623449302548,110
-3.5469156300744857,-3.542648502660227,-4.277048368371654,111
-3.555427776845375,-3.5390336814440975,-4.289058862987799,112
-3.567971993139316,-3.533706576494011,-4.306758539264222,113
-3.5832042557819603,-3.527237949054622,-4.328251003314166,114
-3.5997805415989546,-3.52019856037058,-4.351639861250868,115
-3.616356827415949,-3.5131591716865382,-4.37502871918757,116
-3.631589090058593,-3.5066905442471485,-4.396521183237514,117
-3.6441333063525345,-3.5013634392970627,-4.414220859513938,118
-3.6526454531234234,-3.4977486180809336,-4.426231354130082,119
-3.655781507196909,-3.496416841843412,-4.430656273199188,120
-3.657334262482135,-3.4934143756611964,-4.4329049075702915,121
-3.661548883970606,-3.4852648245951845,-4.439008343720428,122
-3.667759905111509,-3.473254959866323,-4.448002881204841,123
-3.675301859354036,-3.4586715526955647,-4.4589248195787725,124
-3.6835092801473732,-3.4428013743038557,-4.470810458397462,125
-3.6917167009407104,-3.4269311959121476,-4.482696097216151,126
-3.699258655183237,-3.4123477887413882,-4.493618035590082,127
-3.705469676324141,-3.4003379240125273,-4.5026125730744955,128
-3.7096842978126117,-3.392188372946515,-4.508716009224632,129
-3.7112370530978374,-3.3891859067643,-4.510964643595736,130
-3.7138220361335703,-3.3899815962918574,-4.516494688828384,131
-3.7208384186591323,-3.3921413250095145,-4.531504811602717,132
-3.731178350802064,-3.3953240831197444,-4.55362499253331,133
-3.7437339826899114,-3.3991888608250242,-4.580485212234746,134
-3.757397464450215,-3.403394648327829,-4.609715451321602,135
-3.7710609462105187,-3.4076004358306333,-4.638945690408458,136
-3.7836165780983655,-3.411465213535913,-4.665805910109893,137
-3.7939565102412978,-3.4146479716461435,-4.687926091040487,138
-3.800972892766859,-3.4168077003637998,-4.7029362138148185,139
-3.8035578758025923,-3.4176033898913576,-4.708466259047467,140
-3.808565118963538,-3.419979997759101,-4.715032294278952,141
-3.822156207543247,-3.4264307905429767,-4.732854389907269,142
-3.8421851801870286,-3.43593722201395,-4.7591185308332085,143
-3.866506075540192,-3.4474807459429906,-4.791010701957565,144
-3.892972932248047,-3.4600428161010632,-4.8257168881811285,145
-3.919439788955902,-3.4726048862591363,-4.860423074404693,146
-3.9437606843090656,-3.484148410188176,-4.8923152455290495,147
-3.963789656952847,-3.4936548416591497,-4.918579386454989,148
-3.9773807455325563,-3.5001056344430257,-4.936401482083307,149
-3.9823879886935014,-3.502482242310769,-4.942967517314791,150
-3.984253335017606,-3.503844826397346,-4.9469438741839795,151
-3.989316417897319,-3.5075432689180555,-4.957736842828918,152
-3.9967778031937375,-3.5129936052643638,-4.973642270305671,153
-4.005838056767961,-3.519611870827739,-4.992956003670299,154
-4.015697744481085,-3.5268141009996468,-5.013973889978865,155
-4.02555743219421,-3.5340163311715553,-5.0349917762874306,156
-4.034617685768433,-3.54063459673493,-5.054305509652059,157
-4.042079071064851,-3.5460849330812385,-5.070210937128811,158
-4.047142153944564,-3.549783375601948,-5.08100390577375,159
-4.049007500268669,-3.551145959688525,-5.084980262642938,160
-4.052038949588135,-3.5507115722146976,-2020987701.3617945,161
-4.060359310486244,-3.5495193172333415,-7185734036.291987,162
-4.0728076023725635,-3.5477355559046457,-14146913879.024916,163
-4.088222844656657,-3.5455266493888002,-21557202098.710487,164
-4.105444056748092,-3.543058958845993,-28069273564.49866,165
-4.123310258056436,-3.5404988454364146,-32335803145.538807,166
-4.140660467991253,-3.538012670320253,-33009465710.980537,167
-4.156333705962109,-3.5357667946576985,-28742936129.973747,168
-4.169168991378572,-3.5339275796089393,-18188889271.668274,169
-4.178005343650208,-3.532661386334165,-5.213115327367394,170
