C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,time
-3.7430084201333087,-3.650340790273403,-3.779496936881005,-3.6619556844988366,-3.6604438710362857,-3.8445886582307605,-3.8885562488062164,-3.88404885820334,-4.153635348353105,-3.7143479879765353,-3.297503242040964,-3.9363522186007205,-3.9802643756965734,-3.9091621621282826,-3.8312476824095674,-3.978665566561838,-4.05493196374012,-3.8205051121561127,-3.8911789782982735,-3.567409188254654,-3.9856383152212023,-4.193312086725418,-4.144851371730863,-4.447144538029095,10
-3.742664399028961,-3.6520210113217484,-3.7796268384725686,-3.6613934152334364,-3.6616908115098528,-3.845075319153644,-3.889195576287664,-3.8838961982745164,-4.154488608687856,-3.7157364394279138,-3.2979430936259204,-3.937606367501672,-3.979353337525532,-3.9097956457259646,-3.836332829057207,-3.977553640792038,-4.055813175379514,-3.819958806100272,-3.892551457894923,-3.566414510110478,-3.987615134686362,-4.205287013217308,-4.143445073864416,-4.444691438316478,11
-3.7417306274600173,-3.656581611310115,-3.7799794285068113,-3.6598672557987784,-3.66507536422382,-3.8463962559443283,-3.8909308937373086,-3.8834818356105667,-4.156804601025039,-3.7195050933673697,-3.299136976499373,-3.941010485947111,-3.9768805196327057,-3.911515101205387,-3.850135369957942,-3.974535556559724,-4.058205035543583,-3.8184759753772766,-3.896276759657257,-3.563714669433428,-3.992980787520367,-4.237790385123869,-4.13962797965549,-4.438033024810803,12
-3.7403545430426264,-3.6633024955034967,-3.7804990348730643,-3.6576181787371764,-3.6700631261180874,-3.848342899635862,-3.893488203663099,-3.882871195895272,-4.160217642364044,-3.725058899172883,-3.3008963828391975,-3.9460270815509153,-3.97323636694854,-3.914049035596113,-3.8704759565484985,-3.970087853480524,-4.061729882101157,-3.8162907511539137,-3.901766678043853,-3.559735956856722,-4.000888065381004,-4.285690091091431,-4.134002788189703,-4.428220625960333,13
-3.7386835833929375,-3.671463569166889,-3.781129985460657,-3.654887156590947,-3.6761196941325553,-3.850706681261297,-3.8965935085729884,-3.882129704812415,-4.164362049704264,-3.731802806222435,-3.303032804823271,-3.9521186619269644,-3.9688113244034824,-3.9171259559277103,-3.895175240265604,-3.964687071170067,-4.066010052921069,-3.813637264596974,-3.908433007513292,-3.5549046630135797,-4.010489759926066,-4.343854019766329,-4.1271721985526755,-4.416305570213335,14
-3.7368651861270994,-3.680344737565287,-3.7818166081589197,-3.651915161902402,-3.6827106652071233,-3.8532790318536816,-3.8999728109749263,-3.881322788045776,-4.168872140045093,-3.7391417638940068,-3.3053577346294682,-3.958747734689135,-3.963995836927978,-3.9204743692297424,-3.922053872545983,-3.958809749243982,-4.070667885872149,-3.810749646873245,-3.915687542524152,-3.5496470785372187,-4.020938662813338,-4.407150059794894,-4.119738909830028,-4.403339186018073,15
-3.7350467888612613,-3.689225905963684,-3.7825032308571824,-3.648943167213857,-3.6893016362816913,-3.8558513824460663,-3.9033521133768643,-3.8805158712791377,-4.173382230385922,-3.746480721565578,-3.3076826644356654,-3.965376807451306,-3.959180349452474,-3.923822782531774,-3.948932504826362,-3.9529324273178963,-4.07532571882323,-3.8078620291495167,-3.922942077535012,-3.5443894940608582,-4.0313875657006095,-4.470446099823459,-4.112305621107382,-4.39037280182281,16
-3.733375829211573,-3.6973869796270766,-3.783134181444775,-3.646212145067627,-3.6953582042961597,-3.858215164071501,-3.906457418286754,-3.879774380196281,-4.177526637726143,-3.753224628615131,-3.309819086419739,-3.9714683878273545,-3.9547553069074164,-3.926899702863371,-3.9736317885434675,-3.94753164500744,-4.079605889643142,-3.8052085425925766,-3.9296084070044515,-3.539558200217716,-4.040989260245671,-4.528610028498357,-4.1054750314703545,-4.378457746075812,17
-3.731999744794182,-3.7041078638204588,-3.7836537878110277,-3.6439630680060264,-3.7003459661904268,-3.8601618077630357,-3.909014728212545,-3.879163740480986,-4.1809396790651485,-3.7587784344206443,-3.3115784927595637,-3.9764849834311597,-3.951111154223251,-3.9294336372540983,-3.9939723751340246,-3.9430839419282404,-4.083130736200717,-3.803023318369214,-3.935098325391048,-3.5355794876410105,-4.04889653810631,-4.57650973446592,-4.099849840004568,-4.3686453472253435,18
-3.7310659732252383,-3.708668463808825,-3.784006377845271,-3.642436908571368,-3.703730518904394,-3.861482744553719,-3.9107500456621884,-3.8787493778170363,-4.18325567140233,-3.7625470883600998,-3.3127723756330165,-3.9798891018765983,-3.9486383363304243,-3.93115309273352,-4.0077749160347595,-3.9400658576959255,-4.085522596364784,-3.801540487646218,-3.9388236271533814,-3.5328796469639605,-4.054262190940314,-4.60901310637248,-4.096032745795641,-4.361986933719667,19
