C1,C2,C3,C4,C5,C6,C7,C8,C9,time
-5.833697483382527,-4.2702851251682725,-4.999266444352753,-5.225745442556619,-4.152922503027959,-5.231301657527126,-3.343085290392831,-3.727048395513838,-3.7154530569795994,10
-5.827171971858384,-4.229794387749507,-4.9785126984149635,-5.212948922748456,-4.1351101333898495,-5.249828143705024,-3.342855481065899,-3.727551266275164,-3.732198638866361,11
-5.821187319783963,-4.18855801256914,-4.959696407504582,-5.201813151634752,-4.1192148457630555,-5.265500646517926,-3.342823859457102,-3.7280672667542922,-3.7476233624609225,12
-5.815743527159263,-4.146575999627171,-4.942817571621613,-5.1923381292155035,-4.1052366401475755,-5.278319165965833,-3.3429904255664407,-3.728596396951221,-3.761727227763282,13
-5.810840593984286,-4.1038483489236,-4.927876190766057,-5.184523855490713,-4.093175516543412,-5.288283702048744,-3.343355179393915,-3.729138656865952,-3.7745102347734423,14
-5.806478520259033,-4.060375060458427,-4.914872264937917,-5.178370330460377,-4.083031474950562,-5.29539425476666,-3.343918120939524,-3.7296940464984845,-3.785972383491401,15
-5.802657305983501,-4.016156134231653,-4.903805794137194,-5.1738775541245,-4.074804515369027,-5.29965082411958,-3.3446792502032694,-3.730262565848818,-3.79611367391716,16
-5.799376951157691,-3.9711915702432767,-4.894676778363891,-5.17104552648308,-4.068494637798809,-5.301053410107506,-3.3456385671851505,-3.7308442149169534,-3.8049341060507182,17
-5.796637455781606,-3.925481368493299,-4.88748521761801,-5.169874247536115,-4.064101842239905,-5.2996020127304355,-3.346796071885168,-3.73143899370289,-3.812433679892076,18
-5.794438819855243,-3.879025528981719,-4.882231111899549,-5.1703637172836086,-4.061626128692317,-5.2952966319883705,-3.3481517643033203,-3.732046902206628,-3.8186123954412325,19
-5.792781043378602,-3.8318240517085367,-4.878914461208515,-5.172513935725558,-4.061067497156044,-5.288137267881309,-3.3497056444396094,-3.732667940428167,-3.823470252698189,20
-5.793440165786617,-3.7842937154919407,-4.880524379131644,-5.174829032109589,-4.0623936590049885,-5.27084338448976,-3.350727361361293,-3.7321125884095934,-3.8247511904789318,21
-5.797402875654249,-3.736666064119812,-4.888721484328229,-5.176477967128823,-4.0655866761135435,-5.239370239636229,-3.350811164550181,-3.729720001729842,-3.8212018414590108,22
-5.803485146691544,-3.688663245046694,-4.901513034407114,-5.178457987951514,-4.070668074232437,-5.19857152393371,-3.350443954628101,-3.726283193694191,-3.8143262464277665,23
-5.810502952608545,-3.640007405727126,-4.916906286977136,-5.181766341745912,-4.0776593791124025,-5.153300927995195,-3.350112632216881,-3.722595177607916,-3.8056284461745404,24
-5.817272267115299,-3.590420693615651,-4.9329084996471355,-5.187400275680266,-4.086582116504172,-5.108412142433683,-3.350304097938348,-3.7194489667762927,-3.7966124814886757,25
-5.822609063921851,-3.539625256166809,-4.947526930025952,-5.19635703692283,-4.097457812158473,-5.068758857862167,-3.351505252414331,-3.7176375745045998,-3.788782393159513,26
-5.825329316738248,-3.4873432408351435,-4.958768835722425,-5.209633872641851,-4.110307991826041,-5.039194764893641,-3.3542029962666566,-3.7179540140981113,-3.7836422219763945,27
-5.824248999274532,-3.433296795075194,-4.9646414743453935,-5.228228030005583,-4.125154181257605,-5.0245735541411,-3.358884230117152,-3.721191298862105,-3.782696008728662,28
-5.818184085240751,-3.377208066341503,-4.963152103503699,-5.2531367561822755,-4.142017906203898,-5.029748916217541,-3.366035854587647,-3.728142442101858,-3.7874477942056575,29
-5.805950548346949,-3.3187992020886115,-4.952307980806179,-5.285357298340179,-4.160920692415648,-5.059574541735955,-3.376144770299967,-3.739600457122645,-3.799401619196722,30
-5.79216418821439,-3.24968801133888,-4.93569955495653,-5.3290422831681,-4.1779704543215885,-5.13098861188958,-3.387773962054621,-3.758608349024056,-3.818628868257847,31
-5.780617217081506,-3.165505864707427,-4.917388067343934,-5.385464543244595,-4.190982599159141,-5.2483677704093274,-3.399620154095921,-3.786034292026317,-3.8436094534719305,32
-5.768890227584096,-3.071995252037936,-4.8960869646054626,-5.451301634572544,-4.202539891892081,-5.397723401714711,-3.4123708562114032,-3.819409053115659,-3.87346020691868,33
-5.754563812357961,-2.974898663174087,-4.870509693378184,-5.523231113154827,-4.215225097484183,-5.565066890225245,-3.4267135781886013,-3.8562633992783137,-3.9072979606777998,34
-5.735218564038899,-2.8799585879595626,-4.839369700299169,-5.597930534994322,-4.231620980899219,-5.7364096203604404,-3.443335829815051,-3.894128097500513,-3.944239546828995,35
-5.708435075262709,-2.792917516238043,-4.801380432005487,-5.672077456093908,-4.254310307100967,-5.897762976539813,-3.4629251208782867,-3.930533914768487,-3.983401797451971,36
-5.671793938665192,-2.719517937853211,-4.755255335134211,-5.742349432456466,-4.285875841053198,-6.035138343182874,-3.486168961165844,-3.9630116180684687,-4.023901544626434,37
-5.622875746882146,-2.6655023426487463,-4.699707856322407,-5.805424020084872,-4.328900347719689,-6.134547104709137,-3.5137548604652573,-3.989091974386689,-4.064855620432089,38
-5.55926109254937,-2.6366132204683312,-4.6334514422071464,-5.857978774982006,-4.385966592064211,-6.182000645538115,-3.546370328564061,-4.0063057507093784,-4.10538085694864,39
-5.478530568302665,-2.638593061155648,-4.555199539425502,-5.896691253150749,-4.4596573390505405,-6.163510350089322,-3.584702875249791,-4.01218371402277,-4.144594086255794,40
-5.372018529686899,-2.677882510789889,-4.456078299153927,-5.921845470120227,-4.557819053419193,-6.065706407081061,-3.632111166199961,-4.00503195544007,-4.185603778559783,41
-5.2374197448269095,-2.752104531429011,-4.332492008866826,-5.9370447097740104,-4.68213245932284,-5.895667856032893,-3.6897481536779684,-3.986470100556966,-4.231052739596228,42
-5.0818554252284525,-2.853775086884841,-4.191071319648188,-5.943945430646632,-4.825931710843483,-5.67007935756622,-3.7549927773501737,-3.9589992180834166,-4.279359304738914,43
-4.912446782397285,-2.9754101409692026,-4.038446882582006,-5.944204091272634,-4.982550962063126,-5.405625572302446,-3.825223976882936,-3.925120376729377,-4.328941809361628,44
-4.736315027839157,-3.109525657493922,-3.881249348752266,-5.939477150186549,-5.145324367063769,-5.118991160862972,-3.897820691942617,-3.8873346452048017,-4.3782185888381555,45
-4.560581373059827,-3.248637600270826,-3.72610936924296,-5.9314210659229145,-5.307586079927419,-4.826860783869198,-3.9701618621955754,-3.848143092219648,-4.425607978542284,46
-4.392367029565043,-3.3852619331117415,-3.579657595138075,-5.9216922970162695,-5.4626702547360795,-4.5459191019425225,-4.039626427308173,-3.8100467864838707,-4.4695283138478,47
-4.238793208860565,-3.5119146198284916,-3.4485246775216023,-5.91194730200115,-5.603911045571753,-4.292850775704351,-4.103593326946768,-3.7755467967074265,-4.508397930128489,48
-4.106981122452146,-3.6211116242329027,-3.3393412674775336,-5.903842539412094,-5.724642606516439,-4.084340465776087,-4.1594415007777235,-3.7471441916002712,-4.540635162758139,49
-4.004051981845542,-3.7053689101368015,-3.2587380160898567,-5.899034467783636,-5.818199091652145,-3.937072832779129,-4.204549888467396,-3.7273400398723604,-4.5646583471105355,50
-3.9275521129479745,-3.7717806558975915,-3.20718950576011,-5.902608788559386,-5.8918662572089415,-3.8473170581944474,-4.239399552243794,-3.7148273238183385,-4.580088307898001,51
-3.868733403405639,-3.8320492944274913,-3.1780831626242705,-5.915673082579601,-5.956604474637008,-3.7956978540522393,-4.266975885542545,-3.7062862216063865,-4.588354636980494,52
-3.825275407332744,-3.8856031713705526,-3.167418903367985,-5.9339166274738036,-6.011259820848521,-3.7754331767977463,-4.288414324841447,-3.7011985957567677,-4.590588820453248,53
-3.7948576788434987,-3.9318706323708232,-3.1711966446769,-5.953028700871514,-6.054678372755653,-3.779740982876209,-4.304850306618295,-3.6990463087897414,-4.587922344411502,54
-3.7751597720521124,-3.9702800230723545,-3.18541630323666,-5.9686985804022505,-6.08570620727058,-3.8018392287328675,-4.317419267350885,-3.6993112232255707,-4.581486694950491,55
-3.7638612410727954,-4.000259689119197,-3.2060777957329134,-5.976615543695533,-6.103189401305476,-3.8349458708129656,-4.327256643517015,-3.7014752015845174,-4.572413358165453,56
-3.758641640019756,-4.021237976155399,-3.2291810388513054,-5.97246886838088,-6.105974031772514,-3.872278865561742,-4.335497871594481,-3.7050201063868435,-4.561833820151626,57
-3.757180523007203,-4.0326432298250126,-3.250725949277483,-5.9519478320878125,-6.092906175583867,-3.9070561694244383,-4.343278388061076,-3.709427800152809,-4.550879567004243,58
-3.7571574441493474,-4.033903795772086,-3.2667124436970925,-5.91074171244585,-6.062831909651712,-3.9324957388462964,-4.3517336293946025,-3.714180145402679,-4.540682084818542,59
-3.756251957560397,-4.02444801964067,-3.27314043879578,-5.844539787084512,-6.014597310888222,-3.941815530272556,-4.361999032072851,-3.718759004656712,-4.532372859689762,60
-3.7592662774542576,-3.9933797445943253,-3.2733501466595754,-5.746085857036404,-5.938920832033684,-3.9403241149412787,-4.373825228730747,-3.724575800504137,-4.525083544780278,61
-3.771274688942436,-3.9352383769078667,-3.2733454752178233,-5.615819079407548,-5.831842718923783,-3.9380039294489126,-4.38589619226257,-3.7329519843624,-4.51715833219265,62
-3.7903648524855464,-3.857605606892226,-3.273121884921146,-5.460971765937581,-5.700191738113784,-3.9350837282782853,-4.39774736953515,-3.743234461994094,-4.508547516432382,63
-3.814624428544204,-3.7680631248583363,-3.2726748362201667,-5.288776228366149,-5.550796656158957,-3.9317922659122226,-4.408914207415321,-3.7547701391618116,-4.499201392004981,64
-3.842141077579021,-3.674192621117128,-3.2719997895655037,-5.106464778432887,-5.390486239614565,-3.92835829683355,-4.41893215276991,-3.7669059216281435,-4.489070253415947,65
-3.871002460050612,-3.583575785979533,-3.2710922054077813,-4.921269727877438,-5.226089255035874,-3.925010575525095,-4.427336652465753,-3.7789887151556827,-4.478104395170791,66
-3.8992962364195907,-3.503794309756483,-3.2699475441976187,-4.740423388439444,-5.064434468978156,-3.921977856469682,-4.433663153369677,-3.7903654255070203,-4.466254111775015,67
-3.925110067146571,-3.44242988275891,-3.2685612663856385,-4.571158071858543,-4.9123506479966705,-3.919488894150138,-4.437447102348516,-3.8003829584447493,-4.453469697734125,68
-3.9465316126921675,-3.407064195297746,-3.2669288324224617,-4.420706089874377,-4.776666558646689,-3.9177724430492895,-4.4382239462691,-3.8083882197314614,-4.439701447553626,69
-3.961648533516993,-3.4052789376839225,-3.2650457027587105,-4.296299754226588,-4.664210967483479,-3.9170572576499625,-4.43552913199826,-3.8137281151297486,-4.424899655739023,70
-3.971826802607982,-3.443870814572575,-3.262529849888226,-4.193376056143535,-4.570297998141444,-3.917486387625324,-4.427756819596552,-3.816109857184938,-4.407719955156837,71
