C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,time
-5.127684405359274,-3.6196643087938347,-5.012437876101181,-5.024269043029477,-4.318222938530061,-5.015219158287045,-4.637585937123039,-3.479590644949246,-4.5204840932118255,-5.060835854924612,-3.3674295696051466,-3.358731958224288,-5.125630372418492,-3.808650827910109,-4.252013701790806,-4.21828802380469,-5.365286097622092,-4.331212425147431,-4.5968708632720485,-3.6345353957204956,-5.1188735164595585,20
-5.106045047490241,-3.5085062788039725,-5.172641037134543,-4.723837089914053,-4.443995133539187,-5.230423296296445,-4.745099792112952,-3.5706432152898615,-4.367088616750169,-5.270749448537424,-3.4391229010144095,-3.374442106370959,-5.330202801095276,-3.926213042607649,-4.19405852302662,-4.1213384742616634,-5.06462885938929,-4.289810602959059,-4.482663347093346,-3.7024021522433785,-4.886955593352016,21
-5.087291281319079,-3.407609082004408,-5.313949962130765,-4.454980695797683,-4.555630296144594,-5.420578027738694,-4.839520145302266,-3.652561844810462,-4.229916709249556,-5.462539730299843,-3.5030453898707625,-3.3884020531296617,-5.513832633699985,-4.03123364174299,-4.142840868485827,-4.035195193119936,-4.795746304182212,-4.253440890657411,-4.380626891556297,-3.7632180702967317,-4.680497539317362,22
-5.071423106845785,-3.316972718395142,-5.436364651089851,-4.217699860680371,-4.653128426346284,-5.585683352613797,-4.920846996690979,-3.7253465335110496,-4.108968370709991,-5.636206700211867,-3.559197036174206,-3.400611798500397,-5.676519870232618,-4.123712625316132,-4.098360738168427,-3.9598581803795065,-4.558638432000861,-4.222103288242494,-4.2907614966609025,-3.8169831498805555,-4.499499354355598,23
-5.058440524070361,-3.2365971879761726,-5.539885104011797,-4.011994584562111,-4.736489524144255,-5.725739270921751,-4.989080346279091,-3.7889972813916213,-4.004243601131467,-5.791750358273498,-3.607577839924739,-3.4110713424831633,-5.818264510693176,-4.203649993327075,-4.0606181320744215,-3.8953274360403727,-4.353305242845231,-4.1957977957143004,-4.213067162407162,-3.863697390994849,-4.3439610384667215,24
-5.048343532992806,-3.1664824907475024,-5.624511320896607,-3.8378648674429052,-4.805713589538508,-5.840745782662556,-5.044220194066605,-3.8435140884521797,-3.915742400513989,-5.929170704484737,-3.648187801122364,-3.4197806850779617,-5.93906655508166,-4.27104574577582,-4.0296130502038086,-3.841602960102538,-4.179746736715327,-4.1745244130728345,-4.147543888795075,-3.903360793639613,-4.2138825916507345,25
-5.041132133613121,-3.1066286267091283,-5.690243301744277,-3.6953107093227544,-4.860800622529043,-5.930702887836214,-5.086266540053518,-3.888896954692724,-3.8434647688575545,-6.048467738845582,-3.681026919767079,-3.4267398262847935,-6.0389260033980685,-4.325899882662366,-4.005345492556588,-3.7986847525660004,-4.037962913611146,-4.1582831403180975,-4.094191675824642,-3.935973357814847,-4.109264013907636,26
-5.0368063259313045,-3.057035595861053,-5.73708104655481,-3.584332110201658,-4.901750623115862,-5.995610586442723,-5.115219384239831,-3.925145880113253,-3.7874107061621647,-6.149641461356034,-3.7060951958588837,-3.431948766103657,-6.117842855642403,-4.368212403986714,-3.98781545913276,-3.7665728134307606,-3.927953773532691,-4.147073977450086,-4.053010523495865,-3.9615350835205514,-4.030105305237427,27
-5.035366109947357,-3.0177033982032744,-5.765024555328202,-3.5049290700796147,-4.9285635912989605,-6.035468878482083,-5.131078726625545,-3.952260864713767,-3.747580212427818,-6.232691872016091,-3.723392629397779,-3.435407504534552,-6.175817111814659,-4.397983309748862,-3.977022949932326,-3.745267142696818,-3.849719316479961,-4.140896924468802,-4.02400043180874,-3.9800459707567257,-3.9764064656401072,28
-5.0368114856612785,-2.9886320337357932,-5.774073828064456,-3.457101588956626,-4.941239527078342,-6.0502777639542975,-5.133844567210659,-3.970241908494268,-3.7239732876545153,-6.297618970825757,-3.732919220383765,-3.43711604157748,-6.212848771914844,-4.415212599948813,-3.9729679649552847,-3.7347677403641737,-3.8032595424529547,-4.1397519813742445,-4.0071614007632705,-3.9915060195233707,-3.9481674951156767,29
