ID,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,mean,points
45736,4.824475044347479e-6,0,0,0,1.0997236760976525e-6,4.1983379414371124e-5,8.382669546306753e-5,9.02462490160376e-5,1.2978307450833132e-4,6.236668333977999e-5,4.586692197099854e-5,1.9622488243637797e-5,2.4171320275281125e-5,2.4691967702906246e-5,8.847035179066913e-5,1.6492612340459745e-5,6.984033425123487e-5,5.0234734074087155e-5,14
45759,1.9086829394199714e-4,1.9414786889508103e-4,5.6964570271196034e-5,2.5709700205613327e-6,0,2.9599792680635756e-5,2.5897678273142814e-5,3.1407284899854494e-5,3.0963474628891224e-5,0,6.072522063766004e-5,2.1179828580434447e-5,1.1330306379038026e-6,0,8.346259602893315e-7,0,5.756071504222654e-6,5.0157593148605395e-5,13
45761,1.9629582836688805e-4,1.2010603243145478e-4,0,0,3.665745586992175e-7,2.4163096065825107e-5,4.05503120329473e-5,4.889994990736839e-5,1.067251678697953e-4,5.2602202614864945e-5,2.584051942028087e-5,2.5228913456105738e-5,3.776768793012676e-7,0,2.629071774911394e-5,0,3.8373810028151025e-7,5.137159457330203e-5,13
45774,2.020248924820507e-5,0,1.239817117667208e-4,1.9700057782551212e-4,5.3519885570085755e-5,9.846461646823731e-5,4.463941912870669e-5,4.889994990736839e-5,5.237438793610325e-5,6.299664983816161e-7,0,1.9622488243637797e-5,7.553537586025352e-7,3.257238292723803e-5,1.669251920578663e-5,0,1.9186905014075514e-5,5.2038760964190104e-5,14
45776,4.824475044347479e-6,9.891085023766865e-6,0,8.998395071964664e-6,6.598342056585915e-6,3.866095370532017e-5,5.55437047173984e-5,6.639261491488229e-5,1.0145478920955849e-4,9.449497475724241e-7,7.622953228982855e-5,1.6071752275741434e-4,8.762103599789407e-5,7.118641752646375e-5,2.4204152848390612e-5,0,0,5.0947712207956285e-5,14
45777,5.3973814558637426e-5,3.080366478830252e-5,2.3046450325405453e-4,1.3497592607946996e-4,5.3519885570085755e-5,5.2554733943169605e-5,3.646120493718791e-5,3.896093569855367e-5,3.6892650621657636e-5,6.299664983816161e-7,2.293346098549927e-5,0,0,0,2.545609178882461e-5,3.435960904262447e-7,3.146652422308384e-5,5.353121135980961e-5,14
45781,0,2.8260242925048186e-7,9.159009337721715e-5,1.1762187844068097e-4,6.085137674407011e-5,8.004025571804567e-5,7.292240987437582e-5,7.792187139710735e-5,9.256102522040889e-5,4.630253763104878e-5,0,2.1802764715153108e-5,0,0,2.9629221590271265e-5,5.016502920223172e-5,1.1512143008445309e-5,5.79387084114082e-5,13
45789,8.563443203716776e-5,5.8781305284100224e-5,7.111263347580681e-5,0,7.33149117398435e-7,5.376288874646086e-5,5.452142794345855e-5,6.639261491488229e-5,8.926703855776088e-5,1.0268453923620341e-4,6.492430504345568e-5,4.7031678171258846e-5,1.5107075172050703e-6,0,3.0463847550560597e-5,0,0,5.590927443043996e-5,13
45797,0,0,5.770920517670186e-5,6.973756180772615e-5,7.918010467903098e-5,8.275860402545099e-5,7.326316879902243e-5,8.746332503756948e-5,1.096897558661785e-4,2.9923408673126764e-5,0,0,8.044517529116999e-5,1.891299653839627e-5,1.877908410650996e-5,4.2605915212854344e-5,1.9954381214638533e-5,5.9263283571413555e-5,13
